time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub678 [m3/s],sub679 [m3/s],sub680 [m3/s],sub681 [m3/s],sub682 [m3/s],sub683 [m3/s],sub684 [m3/s],sub685 [m3/s],sub686 [m3/s],sub687 [m3/s],sub688 [m3/s],sub689 [m3/s],sub690 [m3/s],sub691 [m3/s],sub692 [m3/s],sub693 [m3/s],sub694 [m3/s],sub695 [m3/s],sub696 [m3/s],sub697 [m3/s],sub698 [m3/s],sub699 [m3/s],sub700 [m3/s],sub701 [m3/s],sub702 [m3/s],sub703 [m3/s],sub704 [m3/s],sub705 [m3/s],sub706 [m3/s],sub707 [m3/s],sub708 [m3/s],sub709 [m3/s],sub710 [m3/s],sub711 [m3/s],sub712 [m3/s],sub713 [m3/s],sub714 [m3/s],sub715 [m3/s],sub716 [m3/s],sub717 [m3/s],sub718 [m3/s],sub719 [m3/s],sub720 [m3/s],sub721 [m3/s],sub722 [m3/s],sub723 [m3/s],sub724 [m3/s]
451,2011-03-28,00:00:00.00,1.48274,6.51386,9.73255,16.7514,17.9258,6.28748,5.13816,4.40406,1.92628,7.84511,9.50499,0.826111,64.8614,5.31672,11.9308,18.3259,11.3644,34.8992,21.8546,6.15854,0.540442,16.3511,0.195127,11.1461,4.70275,6.16646,4.78816,8.38727,3.83717,29.4657,9.21144,10.3028,21.799,5.27151,42.7645,15.464,10.4235,3.1636,241.79,26.9671,67.719,19.8487,13.9806,18.8927,57.0334,5.89117,48.8122,16.6949,7.32445,14.8706
452,2011-03-29,00:00:00.00,1.49769,6.58155,9.86012,16.9147,17.4808,6.37602,5.21241,4.45865,2.00459,7.9686,8.9477,0.869531,64.5325,5.35695,11.7861,18.3195,11.4211,34.423,21.4326,6.26277,0.5785,17.8065,0.216381,10.6152,4.78788,6.26491,4.88575,7.09065,3.83524,29.5014,9.30398,10.4358,21.9937,5.32812,42.6031,15.3609,10.4944,3.20115,241.495,27.043,68.5168,19.9198,14.0095,18.9609,57.4147,5.92478,48.8965,16.7875,7.37486,14.949
453,2011-03-30,00:00:00.00,1.52711,6.6428,9.98647,17.1284,17.6588,6.46193,5.2841,4.51039,2.0792,8.08692,9.10045,0.914017,64.4496,5.39444,11.7942,18.1997,11.5724,33.8726,21.3288,6.3652,0.617439,16.1555,0.239116,10.5861,4.86885,6.36854,4.98828,7.1981,4.00969,30.0523,9.40409,10.5521,21.794,5.38205,42.2558,15.4675,10.564,3.23661,244.918,27.1491,69.2937,20.0619,14.1228,19.144,57.0449,5.95568,48.7722,16.8763,7.41977,15.0168
454,2011-03-31,00:00:00.00,1.58415,6.70238,11.0481,17.3942,17.8903,6.57157,5.35292,4.57102,2.15779,8.25488,9.20861,1.29198,65.6021,5.47088,11.8976,18.1114,11.7128,33.609,21.5361,6.46808,0.6608,14.2889,0.263112,10.7524,4.96416,6.49175,5.14091,7.3781,4.36355,30.5796,9.59536,10.8295,21.5568,5.43286,42.2973,15.6247,10.6357,3.26994,250.363,27.3523,70.0854,20.19,14.2275,19.3097,57.1274,6.03502,49.0106,16.9568,7.4615,15.0819
455,2011-04-01,00:00:00.00,1.6163,6.87225,12.2848,17.7844,18.1952,6.92126,5.44532,4.6166,2.87342,9.2503,9.08544,2.4947,66.2242,5.67617,12.0536,18.1669,11.9544,33.6707,21.7571,6.56621,0.705268,13.8408,0.291208,10.9132,5.04321,6.62671,5.35939,7.71781,4.70011,31.221,9.85785,11.2787,21.4188,5.48121,42.5669,15.7933,10.8026,3.30047,255.958,27.5339,70.3583,20.325,14.3691,19.4893,56.892,6.16265,49.046,17.1361,7.50255,15.1359
456,2011-04-02,00:00:00.00,1.55252,7.41075,12.2461,18.1585,18.5825,7.23001,5.72815,4.6491,3.99746,9.94107,10.0698,3.78201,67.1449,5.80798,12.1638,18.3149,12.1902,34.024,21.9265,6.67365,0.745614,13.8899,0.315213,11.0657,5.09883,6.66864,5.5132,8.06027,4.91912,32.0486,10.0286,11.4328,21.5274,5.52488,42.9423,15.9701,11.0036,3.3274,260.027,27.6888,70.5451,20.4791,14.5088,19.7825,57.1468,6.16008,49.102,17.4648,7.53669,15.1912
457,2011-04-03,00:00:00.00,1.56787,7.3483,11.1995,18.4431,18.9303,7.04169,5.81663,4.7068,3.52205,9.25147,10.9237,2.86439,69.543,5.66667,12.2862,18.5134,12.2716,34.3999,22.2385,6.81041,0.822705,14.1248,0.334713,11.2108,5.15546,6.66525,5.58059,8.12671,5.05453,32.6464,9.97112,11.1451,21.7872,5.56876,43.3855,16.1024,10.9794,3.38966,261.179,27.8378,70.7699,20.5948,14.5926,20.0468,57.4821,6.0809,49.3241,17.4893,7.56919,15.2376
458,2011-04-04,00:00:00.00,1.81867,6.89696,10.543,19.0185,19.2779,7.06511,5.72298,5.29115,3.40905,9.50637,11.4326,1.7136,70.3765,5.53023,12.4491,18.6963,12.2816,34.7749,22.6321,7.80543,1.54226,14.4098,0.548576,11.5877,5.22453,8.78259,6.18648,8.33283,6.06105,32.9511,9.81155,10.9329,22.074,5.63275,43.8211,16.0532,10.8636,3.51336,263.625,27.9943,70.8848,20.7107,14.6942,20.1399,57.8038,6.06599,49.5259,17.273,7.61484,15.245
459,2011-04-05,00:00:00.00,2.46854,7.18142,11.9523,19.4983,19.8634,7.52147,5.92179,5.58678,7.00929,11.7022,12.0709,4.6725,73.1726,5.5718,12.5952,18.9398,12.3008,35.1984,23.1357,8.81943,3.02896,16.4903,2.19045,11.9774,7.11814,13.2131,8.61401,10.9826,9.9137,33.4527,10.0569,11.2393,22.3732,5.7064,44.3353,16.2726,10.9529,3.65498,269.31,28.1668,71.3302,20.9987,15.2128,20.1701,57.9628,6.3527,49.8171,17.2172,7.74544,15.6348
460,2011-04-06,00:00:00.00,1.59683,8.80639,13.4543,19.152,20.2898,7.3693,6.0437,5.06245,9.69879,12.422,14.6622,9.04346,80.7037,6.20529,12.7103,19.1395,12.5709,35.7728,23.3891,8.84039,3.1459,19.0281,3.92753,12.4316,10.5177,11.2424,10.4667,16.7023,13.6037,34.1185,10.5201,12.3168,22.588,5.73485,44.7633,16.5182,11.5515,3.86847,275.452,28.4369,71.9656,22.0765,16.0401,21.2637,59.1842,6.77325,50.4324,18.129,8.13497,16.0177
461,2011-04-07,00:00:00.00,2.16926,8.55111,13.598,19.3719,19.9629,7.07182,5.92528,5.25424,6.67593,10.5602,16.7981,6.24388,86.8906,6.26261,12.8487,19.2543,12.9049,36.6241,23.3576,9.26355,2.6974,18.0577,4.48506,13.6747,8.77391,9.41628,10.9625,15.3995,14.6174,34.6742,10.7815,12.2281,23.0831,5.81469,45.5339,17.0982,12.1203,3.74742,278.342,28.5903,72.5059,22.6457,15.9524,22.4043,59.8433,6.56891,50.8079,19.1097,8.41588,16.8263
462,2011-04-08,00:00:00.00,1.59443,6.96165,12.0833,20.0149,20.1875,7.28573,5.93682,5.27322,3.73834,10.7677,16.2159,1.68559,83.9305,5.73589,13.1444,19.9161,12.7783,37.0885,24.4953,9.0631,3.45209,19.4657,5.41923,14.9879,7.56776,9.42108,9.15481,14.7074,14.9292,34.8342,10.4467,11.4599,23.7558,6.32149,46.1732,17.6114,11.9455,3.57299,280.115,28.7575,72.6314,22.1907,15.7797,22.5903,60.0501,6.17183,51.0009,18.3621,8.00045,16.4171
463,2011-04-09,00:00:00.00,1.87061,6.98967,10.6395,19.4369,20.809,7.25763,6.01563,4.83877,3.19688,10.4829,14.3362,1.44241,80.8805,5.65567,13.3291,20.0399,12.9412,37.1057,25.3388,8.22869,2.49113,19.979,3.58152,15.0205,7.54875,6.9543,6.72689,16.2529,14.5269,35.1507,9.99617,11.3275,23.8585,6.2898,47.4607,17.3756,11.6793,4.09315,283.431,29.225,72.7945,21.5022,15.6604,21.4733,60.6139,6.24113,51.6918,17.5293,7.62462,15.231
464,2011-04-10,00:00:00.00,1.58682,7.00386,10.6683,18.9713,20.2345,7.11537,5.91233,4.85621,2.68855,8.88363,13.9886,1.35843,82.6185,5.58597,13.2878,19.9811,13.233,38.2953,24.3815,7.65859,1.0456,17.9279,0.975034,14.4479,5.4544,6.98473,6.15324,14.2399,10.2447,35.1817,9.91531,11.1259,24.3774,6.07811,48.0444,16.9984,11.5289,5.31063,288.298,29.1639,73.6947,21.3719,15.3335,20.8136,60.4685,6.42876,52.5335,17.8651,7.76082,15.2495
465,2011-04-11,00:00:00.00,1.61584,7.0398,11.0616,19.1215,19.7775,7.18885,5.84908,4.87472,2.79583,9.32107,14.3013,1.47237,81.7422,5.60405,13.2352,20.1584,12.9336,39.1136,23.9933,7.25075,1.07507,18.8246,0.731317,13.8486,5.48484,7.02906,5.72918,12.3349,6.62419,34.2943,9.86447,11.1704,24.7921,6.02607,48.403,16.5857,11.3656,4.79258,291.992,28.7404,74.7047,21.574,15.2229,21.3527,62.3578,6.31028,53.2256,18.1739,7.8451,15.3371
466,2011-04-12,00:00:00.00,1.66569,7.48629,11.4741,19.1058,19.9362,7.32414,5.90997,4.95803,3.22214,9.67505,12.5701,2.00242,80.149,5.61936,13.2069,19.9239,12.7418,37.9184,24.0896,7.47735,1.1973,18.9219,0.634619,12.7477,5.52074,7.07858,5.78884,9.96262,6.22979,33.6828,9.89877,11.2119,24.4683,5.76102,48.4728,16.4586,11.1535,3.59894,294.83,28.8552,75.1199,21.2817,15.1866,21.2722,62.846,6.15312,53.0185,17.671,7.72664,15.3051
467,2011-04-13,00:00:00.00,1.60351,7.47854,11.4429,19.1251,19.9184,7.38722,5.97194,4.96698,3.3555,9.36508,13.1141,2.0103,80.921,5.63075,13.1488,20.042,12.7062,37.3831,23.8861,7.6097,1.37716,18.4877,0.678659,12.1187,5.57403,7.12097,5.86458,9.43695,5.78095,33.5334,9.93092,11.2497,24.9952,5.89623,49.1692,16.3668,11.0855,3.88477,295.837,28.947,75.3082,21.1877,15.2347,20.9552,61.0802,6.16219,52.3341,17.3645,7.66936,15.1644
468,2011-04-14,00:00:00.00,1.65486,7.05181,11.0897,19.2255,19.9349,7.32786,6.0073,4.90727,3.02323,9.52594,13.015,1.56625,81.943,5.65633,13.0968,20.0082,12.8326,37.5717,23.7894,7.53941,1.32169,17.9238,0.659293,12.1809,5.60873,7.15585,5.89863,9.04835,5.89475,33.6124,10.1819,11.4389,25.0654,5.88631,50.0083,16.438,11.2417,3.77153,297.509,28.4539,76.3909,21.1508,15.0857,20.6835,60.0856,6.1371,52.3413,17.5293,7.71417,15.2405
469,2011-04-15,00:00:00.00,1.6132,7.05118,10.8119,19.3481,20.0372,7.3093,5.981,4.91509,2.91595,9.53277,11.1957,1.57043,79.6627,6.16834,13.0906,19.8005,13.0006,37.4468,23.4984,7.48693,1.20612,16.7827,0.665615,12.2554,5.62485,7.19349,5.90922,9.15338,6.0658,34.08,10.4785,12.0328,24.6835,5.77772,48.0412,16.6179,11.2408,3.49138,300.006,28.0502,75.0164,21.0966,15.0744,20.7362,60.4061,6.12397,52.5751,17.3882,7.66563,15.1986
470,2011-04-16,00:00:00.00,1.62182,7.06019,10.8267,19.4286,20.1613,7.33774,5.95257,4.92083,2.95462,9.13057,11.3338,1.61168,78.1016,6.16139,13.0857,19.7592,12.8414,37.3553,23.5032,7.45146,1.23927,16.1916,0.744008,12.3535,5.65589,7.22885,5.95169,9.27258,6.15247,34.7105,10.5448,11.8953,24.8407,5.79216,47.2085,16.6206,11.207,3.50225,299.099,28.0203,72.5414,21.0158,15.0737,20.752,60.538,6.12831,51.9073,17.2342,7.6175,15.07
471,2011-04-17,00:00:00.00,2.45105,7.13694,12.936,19.6018,20.3081,7.54347,6.06575,5.52107,4.78361,11.3069,12.2645,3.64918,77.3456,5.68164,13.12,19.7781,12.7521,37.0178,23.8482,9.03728,2.52498,16.3516,1.98113,12.4192,5.72134,10.816,7.499,9.56803,8.10166,34.9267,10.5514,11.551,24.4861,5.85594,47.4167,16.7123,11.1999,3.67431,300.696,28.0746,72.5308,21.0851,15.2781,20.7858,59.5932,6.26158,51.0908,17.2344,7.67025,15.2258
472,2011-04-18,00:00:00.00,1.68438,8.61561,15.6126,20.0194,20.484,8.01543,6.31842,5.59492,7.74455,13.1995,14.7803,8.75509,78.5276,6.1681,13.1807,19.9987,12.7729,37.043,24.5394,9.98123,4.44832,19.6232,3.73399,12.6431,8.67014,11.0699,9.13733,14.3039,11.3208,35.167,10.59,12.1499,24.496,6.04347,47.173,16.6603,11.4885,4.05045,303.54,28.2269,72.9465,21.6496,15.6543,21.2251,59.7607,6.49292,51.3839,17.6482,7.88515,15.3787
473,2011-04-19,00:00:00.00,1.78057,8.71913,15.2151,20.0462,20.8439,7.88848,6.40733,5.14176,6.77665,11.3671,17.4783,7.6347,85.158,6.19844,13.1792,20.0373,13.0418,37.6951,24.7041,9.34383,3.52693,20.2929,2.86925,13.1475,8.89884,8.22368,9.64941,14.6969,12.3689,35.6782,10.634,12.0218,24.7006,6.02827,47.3418,16.862,11.8685,4.01922,305.832,28.2927,73.0092,21.9865,15.6984,21.6064,59.8577,6.41502,51.6452,18.127,8.03044,15.649
474,2011-04-20,00:00:00.00,2.13754,7.26606,12.9545,20.507,20.9029,7.61118,6.24288,5.36207,4.51884,11.4735,18.0443,2.89154,87.5788,5.79791,13.197,20.0004,13.2814,38.7701,24.1999,9.50028,2.61172,18.0233,2.11086,14.4515,6.70266,8.72129,8.76967,12.2434,12.2134,35.563,10.467,11.5911,24.7689,6.02739,47.8586,17.4353,11.6951,4.45136,309.134,28.7706,72.8311,22.0877,16.1707,21.7934,60.0152,6.37075,51.4589,17.774,7.97116,15.8304
475,2011-04-21,00:00:00.00,2.47343,7.48345,13.2233,21.1047,21.4144,8.00612,6.28132,5.64194,6.53517,13.8134,16.4688,4.31963,87.0561,5.88549,13.4479,20.3526,13.1,38.9721,25.0783,9.96891,4.02516,19.2541,3.42396,15.5632,7.25213,11.2169,8.43576,14.2671,14.6768,35.652,10.9405,12.1415,25.3802,6.38736,49.3106,17.3282,11.8099,5.66488,311.881,29.6507,73.6776,22.891,16.8753,22.5697,60.7245,6.77116,51.7991,17.8662,8.35526,15.8715
476,2011-04-22,00:00:00.00,1.63849,9.2328,14.8113,20.9047,21.9781,8.40415,6.53039,5.34468,8.97072,13.4897,18.2925,8.18099,92.9476,7.07277,13.7395,20.6489,13.203,38.3134,26.1586,9.77986,4.46834,21.8064,4.04659,15.1668,9.27388,10.5445,9.21209,17.8631,15.47,36.4001,11.587,13.299,25.668,6.53325,51.0571,17.1377,12.3471,5.50233,314.109,29.7006,74.8471,23.7513,16.921,23.4422,61.1398,6.88322,52.5421,19.0113,8.98351,16.446
477,2011-04-23,00:00:00.00,1.90158,8.85344,14.28,20.7747,21.7287,8.03422,6.57414,5.00808,6.26463,11.3117,21.2363,6.01281,100.036,6.99539,13.7892,20.5605,13.7702,39.3217,25.4173,9.15804,3.03458,21.9746,2.82102,14.9111,8.531,7.52826,9.21946,16.2994,12.942,36.8269,11.358,12.7544,25.8125,6.21545,51.8998,17.4268,12.1504,4.50839,316.613,30.0169,75.1001,23.657,16.8708,23.8171,62.4318,6.55297,53.1304,19.1139,8.8263,16.6929
478,2011-04-24,00:00:00.00,2.92393,7.17454,13.3873,21.631,21.682,7.90281,6.48121,6.33305,5.94032,13.0769,19.763,3.53509,97.0534,5.81148,13.9082,20.8696,13.9337,40.5901,25.3413,11.0067,4.05409,20.9075,3.97119,16.1675,5.98478,13.6875,9.95572,12.9404,14.6573,36.721,11.037,11.7811,26.9211,6.30266,53.58,17.6294,11.7973,5.11889,318.657,31.3131,74.9533,23.2191,16.9276,23.7885,63.4926,6.44031,53.3958,18.118,8.25558,15.8513
479,2011-04-25,00:00:00.00,1.72286,8.40496,13.1708,22.0139,22.5317,8.54097,6.75649,6.25138,9.27402,13.8716,19.4337,6.81578,96.0396,6.44632,14.2252,21.4241,13.5914,39.9463,27.1005,11.9852,7.22546,26.8775,7.31811,17.1106,11.5518,13.7112,10.5564,20.1362,18.7037,37.0139,11.0183,12.7135,27.3964,6.767,56.037,17.591,12.6442,6.11004,319.863,31.0102,75.8749,22.8831,16.5344,23.1087,62.9916,6.47714,53.7507,18.1024,8.14475,15.2533
480,2011-04-26,00:00:00.00,2.79617,8.35339,13.9481,20.9065,22.8525,8.22064,6.90833,5.26671,7.52712,11.0952,20.7896,6.54212,105.019,6.51388,14.2035,21.1786,14.0117,40.1254,27.0868,11.5205,5.66885,27.1901,6.15323,16.2139,11.4809,10.559,11.8817,20.3915,18.6292,38.023,11.8358,13.0893,27.0426,6.5009,57.0132,18.3429,13.4139,5.58013,320.782,30.3716,78.4508,23.2818,17.5349,22.6996,63.2718,6.6785,54.8471,18.2896,8.52354,16.0168
481,2011-04-27,00:00:00.00,1.97843,7.3316,14.1113,21.0695,21.7561,7.73069,6.49745,5.76712,5.9976,12.3311,21.7059,7.081,104.094,7.26902,13.8959,21.3165,14.1349,42.1989,25.831,11.3794,4.2792,24.2968,4.85686,17.5873,8.15796,11.4186,11.2627,18.5148,17.7962,38.1859,12.4271,13.8341,27.8283,6.38936,55.8654,18.8212,12.9019,5.8824,321.976,31.5868,80.4529,26.0068,19.0683,24.408,64.6215,6.80963,55.684,19.2439,9.63976,16.9587
482,2011-04-28,00:00:00.00,2.35546,8.05946,15.1452,21.5823,22.0177,8.11371,6.32857,6.36664,8.06772,14.0923,20.2792,9.52336,101.392,7.53294,13.8225,21.3794,13.4121,42.0857,26.1794,11.4267,6.14433,26.2407,4.90652,19.2841,8.98886,10.2878,10.1002,19.6315,18.988,38.5042,12.2053,13.5891,27.7924,6.45532,56.8359,18.2632,12.4042,5.55516,321.075,31.8084,80.7254,27.5875,18.6446,25.3745,64.0467,6.49708,55.8573,19.7451,10.2325,18.0811
483,2011-04-29,00:00:00.00,2.24528,9.27171,16.6012,22.0293,22.7001,9.45089,6.77275,6.24813,9.56593,13.95,22.3208,9.61147,105.539,6.59708,14.1922,21.4373,13.1917,40.2766,27.0273,11.9295,6.64232,26.4025,4.84602,17.2694,8.57289,11.3305,10.7048,18.7393,17.0717,38.8773,11.7657,12.5665,28.5295,6.65131,56.8816,17.852,11.9683,4.93786,324.045,31.8115,81.0266,26.2548,17.9398,24.4139,63.2837,6.28758,56.097,18.233,9.31193,17.2853
484,2011-04-30,00:00:00.00,1.79616,9.38974,16.6232,23.039,23.0515,11.1497,7.70792,5.47122,8.18246,13.1287,24.0876,8.1592,109.153,6.4452,14.7297,22.651,13.607,40.6388,27.7102,11.2472,5.00198,27.8804,4.66771,16.3963,9.29072,9.655,10.3008,19.5338,15.8761,38.3576,11.3974,12.453,30.5491,7.64621,57.7349,17.2566,11.6494,5.44819,325.392,32.9058,80.73,24.4804,17.1879,23.305,63.4984,6.34905,56.2352,17.4578,8.52472,15.7425
485,2011-05-01,00:00:00.00,1.76637,8.10925,14.9236,23.4253,23.8927,9.93999,8.16708,5.10209,5.20679,12.4316,20.3192,4.44395,106.802,6.24639,15.0345,22.4909,15.008,42.3371,27.0661,9.86297,2.97529,26.8413,2.78477,17.7068,7.69361,7.79728,9.49603,16.9092,15.9197,38.1814,11.192,12.1569,29.4945,7.18868,60.4609,16.9569,11.8319,4.60207,327.635,31.8081,79.5771,23.3334,16.6623,22.7455,63.2431,6.38247,55.2797,17.6832,8.34726,15.7133
486,2011-05-02,00:00:00.00,2.10085,7.36746,12.5788,25.0287,24.2735,8.01748,7.2354,5.2826,4.50898,12.5724,19.3529,2.66856,104.099,6.33302,15.1719,21.7841,15.8293,43.5671,25.6726,8.96945,2.55546,22.8613,2.12434,18.6141,6.24009,9.46462,8.40475,15.0027,14.7613,37.8258,11.0954,12.2838,29.3567,6.21268,60.6022,17.1179,11.99,4.07726,330.843,30.1467,80.1352,23.2052,16.893,22.9846,63.5998,6.39456,54.1378,17.8385,8.353,15.6344
487,2011-05-03,00:00:00.00,1.9278,7.55543,11.9944,24.9346,25.8866,8.02295,6.42038,5.3007,5.37752,11.7803,19.5013,3.46868,103.915,6.49585,15.2221,22.2856,14.3925,42.7311,26.6544,8.84286,3.23279,23.3077,2.90438,17.3213,7.56337,9.54652,7.86822,16.4138,14.2341,37.3876,11.3633,12.5823,30.516,6.42364,63.2469,17.3309,12.0262,4.63136,331.636,29.6441,81.3217,23.7642,17.4325,23.1213,63.1646,6.48958,53.8478,17.8351,8.62063,15.9745
488,2011-05-04,00:00:00.00,2.56183,7.64745,12.4049,22.2416,25.8114,8.18167,6.47155,5.53894,5.75795,11.0691,19.1681,4.44493,102.394,6.79076,14.9197,22.5112,13.2432,40.499,27.687,9.50325,3.62748,24.9509,3.85392,15.0395,7.62728,10.2452,8.94769,15.9183,13.4542,37.4855,12.1211,13.3076,29.4217,6.46711,64.088,17.7464,12.2359,4.68445,334.591,29.6728,82.2316,25.0702,18.4953,23.8738,62.4745,6.77058,53.8475,18.1301,9.22002,17.0323
489,2011-05-05,00:00:00.00,1.8778,7.85667,13.1359,21.2492,23.129,8.3461,6.56924,5.58902,6.08861,11.2334,19.2956,5.77907,101.668,7.82936,14.1747,22.4845,13.3086,40.8444,26.0357,9.87817,4.35762,26.8451,4.99719,14.8217,7.97559,10.3177,9.33702,15.8285,13.5101,38.4776,12.8802,14.7278,30.4017,6.40292,59.2869,18.1631,12.9949,4.38014,337.45,30.4702,83.9747,26.786,19.3501,25.3965,62.9452,7.07027,54.2357,18.8757,9.92947,18.57
490,2011-05-06,00:00:00.00,1.88355,7.84513,13.2009,21.4523,22.1377,8.47249,6.65671,5.08728,5.13246,10.7943,18.4872,4.66373,102.324,7.70011,13.7705,22.2652,13.3351,41.9156,24.7655,9.33108,3.65258,25.7887,3.66835,15.228,8.05745,8.13006,8.83966,15.1332,13.4684,39.9848,13.0563,14.1925,31.2594,6.47963,56.5963,18.6868,13.5093,4.29866,337.752,30.9849,82.5097,27.3679,19.2104,26.2138,63.2183,6.82767,54.7672,19.5126,9.97795,18.6612
491,2011-05-07,00:00:00.00,2.13791,7.5869,13.2026,21.8093,22.354,8.60156,6.75605,5.53195,5.56641,11.8005,18.0143,3.0079,101.621,6.72137,13.906,21.5981,13.4451,40.3482,24.8783,9.20152,2.43958,20.7718,1.99226,15.2214,6.47914,9.87673,8.49625,13.5548,12.3817,40.0984,12.3721,12.7303,29.161,6.55616,56.5489,18.9622,12.9258,4.27847,335.029,31.6974,80.0645,26.5567,18.95,25.8671,63.6146,6.52257,54.8622,18.8551,9.37417,17.2027
492,2011-05-08,00:00:00.00,1.94401,8.24527,13.3738,22.1427,22.719,8.77875,6.8636,5.56082,7.76024,12.6594,17.8209,4.0234,99.4948,6.77365,14.0805,21.3041,13.5799,39.1856,25.1344,9.26182,3.71061,22.2643,2.68404,15.364,8.43143,9.94423,7.94259,14.9808,11.7752,39.9076,11.7201,12.8037,28.3078,6.64329,56.6024,18.2708,12.4168,4.41675,337.196,32.3641,80.4744,25.7275,18.5816,24.9375,64.2985,6.57033,55.2452,18.1632,9.12186,16.3982
493,2011-05-09,00:00:00.00,1.93967,8.24586,13.4509,22.3318,23.0544,8.87611,6.95938,5.14377,6.26761,11.3112,17.5127,3.93297,97.8903,6.84046,14.2374,21.5049,13.7509,39.4903,25.3324,9.29245,3.38692,23.0904,2.45952,14.9599,8.46446,8.32709,8.03046,14.5298,10.7735,40.0478,11.8239,12.9001,28.8167,6.70132,57.746,17.7592,12.4678,4.47146,343.066,31.7923,81.8528,25.4958,18.186,24.6051,64.3299,6.56679,56.0148,18.318,9.26741,16.5404
494,2011-05-10,00:00:00.00,1.95398,7.6691,12.942,22.5592,23.2491,8.9215,7.01079,5.16388,4.18349,11.1902,17.8943,3.07052,94.0162,6.89951,14.3787,21.7016,13.9065,39.914,25.3538,8.82393,2.1841,21.0631,1.89373,15.1613,6.57951,8.38362,7.76793,13.1418,9.7579,38.8405,11.9259,12.9805,29.2875,6.737,58.7772,17.7749,12.4144,4.44067,349.306,31.3224,83.7458,25.674,18.3112,24.9259,65.7694,6.52156,56.4794,18.3091,9.3367,16.7704
495,2011-05-11,00:00:00.00,1.98005,7.70073,12.3516,22.8163,23.4809,9.0049,7.04563,5.18427,4.18159,11.2283,16.4835,3.06883,90.5734,6.95039,14.5234,21.9176,13.9526,40.1726,25.562,8.43925,2.23556,20.8962,1.95724,15.6509,6.62377,8.43412,7.416,12.5821,10.6313,37.9815,12.0123,13.0468,29.7589,6.79384,59.7012,17.7181,12.3615,4.45617,355.421,31.5892,85.8517,25.8671,18.4737,24.8022,65.8572,6.51765,56.2156,18.2157,9.38647,16.9522
496,2011-05-12,00:00:00.00,1.9824,7.72845,12.4301,23.0165,23.7413,9.07386,7.09633,5.20161,4.23204,10.6889,16.1059,3.13318,90.0921,6.99313,14.6603,22.1854,13.9919,40.2405,25.8904,8.49516,2.28412,20.57,2.02238,14.6656,6.66562,8.47772,7.47968,12.719,10.4298,38.2039,12.0825,13.0993,30.1327,6.85597,60.4515,17.6852,12.3763,4.49217,359.256,31.8137,87.8791,26.0863,18.5735,24.6897,64.1969,6.53052,55.6365,18.1844,9.46023,17.0483
497,2011-05-13,00:00:00.00,2.09807,7.75067,12.4975,23.1948,23.9554,9.1643,7.14797,5.21793,4.27799,10.754,16.7945,3.19233,90.6563,7.0264,14.7681,22.3692,14.1391,40.5462,26.0991,8.60642,2.41221,20.8471,2.78146,13.8558,6.70289,8.51386,7.53584,12.5001,9.54855,38.3916,12.1375,13.1347,30.5746,6.89882,61.2135,17.6869,12.3905,4.59916,361.85,32.062,87.6994,26.337,18.7487,24.8078,63.8681,6.61006,55.7881,18.1892,9.53257,17.1703
498,2011-05-14,00:00:00.00,2.15433,7.79227,13.2281,23.4537,24.1506,9.51852,7.26164,5.23077,4.47956,11.8472,15.7688,4.67352,89.922,7.04939,14.9425,22.6144,14.2939,40.9856,26.429,8.66814,2.50034,21.6635,3.54,13.9409,6.73485,8.54211,7.58437,12.1861,9.67624,38.5552,12.2344,13.1737,30.9143,7.01465,61.9598,17.6793,12.4033,4.8757,360.857,32.5423,85.1561,26.778,19.0488,24.9923,63.92,6.8267,56.0695,18.3445,9.65765,17.3469
499,2011-05-15,00:00:00.00,2.37962,8.218,15.2111,23.7705,24.4288,10.0977,7.55014,5.30251,6.95615,14.9716,17.6277,8.14081,90.8113,7.24161,15.3994,22.8891,14.6305,41.3944,27.0854,8.72477,2.49057,20.7506,2.89349,14.0222,6.76551,8.78447,7.79333,12.2977,9.8992,38.8699,12.6049,13.6308,31.0802,7.05982,62.4675,17.6837,12.4258,5.07648,358.552,33.0623,84.2022,27.5621,19.3626,25.4605,64.0822,7.06437,56.251,19.1111,10.028,17.4751
500,2011-05-16,00:00:00.00,3.22106,10.4926,18.9744,24.3805,24.8328,10.9485,7.88987,6.08189,10.7776,17.388,20.2351,10.4754,95.6131,7.64452,16.1204,23.7238,15.4693,41.9924,28.2349,11.2288,4.88469,19.8974,5.30744,14.2192,7.29535,11.5262,9.06741,12.7985,12.0578,39.4142,13.4388,14.1602,31.615,7.24907,63.0083,17.8705,12.5329,5.29894,365.009,33.384,85.4689,28.6911,19.7538,26.0031,64.8537,7.14344,56.6712,20.0732,10.6295,17.7983
501,2011-05-17,00:00:00.00,2.34101,10.8456,21.9136,25.5631,25.4147,11.8459,8.4559,6.52366,10.5757,16.1971,22.8473,11.4519,99.5963,8.38778,17.1538,25.2119,15.8383,42.9666,31.0961,13.5872,9.14813,27.4378,10.6725,14.7833,10.3492,12.4377,10.3294,16.4502,15.0077,39.9958,13.7379,14.8721,32.212,7.81291,63.7162,18.1083,12.9338,5.65615,375.737,33.9406,86.7928,30.0572,20.3059,26.31,65.6746,6.95359,57.1005,20.1809,11.0944,18.1555
