time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
192,2010-07-12,00:00:00.00,0.349504,4.52465,1.3366,1.35229,3.66,0.534679,1.06,6.34703,0.326,12.485,5.87,2.03039,0.777,1.28198,0.361,4.46257,1.34,0.763942,0.34,1.24655,1.46,0.327814,0.098,9.14883,1.37,0.873378,1.63,1.96149,0.034,1.25132,0.185,0.671834,0.054,8.33086,1.1525,3.59016,0.3851,2.8784,0.521,5.97522,1.9454,4.18392,3.398,5.37945,4.7855,4.67132,0.3625,1.01821,2.2257,12.9936,5.3519,5.4616,0.6428,1.48268,0.9401,13.1354,13.1673
193,2010-07-13,00:00:00.00,1.69077,4.68813,0.9231,1.39688,3.84,1.1056,1.01,4.676,0.32,12.1172,5.4,1.52187,0.699,1.23328,1.3,4.39617,1.28,2.32634,0.487,1.80724,2.61,0.280889,0.178,10.2145,1.46,1.44264,1.92,8.00548,0.245,2.8042,0.665,1.5717,0.131,15.9419,1.6933,8.60305,0.9458,6.0328,0.7419,8.13528,2.8317,7.13494,14.838,10.8922,24.8905,6.17771,1.5291,0.743414,4.3042,11.2884,2.6391,3.49744,0.5267,1.20891,0.8438,11.8242,13.7903
194,2010-07-14,00:00:00.00,0.248695,4.6834,0.6881,1.47327,3.81,1.20462,0.968,9.3366,0.756,9.97898,4.54,1.19656,0.768,1.7552,0.873,4.14467,1.2,2.32535,0.54,2.19086,1.47,0.270752,0.14,13.991,1.94,2.44618,2.65,7.62383,0.893,3.59767,5.46,2.10334,0.201,20.5972,2.0841,10.0092,0.6315,7.6937,1.0109,9.91922,2.0671,8.67902,4.4741,15.8315,9.656,7.7541,1.1497,0.837997,2.8317,9.26669,1.5603,2.68979,0.3879,2.69037,5.8616,14.255,40.4931
195,2010-07-15,00:00:00.00,0.0128012,4.5389,0.5692,1.31877,3.48,0.558846,1.32,4.69683,0.567,7.87485,4.17,0.780273,0.676,0.580042,0.515,2.61196,1.22,0.760199,0.396,1.41127,1.06,0.217291,0.098,10.6892,1.86,1.53735,2.93,1.57621,0.634,2.28611,5.13,1.29286,1.27,14.7892,2.1946,6.01937,0.5663,5.54604,0.9599,9.33586,1.985,5.32988,3.2564,12.0535,5.4652,7.82177,1.0137,1.02667,7.2491,7.64638,0.7334,2.22351,0.3511,2.70141,1.7528,16.4966,14.8947
196,2010-07-16,00:00:00.00,0.426123,4.29687,0.589,1.1382,3.24,0.417409,1.24,0.771794,0.387,6.65869,3.99,0.589218,0.618,0.334224,0.699,1.9191,1.32,0.758446,0.318,0.924148,0.819,0.186729,0.091,6.74372,1.56,0.825202,2.66,2.0531,0.328,1.90909,3.74,0.928884,1.02,12.7954,1.5914,5.99586,0.5805,4.83119,0.8438,8.22041,2.8289,2.84992,8.2402,7.90875,8.0137,7.70325,2.1861,0.939349,5.72,6.3596,0.5975,1.8169,0.2973,1.08729,1.1751,13.8801,11.7515
197,2010-07-17,00:00:00.00,2.36398,3.96956,0.7108,1.27424,4.17,1.13656,1.08,7.37729,0.866,7.51943,5.78,0.920046,0.746,4.30396,3,5.35079,1.99,9.0823,2.55,1.5902,1.35,1.16543,0.605,12.715,1.91,2.57527,2.94,9.6152,1.09,3.08495,5.51,1.67725,0.638,18.5704,2.6986,9.73258,0.8863,7.28071,1.2459,11.0477,8.665,7.70737,28.6,13.7183,44.1743,11.2374,5.9182,0.667581,2.3503,5.5584,0.4078,1.55203,0.2543,0.991865,1.4102,11.6167,12.3745
198,2010-07-18,00:00:00.00,0.181986,3.58434,0.5012,1.47703,6.44,1.26664,1.41,12.3921,0.902,7.42659,4.18,1.2167,3.64,5.93153,1.84,6.65431,1.45,9.08462,1.3,1.96421,1.29,1.97401,0.315,22.3437,2.55,4.40035,3.22,12.0077,0.975,3.7368,4.78,2.18828,1.85,20.6923,3.5679,10.1133,1.2771,8.67091,1.9624,14.906,5.182,12.1286,7.5889,19.483,13.0824,14.0862,1.3139,0.516563,1.2743,5.06052,0.3426,1.42396,0.2234,0.943743,1.1751,11.3492,13.0257
199,2010-07-19,00:00:00.00,0.0482513,3.2222,0.4049,1.35159,5.81,0.540401,1.51,5.78647,0.581,5.72129,3.84,0.898845,9.46,1.905,0.978,3.5583,1.34,0.758043,0.609,1.26276,1.64,1.29587,1.42,19.1767,6.01,3.02443,5.05,4.45409,1.16,2.93554,4,1.60803,1.24,16.0438,2.5797,6.64295,0.9005,6.53078,1.3026,13.8502,5.0404,7.36635,6.0598,13.5296,9.4295,12.6264,0.8269,0.493147,0.875,5.80245,0.2917,1.3672,0.2056,0.915433,0.8778,10.8415,13.762
200,2010-07-20,00:00:00.00,0.547243,4.0148,0.4304,1.28152,4.69,0.67577,1.53,1.96169,0.477,6.17436,4.43,0.825937,2.91,1.89343,0.654,4.61785,1.59,4.17571,1.48,1.3666,1.64,0.794338,1.05,12.014,5.02,2.08694,6.59,2.39816,3.28,2.58632,3.13,1.37498,1.64,13.3332,1.784,5.42849,0.5918,4.87126,0.9854,10.791,4.8139,3.11752,5.805,7.68425,8.1836,11.5412,0.6853,0.494957,0.7532,5.93043,0.2809,2.2035,0.2489,0.941872,0.7872,10.3896,12.063
201,2010-07-21,00:00:00.00,0.296771,4.3652,0.3879,1.23962,4.43,0.664508,1.34,4.04061,0.412,6.07704,3.88,0.811749,1.48,2.77734,0.51,4.90022,1.55,4.32111,0.723,1.41924,1.2,0.648545,0.52,10.8656,3.23,2.35565,4.41,2.38431,1.82,2.14578,4.72,1.19593,2.07,12.2367,1.3309,4.52382,0.4559,4.03443,0.8099,9.39399,6.6545,4.31663,11.0436,7.61605,13.8753,12.3499,1.9878,0.475929,0.6258,4.99327,0.7589,2.93461,0.3285,1.03952,1.178,10.2398,13.7337
202,2010-07-22,00:00:00.00,0.0370857,3.81023,0.3596,1.06889,4.11,0.389228,1.13,3.26714,0.324,5.18468,3.72,0.586778,1.04,0.885234,0.347,2.93942,1.35,0.897317,0.481,0.963097,0.988,0.416839,0.205,8.55085,2.25,1.23456,2.53,1.00487,0.733,1.446,4.02,0.743512,0.755,11.008,1.2148,3.78592,0.4106,3.3846,0.7108,8.70501,5.5784,5.3863,7.5889,7.14789,10.6188,12.1452,1.1327,0.461087,0.5522,4.80356,2.1464,2.48116,0.3058,1.02291,1.0477,10.3233,12.0347
203,2010-07-23,00:00:00.00,0.0486311,3.83407,0.5918,0.914525,3.84,0.337829,0.841,2.27456,0.263,4.6829,4.21,0.487298,0.86,0.292087,0.301,2.0895,1.23,0.749218,0.383,0.71521,0.823,0.288083,0.135,6.19792,1.76,0.667248,1.47,1.00308,0.379,0.997554,2.32,0.473361,0.238,9.79385,0.9599,3.17684,0.3653,2.85928,0.6513,7.32903,5.4652,3.86631,6.1731,5.74785,8.0986,10.2707,0.9118,1.74089,1.379,4.54618,0.824,1.9243,0.2345,0.927171,0.8127,10.0107,13.0257
204,2010-07-24,00:00:00.00,1.67046,5.51255,0.79,1.07934,4.3,1.12324,2.34,10.092,2.59,9.93888,12.4,0.944044,1.89,2.64841,2.17,3.96382,1.41,5.43326,1.16,1.23999,0.812,0.399438,1.05,6.84182,1.61,0.95932,1.16,3.19251,0.267,1.18494,1.11,0.528628,0.123,10.1313,1.0166,3.64579,0.3426,2.96242,0.5975,7.12032,6.2863,5.30789,15.8574,6.30236,16.3388,11.1453,3.1432,2.9784,2.5004,4.20418,0.4559,1.58679,0.1971,1.50069,2.506,11.4629,21.804
205,2010-07-25,00:00:00.00,1.45817,8.71244,1.716,1.82409,5.69,1.89408,7.78,18.7755,6.73,17.9103,8.93,1.99725,2.13,4.22257,1.77,5.9416,1.83,6.5743,1.36,2.06515,1.67,0.897621,11.9,9.18838,1.67,1.29601,1.77,3.70182,0.207,1.38135,0.688,0.613317,0.069,10.8127,0.926,3.91388,0.3426,3.10439,0.606,7.84523,7.6172,8.76244,17.8396,8.96563,24.2675,12.3658,2.826,3.75922,4.5873,5.39182,0.3653,1.74533,0.538,4.19029,6.5978,19.3461,76.7387
206,2010-07-26,00:00:00.00,0.925561,10.598,4.2192,2.34095,19,1.27146,5.22,9.80825,2.11,19.1553,8.68,2.12773,1.48,1.86624,0.805,4.53157,1.62,1.88733,0.791,1.87747,2.75,1.54727,3.31,9.82647,1.59,1.45757,1.3,2.07922,0.194,1.18252,0.491,0.57573,0.037,9.87348,0.9911,3.12475,0.3256,2.67239,0.7136,7.79871,6.7111,8.77909,15.2345,8.63185,18.6891,11.3422,2.6193,4.3628,5.9749,8.34355,0.7136,2.79662,2.7241,6.18878,8.4101,25.6684,72.7743
207,2010-07-27,00:00:00.00,0.000313522,9.10854,9.5145,2.05881,12.6,0.575933,2.86,0.531175,1.28,16.0876,7.19,1.33481,1.48,0.292183,0.508,2.88782,1.38,0.74362,0.506,1.23373,1.59,1.29598,2.1,8.34692,1.62,1.12441,1.03,1.56636,0.189,0.994277,0.381,0.49078,0.023,8.94598,0.8863,2.59982,0.3002,2.27512,0.5975,6.83151,5.2386,7.37273,7.7022,6.67329,10.364,9.83042,1.3592,3.47678,5.1253,9.84662,4.8139,3.40178,2.4268,4.62345,3.5113,22.6932,37.3782
208,2010-07-28,00:00:00.00,0,7.38674,3.3697,1.6039,7.63,0.423909,1.84,1.18674,0.714,12.2889,5.58,0.812924,1.47,0.452106,0.405,2.05952,1.18,0.742291,0.387,0.844328,1.08,0.549008,0.589,6.5637,1.57,0.667667,0.937,0.994203,0.191,0.785411,0.29,0.348358,0.017,8.53301,0.7702,2.27837,0.286,1.99623,0.521,5.63328,3.9644,4.99235,5.6634,5.21402,7.3057,8.15259,0.909,2.18512,2.4494,9.9007,1.6282,2.82757,1.0081,2.48937,1.6735,20.7984,23.0499
209,2010-07-29,00:00:00.00,0.635449,7.46709,1.7075,2.21094,7.08,0.72109,1.42,1.91014,0.481,9.55831,4.63,2.41408,2.05,0.697756,0.267,2.9102,1.13,1.3448,0.326,1.6019,7.12,0.477922,0.312,5.39596,1.39,0.594451,0.886,1.19091,0.146,0.673992,0.252,0.294631,0.013,8.19553,0.8127,2.53549,0.303,2.17435,0.4729,5.87056,3.5113,5.46042,9.8259,5.93051,11.0719,8.10845,2.1436,1.74579,2.1747,9.28747,0.8778,2.13966,0.5833,1.60488,1.5093,22.3918,20.3881
210,2010-07-30,00:00:00.00,0.638756,9.09671,1.9482,2.76601,8.38,0.728087,1.19,2.40093,0.35,7.67905,4.09,3.03263,8.01,0.853918,0.253,3.40082,1.18,1.3482,0.303,2.185,51.8,0.475747,0.359,4.79479,1.22,0.655973,0.831,1.18915,0.107,0.601525,0.229,0.261027,0.012,7.7387,0.6258,2.77686,0.2557,2.52079,0.4389,6.43178,4.4741,7.22956,9.203,8.14436,14.4699,8.26975,1.9907,1.89046,1.9142,8.67008,0.6796,1.82551,0.5578,3.65781,3.7095,25.7328,33.4139
211,2010-07-31,00:00:00.00,0,9.28622,6.5129,2.07238,6.57,0.369357,0.837,1.84885,0.28,6.14144,3.72,1.4789,4.03,0.461655,0.214,2.43036,1.78,0.743056,0.262,1.49765,19,0.302284,0.246,4.24003,1.13,0.49778,0.701,0.988912,0.085,0.543955,0.21,0.22916,0.011,7.21146,0.7249,2.4552,0.2217,2.41815,0.4276,6.00148,3.5396,4.697,5.0121,6.3705,6.7111,7.16897,1.076,1.48754,1.0279,7.44786,0.4276,1.6562,0.6966,4.53935,1.8123,28.5345,23.0216
212,2010-08-01,00:00:00.00,0.0446773,7.64037,2.7552,1.44807,4.98,0.327174,0.664,1.46902,0.239,5.20451,3.52,0.872864,2.17,0.395665,0.184,1.90372,1.57,0.737066,0.245,0.960455,6.04,0.218108,0.164,4.03101,1.05,0.424696,0.643,1.94012,0.069,0.55864,0.172,0.221582,0.01,6.7766,0.6739,2.17701,0.2254,2.13252,0.4106,5.29917,3.6529,2.35428,4.5873,4.17947,5.9465,6.57955,0.8184,0.888561,0.8353,5.71295,0.3596,1.44113,0.3908,2.47965,1.1383,25.81,17.2733
213,2010-08-02,00:00:00.00,0.0416694,7.33124,1.5688,1.19735,4.54,0.293212,0.615,1.58137,0.211,4.30599,3.5,0.621789,1.54,0.441856,0.155,1.51201,1.3,0.735752,0.236,0.710316,3.76,0.173838,0.133,4.10585,1.02,0.421005,0.618,2.14352,0.06,0.601893,0.149,0.216347,0.008,6.63337,0.6485,2.03651,0.2059,1.89413,0.4361,4.58962,3.9927,1.99018,5.6067,3.98168,7.1075,6.36945,0.7249,0.574134,0.7532,5.0039,0.2973,1.32626,0.2421,1.59443,0.943,23.0654,13.9602
214,2010-08-03,00:00:00.00,0.00478068,6.94502,1.1185,1.00681,4.22,0.25951,0.602,1.46422,0.19,3.54175,3.41,0.511863,1.28,0.404419,0.147,1.33269,1.17,0.734385,0.226,0.556736,2.51,0.151322,0.117,3.90202,1,0.395406,0.594,1.18881,0.053,0.577646,0.13,0.208344,0.006,6.6619,0.6485,1.9556,0.2243,1.71833,0.4332,4.01321,3.1998,1.75223,4.4174,3.43904,5.7483,5.90536,0.6768,0.478309,0.6626,4.40687,0.2614,1.27341,0.1719,1.26809,0.8552,22.0935,12.8558
215,2010-08-04,00:00:00.00,0.0572792,6.49725,0.9033,0.846121,3.91,0.233647,0.485,1.33231,0.173,3.13528,3.37,0.431047,1.08,0.413566,0.139,1.24887,1.09,0.733077,0.219,0.469097,1.92,0.139815,0.104,3.64604,0.956,0.380885,0.585,0.981899,0.051,0.527665,0.108,0.201425,0.005,6.45456,0.5522,1.8793,0.2047,1.58773,0.4276,3.52772,2.9733,1.68674,3.9927,3.17589,5.2953,5.2758,0.6088,0.435543,0.5862,4.80893,0.2472,1.42435,0.1886,1.18629,0.875,20.8035,12.8842
216,2010-08-05,00:00:00.00,0.0334941,5.98231,0.7504,0.720516,3.72,0.214667,0.659,1.32372,0.156,2.9212,3.35,0.371606,0.907,0.484677,0.191,1.19564,1.06,0.741309,0.222,0.427728,1.61,0.133878,0.093,3.56569,0.964,0.365678,0.594,1.04341,0.052,0.500966,0.091,0.196246,0.004,6.15642,0.6683,1.84056,0.2064,1.58365,0.4163,3.19077,2.7524,1.67586,4.3042,3.12757,5.6067,4.61694,0.5692,0.419686,0.5805,4.70872,0.254,1.53386,0.2169,1.22855,0.8948,19.6775,13.5638
217,2010-08-06,00:00:00.00,0.487386,5.52603,0.6739,0.625723,3.58,0.199677,0.71,1.32162,0.15,2.79456,3.26,0.32786,0.969,1.10073,0.373,2.14344,1.31,2.35635,0.401,0.42776,1.41,0.131899,0.095,3.58665,0.932,0.354694,0.595,1.40508,0.066,0.50508,0.086,0.19316,0.003,5.91685,0.5239,1.82734,0.1855,1.59185,0.4021,2.97555,2.1606,1.68629,3.6246,3.1448,4.7855,4.03419,0.5493,0.414763,0.5975,7.30023,0.4248,2.71637,0.7249,2.41157,5.3236,20.1734,32.2812
218,2010-08-07,00:00:00.00,0.0547064,5.53644,0.5748,0.560747,3.37,0.187827,0.666,1.3194,0.122,2.71407,3.15,0.29564,1.19,1.21393,0.274,2.49851,1.15,2.34604,0.658,0.41294,1.23,0.131916,0.085,3.55726,1,0.357012,0.608,1.35003,0.055,0.520205,0.082,0.196063,0.002,5.68692,0.6173,1.81438,0.1724,1.52147,0.3993,2.85331,2.5967,1.67428,3.5396,3.08009,4.8139,3.57181,0.4757,0.408798,0.5267,8.48165,0.3143,3.77515,2.7779,2.61956,3.8794,20.9736,21.2943
219,2010-08-08,00:00:00.00,0.000485619,5.21876,0.4814,0.517894,3.17,0.178448,0.504,1.31752,0.065,2.66255,3.07,0.271884,0.749,0.502561,0.187,1.67866,1.08,0.735497,0.307,0.381623,1.1,0.130675,0.076,3.34317,0.946,0.357025,0.62,0.984882,0.045,0.508193,0.073,0.19954,0.002,5.4816,0.5465,1.79447,0.164,1.4798,0.3794,2.76097,1.8378,1.64591,2.86,2.9414,3.936,3.20945,0.4644,0.403348,0.5182,6.35959,0.4134,3.05369,2.6646,1.46461,1.9878,18.9463,16.622
220,2010-08-09,00:00:00.00,0.0387689,4.56039,0.4786,0.516623,3.07,0.255336,0.496,1.9234,0.042,2.96177,3.08,0.257918,0.639,0.352964,0.167,1.47121,1.07,0.737058,0.246,0.373685,1.02,0.128802,0.075,3.14401,0.887,0.338653,0.635,0.973201,0.04,0.481569,0.068,0.196557,0.001,5.29964,0.6116,1.78986,0.1713,1.4504,0.3766,2.67966,1.7358,1.63383,2.6476,2.90371,3.8228,2.93702,0.4219,0.400579,0.5352,6.161,0.3511,2.19218,0.943,1.17581,1.127,16.8915,13.677
221,2010-08-10,00:00:00.00,0.259461,4.25832,0.5267,0.769339,3.29,0.447891,0.45,2.80817,0.065,4.77095,3.37,0.730028,0.618,0.518893,0.242,1.57536,1.07,0.946239,0.234,0.652456,1.05,0.127743,0.074,3.36326,0.864,0.37926,0.644,1.38983,0.038,0.516371,0.072,0.222798,0.002,5.4581,0.6286,2.14604,0.1716,1.57823,0.3851,2.68183,1.6905,1.63248,2.5797,3.01752,3.7945,2.76727,0.4106,0.415488,0.6031,5.61718,0.2687,1.69315,0.5239,1.02821,0.9345,16.1182,11.3267
222,2010-08-11,00:00:00.00,0.0242158,3.89136,0.4786,0.995329,4.54,0.390056,0.529,2.54331,1.9,6.05093,3.44,0.943583,1.57,0.535265,0.172,1.65293,1.08,0.974067,0.316,0.863895,1.16,0.158982,0.074,3.71192,0.874,0.416455,0.655,1.3881,0.034,0.547546,0.079,0.2319,0.003,5.63916,0.504,2.38555,0.1733,1.72285,0.3794,2.77325,1.7132,1.62936,2.5995,3.26565,3.8511,2.67079,0.4757,0.534865,0.7589,5.04196,0.2662,1.41953,0.3256,0.950008,0.9599,15.3615,12.1196
223,2010-08-12,00:00:00.00,0.0601187,3.48293,0.3936,0.873446,3.81,0.212389,0.536,1.64952,0.094,5.80507,3.24,0.618986,1.23,0.438544,0.17,1.49821,1.05,0.755211,0.253,0.700964,1.07,0.169876,0.076,3.55029,0.897,0.354985,0.668,0.968018,0.029,0.515015,0.076,0.207946,0.003,5.47214,0.5918,2.16748,0.1838,1.70276,0.3851,2.84527,1.6905,1.62672,2.6051,3.20295,3.0299,2.62575,0.4474,1.66341,3.2564,4.88088,0.265,1.29994,0.2432,0.906889,0.9316,14.7671,10.3356
224,2010-08-13,00:00:00.00,0.574509,5.34031,1.0109,0.707987,3.46,0.197512,0.551,1.30144,0.078,5.57457,3.22,0.509979,0.81,0.391589,0.155,1.32217,1.03,0.72193,0.237,0.551399,0.96,0.143392,0.074,3.54861,0.879,0.349239,0.69,1.69983,0.03,0.958566,0.086,0.381648,0.003,6.06483,0.5833,3.75632,0.2093,2.924,0.4446,3.34243,1.7925,2.31434,3.0582,5.03881,3.9927,2.89609,0.4729,2.41142,1.8632,4.93624,0.2917,1.60309,0.2095,1.01387,15.9424,15.6998,51.8198
225,2010-08-14,00:00:00.00,0.000149832,5.50761,0.5267,0.61936,3.28,0.185752,0.518,1.30297,0.062,5.05013,3.63,0.428688,0.65,0.410129,0.134,1.24005,0.991,0.720651,0.221,0.46521,0.881,0.134684,0.069,3.75033,0.854,0.382843,0.706,1.69811,0.026,1.05727,0.083,0.421235,0.002,6.22823,0.5295,4.65948,0.173,3.8214,1.1723,3.9532,1.6735,2.83004,2.6136,7.96338,3.5113,3.11826,0.4219,1.66662,0.8778,4.60166,0.267,1.9507,0.1727,1.00293,10.7321,16.2934,28.3168
226,2010-08-15,00:00:00.00,0.152478,3.68496,0.7759,0.562257,3.1,0.176445,0.556,1.30053,0.05,4.28934,3.12,0.368903,0.563,0.398283,0.11,1.18647,0.956,0.719189,0.198,0.424358,0.893,0.130169,0.068,3.42084,0.842,0.341623,0.712,0.962862,0.024,0.646937,0.07,0.261517,0.002,5.52883,0.6031,3.53017,0.2209,3.23822,0.9373,4.10022,1.5942,2.10046,2.4891,7.21576,3.4263,2.99585,0.4078,0.936708,0.7079,4.46484,0.2752,2.07556,0.1659,1.01139,5.1537,14.9095,21.9739
227,2010-08-16,00:00:00.00,0.227445,3.85214,0.7844,0.523559,3.02,0.169133,0.862,1.44286,0.04,3.62996,2.93,0.324912,0.522,0.743089,0.187,1.24205,0.976,1.52882,0.251,0.415904,0.99,0.127777,0.07,3.02358,0.817,0.308645,0.715,0.961149,0.023,0.569142,0.076,0.232573,0.002,5.28906,0.4757,2.96921,0.1979,2.78743,0.7136,4.0708,1.5376,2.01693,3.6529,5.21113,3.8228,3.04281,0.4984,0.771347,0.4644,5.44694,0.2832,2.99705,0.1572,1.12046,4.2758,14.2093,22.9083
228,2010-08-17,00:00:00.00,0.0241045,3.86447,0.5437,0.49444,3.05,0.163277,0.596,1.60942,0.037,3.42451,3.05,0.292514,0.53,0.934882,0.312,1.25038,0.966,1.74274,0.208,0.400143,0.855,0.130166,0.08,2.87599,0.823,0.306855,0.706,0.95944,0.02,0.518639,0.072,0.219184,0.001,5.15671,0.4701,2.5415,0.1767,2.39329,0.6031,3.887,1.5857,2.45582,4.1626,4.67109,5.805,3.1193,0.9118,0.747961,0.4078,6.00982,0.4078,3.77879,0.1495,1.03536,2.6533,13.3009,15.461
229,2010-08-18,00:00:00.00,0,3.72193,0.8976,0.474586,3.03,0.158553,0.434,1.48655,0.033,3.39958,2.97,0.26863,0.487,0.542158,0.261,1.16001,0.886,0.930567,0.179,0.376196,0.742,0.129927,0.071,2.79809,0.802,0.301896,0.682,0.957733,0.021,0.48576,0.063,0.208789,0.001,5.04406,0.4304,2.21499,0.1671,2.07437,0.5409,3.58267,1.413,2.07605,2.4437,3.88295,2.6363,3.01339,0.589,0.562155,0.3228,5.62174,0.4559,3.22166,0.1277,0.95054,1.5857,12.1371,13.4788
230,2010-08-19,00:00:00.00,0.000941712,3.57159,0.9316,0.46047,2.89,0.154835,0.365,1.31459,0.029,3.31726,3.06,0.251,0.448,0.374895,0.19,1.1257,0.841,0.713801,0.164,0.366112,0.704,0.125991,0.06,2.75601,0.748,0.297153,0.691,0.956029,0.021,0.464263,0.057,0.200702,0,4.93152,0.4559,2.00936,0.173,1.83245,0.4644,3.27828,1.2969,1.71882,2.3163,3.33452,2.3758,2.92103,0.4191,0.467307,0.2767,5.32882,1.3366,2.33226,0.1509,0.897234,1.2205,11.8865,11.9497
231,2010-08-20,00:00:00.00,0.0677149,3.35233,0.6145,0.445365,2.77,0.151857,0.305,1.31634,0.028,3.18215,3.02,0.237962,0.444,0.412041,0.143,1.10706,0.84,0.712538,0.151,0.358081,0.688,0.125233,0.059,2.73039,0.739,0.293165,0.691,0.954328,0.026,0.450115,0.061,0.194388,0,5.5903,0.3823,2.45912,0.1555,1.9395,0.4304,3.03437,1.2374,1.68448,2.3956,3.18508,2.8883,2.85531,0.3738,0.424976,0.2483,4.89007,0.7759,1.76133,0.1461,0.867895,1.0704,11.7617,12.4594
232,2010-08-21,00:00:00.00,0.116695,3.09748,0.4389,0.430031,2.64,0.149463,0.375,1.37315,0.027,2.99621,2.91,0.228295,0.433,0.39023,0.134,1.09555,0.841,0.711276,0.138,0.351656,0.66,0.124743,0.058,2.71424,0.738,0.289837,0.682,0.95263,0.028,0.440714,0.083,0.189457,0,6.1162,0.487,3.06648,0.1688,2.13586,0.4106,2.98862,1.3167,1.80769,2.3871,4.00395,3.2564,2.77359,0.3455,0.405889,0.2563,4.4159,0.4814,1.44247,0.1116,0.855054,0.9826,11.5674,11.7798
233,2010-08-22,00:00:00.00,0.457008,2.85808,0.4219,0.417917,2.85,0.229526,0.34,1.82508,0.336,3.0397,3.07,0.376838,0.452,0.669544,0.814,1.10429,1.13,1.07334,0.242,0.60986,0.69,0.158052,0.065,3.09701,0.724,0.39325,0.696,1.13901,0.03,0.488613,0.087,0.222827,0,5.7206,0.3936,3.14883,0.1597,2.41265,0.4502,3.3321,1.3677,2.89789,2.6958,6.02366,3.6812,2.91885,0.4163,1.12504,1.3762,5.92231,0.4134,2.27667,0.2104,1.81096,2.6533,12.5275,18.4909
234,2010-08-23,00:00:00.00,1.5841,6.74427,1.1695,1.05212,3.84,0.424741,0.356,2.98682,1.04,5.26671,4.05,2.00965,4.32,4.26601,1.48,11.6879,2.32,10.9586,0.894,1.14277,1.02,0.298951,0.14,4.91664,0.736,1.0512,0.712,1.96514,0.037,0.657214,0.062,0.356847,0,5.3903,0.5635,2.88957,0.1654,2.44568,0.4587,3.57433,1.5008,3.56161,2.86,6.7535,3.9927,3.01006,0.4842,1.65995,0.9345,7.7916,0.5154,3.63941,2.4919,4.98066,4.4457,17.8646,40.2099
235,2010-08-24,00:00:00.00,0.106805,8.55738,1.464,1.58878,3.53,0.434506,0.345,3.79538,0.642,7.44801,3.73,2.75661,2.18,5.5287,0.898,16.7278,2.16,10.7072,0.343,1.26163,0.917,0.356196,0.103,6.62909,0.906,1.28942,0.71,1.78979,0.037,0.727462,0.056,0.399943,0,5.22232,0.4163,2.43928,0.1957,2.0881,0.4361,3.46112,1.5206,2.50283,2.4664,5.37174,3.5113,2.82261,0.3993,1.11829,0.3851,6.92503,0.555,3.66198,1.6197,5.13939,2.0162,21.1281,18.0661
236,2010-08-25,00:00:00.00,0.00179522,5.81636,2.3616,1.24801,3.17,0.27441,0.355,3.0576,0.5,6.91287,3.27,1.58976,1.14,1.72454,0.451,8.52729,1.65,0.820783,0.233,0.950171,0.79,0.260905,0.078,6.05371,0.91,0.615804,0.724,0.96027,0.035,0.63463,0.048,0.307872,0,5.1292,0.5635,2.13677,0.1838,1.88926,0.4191,3.25998,1.4668,1.72578,2.3984,4.0612,3.3697,2.7032,0.3908,0.673976,0.3823,5.7494,0.4389,2.86681,0.7108,2.42025,1.2856,16.916,13.4788
237,2010-08-26,00:00:00.00,0.0015564,5.36429,1.4187,0.877706,3,0.210184,0.322,1.77112,0.244,6.04339,3.19,0.931829,0.85,0.271609,0.252,4.67236,1.41,0.706289,0.192,0.697118,0.733,0.192865,0.069,4.67465,0.873,0.340849,0.808,1.01026,0.038,0.561514,0.042,0.253669,0,5.02321,0.4191,1.95494,0.173,1.7153,0.4021,3.02485,1.396,1.67469,2.3446,3.57035,3.2848,2.65822,0.5097,0.520276,0.3313,5.31332,0.3455,2.17086,0.4134,1.53759,1.0675,14.0512,11.7798
