time,date,hour,precip [mm/day],sub7068 [m3/s],sub7068 (observed) [m3/s],sub7070 [m3/s]
363,2000-12-29,00:00:00.00,0.22241,1.56297,1.46,1.16745
364,2000-12-30,00:00:00.00,0.775158,1.51749,1.41,1.13332
365,2000-12-31,00:00:00.00,4.63209,1.47512,1.34,1.10154
366,2001-01-01,00:00:00.00,0.437777,1.43549,1.3,1.07183
367,2001-01-02,00:00:00.00,0.334474,1.39838,1.27,1.04402
368,2001-01-03,00:00:00.00,0.319324,1.36355,1.24,1.01793
369,2001-01-04,00:00:00.00,0.968557,1.33071,1.22,0.993341
370,2001-01-05,00:00:00.00,0.625327,1.29974,1.2,0.970163
371,2001-01-06,00:00:00.00,8.58029,1.30186,1.3,0.964804
372,2001-01-07,00:00:00.00,0.535141,1.35355,1.34,0.985826
373,2001-01-08,00:00:00.00,0.959191,1.3336,1.36,0.969497
374,2001-01-09,00:00:00.00,0.519481,1.25816,1.34,0.924329
375,2001-01-10,00:00:00.00,0.324996,1.22435,1.3,0.901298
376,2001-01-11,00:00:00.00,0.299344,1.19919,1.27,0.883068
