time,date,hour,precip [mm/day],sub7064 [m3/s],sub7064 (observed) [m3/s],sub7068 [m3/s],sub7070 [m3/s],sub7071 [m3/s]
296,2000-10-23,00:00:00.00,0.00490492,2.39394,4.3,0.860382,0.642975,0.457983
297,2000-10-24,00:00:00.00,0.248515,2.34902,4.3,0.844135,0.630737,0.449221
298,2000-10-25,00:00:00.00,0.184432,2.30557,4.35,0.828409,0.618897,0.440749
299,2000-10-26,00:00:00.00,0.0420553,2.26354,4.4,0.813205,0.607458,0.432566
300,2000-10-27,00:00:00.00,0.122457,2.22281,4.44,0.798479,0.59638,0.424643
301,2000-10-28,00:00:00.00,2.57004,2.2422,4.64,0.808799,0.60431,0.428898
302,2000-10-29,00:00:00.00,0.289051,2.3007,4.91,0.835334,0.624529,0.441047
303,2000-10-30,00:00:00.00,0.120014,2.23294,4.76,0.809196,0.604839,0.427705
304,2000-10-31,00:00:00.00,0.0810305,2.12619,4.67,0.766746,0.572784,0.406481
305,2000-11-01,00:00:00.00,0.07507,2.08853,4.6,0.752965,0.562413,0.399151
306,2000-11-02,00:00:00.00,0.251106,2.05367,4.54,0.74031,0.552892,0.39238
307,2000-11-03,00:00:00.00,0.0551652,2.01982,4.49,0.728038,0.543661,0.385807
308,2000-11-04,00:00:00.00,0.199458,1.98692,4.49,0.716107,0.53469,0.37942
309,2000-11-05,00:00:00.00,0.0437851,1.95503,4.46,0.704542,0.525999,0.373236
310,2000-11-06,00:00:00.00,0.068609,1.92427,4.61,0.693392,0.517623,0.367278
311,2000-11-07,00:00:00.00,0.0730496,1.89451,4.61,0.682607,0.509523,0.361515
312,2000-11-08,00:00:00.00,0.0462359,1.86554,4.59,0.67211,0.50164,0.355909
313,2000-11-09,00:00:00.00,0.106368,1.8373,4.56,0.661878,0.493958,0.350445
314,2000-11-10,00:00:00.00,9.43205,2.19532,4.83,0.795637,0.594893,0.423087
315,2000-11-11,00:00:00.00,14.2791,3.51204,9.74,1.26673,0.94954,0.678645
316,2000-11-12,00:00:00.00,0.0193214,4.43375,18.2,1.57805,1.18343,0.847591
317,2000-11-13,00:00:00.00,0.070445,3.56494,12.4,1.26678,0.950035,0.679466
318,2000-11-14,00:00:00.00,3.58392,2.84774,9.36,1.02752,0.772158,0.54925
319,2000-11-15,00:00:00.00,1.31166,3.10874,8.56,1.12945,0.851623,0.607015
320,2000-11-16,00:00:00.00,0.475876,3.05508,8.24,1.10821,0.837091,0.603832
321,2000-11-17,00:00:00.00,2.65803,2.9161,7.56,1.05359,0.795359,0.576818
322,2000-11-18,00:00:00.00,1.64872,3.08663,7.31,1.11881,0.844643,0.61342
323,2000-11-19,00:00:00.00,0.511168,3.10035,6.94,1.12324,0.848343,0.621998
324,2000-11-20,00:00:00.00,0.385236,2.89089,6.64,1.04126,0.786606,0.579261
325,2000-11-21,00:00:00.00,4.2921,3.01802,6.37,1.08018,0.816509,0.60438
326,2000-11-22,00:00:00.00,1.81764,3.38163,6.31,1.20032,0.906714,0.677289
327,2000-11-23,00:00:00.00,3.72114,3.20596,5.35,1.13799,0.858875,0.638645
328,2000-11-24,00:00:00.00,0.477037,2.85388,5.1,1.02053,0.770143,0.566892
329,2000-11-25,00:00:00.00,0.340058,2.78736,4.95,0.998322,0.753273,0.553996
330,2000-11-26,00:00:00.00,0.357299,2.73487,5.65,0.979498,0.738861,0.543097
331,2000-11-27,00:00:00.00,11.0604,3.44717,6.66,1.22566,0.9256,0.681739
332,2000-11-28,00:00:00.00,2.89407,4.92871,8.59,1.74246,1.3117,0.961316
333,2000-11-29,00:00:00.00,1.9563,5.24519,11.3,1.85784,1.39455,1.0316
334,2000-11-30,00:00:00.00,0.45995,4.6307,11.5,1.64031,1.24034,0.949976
335,2000-12-01,00:00:00.00,0.238139,4.1469,9.59,1.4666,1.11512,0.854684
336,2000-12-02,00:00:00.00,0.189278,3.7831,8.04,1.34164,1.01627,0.762714
337,2000-12-03,00:00:00.00,0.190321,3.67252,6.15,1.30365,0.986111,0.740503
338,2000-12-04,00:00:00.00,0.219837,3.58864,5.15,1.27401,0.963275,0.722562
339,2000-12-05,00:00:00.00,0.287252,3.50909,5.3,1.24587,0.94164,0.705556
340,2000-12-06,00:00:00.00,3.35621,3.43324,5.8,1.21902,0.921009,0.689376
341,2000-12-07,00:00:00.00,2.27175,3.36091,5.25,1.19343,0.901359,0.674
342,2000-12-08,00:00:00.00,1.30514,3.292,4.9,1.16906,0.882666,0.659404
343,2000-12-09,00:00:00.00,3.16949,3.22629,4.6,1.14582,0.864856,0.645523
344,2000-12-10,00:00:00.00,0.484589,3.16344,4.45,1.12359,0.847832,0.632279
345,2000-12-11,00:00:00.00,0.340134,3.10307,4.75,1.10224,0.831497,0.619595
346,2000-12-12,00:00:00.00,7.97323,3.04499,4.65,1.0817,0.815793,0.607425
347,2000-12-13,00:00:00.00,8.95761,2.9893,4,1.062,0.800742,0.595782
348,2000-12-14,00:00:00.00,1.78909,2.93589,4.25,1.04312,0.786319,0.584643
349,2000-12-15,00:00:00.00,4.68109,2.88459,5.3,1.02497,0.772472,0.573964
350,2000-12-16,00:00:00.00,0.304942,2.83522,5.6,1.00751,0.759155,0.563712
351,2000-12-17,00:00:00.00,11.8203,3.71051,6.2,1.32338,0.995424,0.733102
352,2000-12-18,00:00:00.00,13.8288,6.50247,7,2.29995,1.72268,1.26601
353,2000-12-19,00:00:00.00,1.32342,8.189,8.8,2.85973,2.13675,1.58144
354,2000-12-20,00:00:00.00,3.4905,6.61039,9.2,2.30288,1.72368,1.28422
355,2000-12-21,00:00:00.00,0.473432,5.12866,8.35,1.80087,1.35274,1.00839
356,2000-12-22,00:00:00.00,3.03066,4.9486,7.65,1.73872,1.30575,0.972172
357,2000-12-23,00:00:00.00,0.223463,4.81087,7.35,1.69092,1.26942,0.944017
358,2000-12-24,00:00:00.00,0.992917,4.68163,6.85,1.64605,1.23535,0.917677
359,2000-12-25,00:00:00.00,2.98265,4.56017,6.5,1.60386,1.20334,0.892986
360,2000-12-26,00:00:00.00,2.41065,4.44577,6.15,1.56409,1.1732,0.869786
361,2000-12-27,00:00:00.00,0.556,4.3379,6.05,1.52659,1.14478,0.847965
362,2000-12-28,00:00:00.00,1.5627,4.23589,5.85,1.4911,1.11792,0.827378
363,2000-12-29,00:00:00.00,0.227045,4.13934,5.75,1.4575,1.0925,0.807936
364,2000-12-30,00:00:00.00,0.534948,4.04804,5.6,1.42571,1.06847,0.789588
365,2000-12-31,00:00:00.00,4.65868,3.96144,5.45,1.39556,1.04568,0.772221
366,2001-01-01,00:00:00.00,0.424734,3.87908,5.4,1.36686,1.02401,0.755732
367,2001-01-02,00:00:00.00,0.320028,3.80077,5.3,1.33958,1.00341,0.740082
368,2001-01-03,00:00:00.00,0.26742,3.72616,5.2,1.31356,0.983786,0.725192
369,2001-01-04,00:00:00.00,1.06883,3.65479,5.1,1.28867,0.965016,0.710975
370,2001-01-05,00:00:00.00,0.695145,3.58662,5.03,1.26489,0.947091,0.697417
371,2001-01-06,00:00:00.00,9.07782,3.57207,5.32,1.2464,0.930025,0.684452
372,2001-01-07,00:00:00.00,0.47143,3.59096,5.56,1.23138,0.913669,0.671996
373,2001-01-08,00:00:00.00,0.941097,3.50843,5.64,1.20845,0.897759,0.660046
374,2001-01-09,00:00:00.00,0.503695,3.39509,5.69,1.18356,0.882425,0.648591
375,2001-01-10,00:00:00.00,0.365888,3.33637,5.5,1.16388,0.867805,0.637608
376,2001-01-11,00:00:00.00,0.299395,3.28121,5.54,1.14505,0.853735,0.627047
377,2001-01-12,00:00:00.00,0.186656,3.228,5.58,1.12688,0.840146,0.616862
378,2001-01-13,00:00:00.00,0.245932,3.17671,5.55,1.10932,0.827028,0.607045
379,2001-01-14,00:00:00.00,0.450204,3.12707,5.5,1.09233,0.814334,0.597549
380,2001-01-15,00:00:00.00,0.496606,3.08837,5.45,1.0796,0.80555,0.591257
381,2001-01-16,00:00:00.00,3.08552,3.29902,5.48,1.14745,0.859235,0.634135
382,2001-01-17,00:00:00.00,1.07374,3.70727,5.71,1.2775,0.958841,0.71152
383,2001-01-18,00:00:00.00,0.69823,3.65016,5.78,1.25745,0.942152,0.697073
384,2001-01-19,00:00:00.00,0.340864,3.30927,5.77,1.14663,0.857595,0.632076
385,2001-01-20,00:00:00.00,0.446273,3.18226,5.63,1.10473,0.826378,0.609347
386,2001-01-21,00:00:00.00,0.194177,3.13189,5.22,1.08773,0.813599,0.599716
387,2001-01-22,00:00:00.00,0.319398,3.0853,5.48,1.07198,0.801752,0.590775
388,2001-01-23,00:00:00.00,0.25707,3.04028,5.43,1.05676,0.790306,0.582144
389,2001-01-24,00:00:00.00,0.249369,2.99658,5.21,1.04197,0.779193,0.573774
390,2001-01-25,00:00:00.00,1.31356,2.96147,5.29,1.02781,0.768427,0.565672
391,2001-01-26,00:00:00.00,0.216988,2.9323,5.53,1.01422,0.758014,0.55784
392,2001-01-27,00:00:00.00,0.661831,2.88954,5.48,1.00073,0.747928,0.55026
393,2001-01-28,00:00:00.00,2.53312,2.84313,5.33,0.98751,0.738132,0.542906
394,2001-01-29,00:00:00.00,0.475602,2.80549,5.14,0.974841,0.728624,0.535774
395,2001-01-30,00:00:00.00,0.222883,2.76898,5.07,0.962487,0.719352,0.528827
396,2001-01-31,00:00:00.00,16.3549,4.25209,5.68,1.45808,1.08908,0.78837
397,2001-02-01,00:00:00.00,4.96645,7.14624,6.7,2.46601,1.84069,1.31384
398,2001-02-02,00:00:00.00,0.442829,7.16622,7.75,2.53374,1.89211,1.34792
399,2001-02-03,00:00:00.00,3.36324,5.28756,7.7,1.88665,1.41114,1.0126
400,2001-02-04,00:00:00.00,0.325267,4.71494,6.9,1.65399,1.23792,0.892731
401,2001-02-05,00:00:00.00,2.07385,4.59473,7.15,1.61141,1.20578,0.86966
402,2001-02-06,00:00:00.00,3.33961,4.82674,7.03,1.69682,1.2724,0.919561
403,2001-02-07,00:00:00.00,1.31688,5.28626,6.76,1.86126,1.39747,1.01097
404,2001-02-08,00:00:00.00,0.289406,5.10828,6.69,1.79295,1.34155,0.967544
405,2001-02-09,00:00:00.00,14.9827,4.6704,6.5,1.63675,1.22269,0.88085
406,2001-02-10,00:00:00.00,34.2554,9.67622,7.4,3.54623,2.65694,1.9096
407,2001-02-11,00:00:00.00,3.9844,17.9337,22,6.69469,5.01678,3.59875
408,2001-02-12,00:00:00.00,0.160678,16.6184,38,6.21179,4.65874,3.34438
409,2001-02-13,00:00:00.00,0.195948,11.6667,32,4.33501,3.25512,2.342
410,2001-02-14,00:00:00.00,0.202687,10.877,30.5,4.02874,3.0221,2.17444
411,2001-02-15,00:00:00.00,6.09978,11.2195,24,4.15485,3.09299,2.21902
412,2001-02-16,00:00:00.00,0.702679,12.0844,19,4.47955,3.30286,2.35984
413,2001-02-17,00:00:00.00,0.654622,11.368,16,4.20652,3.10189,2.21693
414,2001-02-18,00:00:00.00,0.697674,10.165,14.4,3.75012,2.77618,1.98842
415,2001-02-19,00:00:00.00,0.199445,9.64351,13.6,3.55037,2.62854,1.88267
416,2001-02-20,00:00:00.00,0.268122,9.19177,12.3,3.37788,2.50081,1.79107
417,2001-02-21,00:00:00.00,0.306108,8.78429,11.6,3.22278,2.38598,1.70875
418,2001-02-22,00:00:00.00,0.641243,8.41613,11.4,3.08299,2.28249,1.63462
419,2001-02-23,00:00:00.00,0.573804,8.08304,10.9,2.95689,2.18916,1.56779
420,2001-02-24,00:00:00.00,1.00243,7.77951,10.4,2.84234,2.1044,1.50711
421,2001-02-25,00:00:00.00,1.33943,7.50099,9.7,2.73751,2.02684,1.45159
422,2001-02-26,00:00:00.00,18.8028,10.6467,12,3.90857,2.89434,2.08583
423,2001-02-27,00:00:00.00,0.409154,15.6791,33.4,5.77881,4.27934,3.09763
424,2001-02-28,00:00:00.00,0.346001,14.6549,42.7,5.40323,4.00186,2.89752
425,2001-03-01,00:00:00.00,0.730785,11.4857,36,4.22973,3.13349,2.26571
426,2001-03-02,00:00:00.00,1.72448,10.8041,25.8,3.97048,2.94113,2.1252
427,2001-03-03,00:00:00.00,1.50036,10.2564,23.4,3.76226,2.78662,2.0124
428,2001-03-04,00:00:00.00,0.224746,9.76719,21.7,3.57697,2.64914,1.91213
429,2001-03-05,00:00:00.00,0.633961,9.32798,19.6,3.41114,2.52617,1.82253
430,2001-03-06,00:00:00.00,7.93612,8.93172,17.8,3.26196,2.41561,1.74207
431,2001-03-07,00:00:00.00,2.24551,8.57252,16,3.12707,2.31564,1.66931
432,2001-03-08,00:00:00.00,0.115527,8.2446,14,3.00421,2.22452,1.60294
433,2001-03-09,00:00:00.00,0.816959,7.94331,13,2.89163,2.14106,1.5422
434,2001-03-10,00:00:00.00,1.08069,7.66587,11.9,2.78825,2.06447,1.48656
435,2001-03-11,00:00:00.00,0.0204474,7.40976,11.5,2.69303,1.99394,1.43535
436,2001-03-12,00:00:00.00,4.25806,7.17211,10.8,2.60483,1.92863,1.38796
437,2001-03-13,00:00:00.00,0.995558,6.94997,11.6,2.52252,1.86771,1.34379
438,2001-03-14,00:00:00.00,10.1031,8.34097,12,2.92344,2.17711,1.58006
439,2001-03-15,00:00:00.00,0.706922,10.6267,15.6,3.58948,2.68957,1.96994
440,2001-03-16,00:00:00.00,0.141577,10.3339,15.4,3.52047,2.59673,1.85881
441,2001-03-17,00:00:00.00,0.0511797,9.22648,16.5,3.22926,2.31142,1.5792
442,2001-03-18,00:00:00.00,0.788013,8.79255,15.9,3.07985,2.20944,1.51489
443,2001-03-19,00:00:00.00,0.0647918,8.22266,13.6,2.8716,2.08739,1.46087
444,2001-03-20,00:00:00.00,0.359563,7.91343,13.7,2.76614,2.01303,1.41065
445,2001-03-21,00:00:00.00,0.0538281,7.632,16.4,2.66996,1.94444,1.36357
446,2001-03-22,00:00:00.00,0.0615627,8.50152,21.3,2.66835,1.88025,1.31945
447,2001-03-23,00:00:00.00,0.0223549,13.6509,22.9,3.78753,2.53932,1.80265
448,2001-03-24,00:00:00.00,0.0382295,21.7643,42.2,6.26692,4.17539,2.95917
449,2001-03-25,00:00:00.00,1.56045,24.1043,53.9,7.21194,4.7917,3.35186
450,2001-03-26,00:00:00.00,0.914963,19.9301,33.2,5.98258,3.97614,2.76649
451,2001-03-27,00:00:00.00,0.671068,16.6105,22,5.013,3.37205,2.36008
452,2001-03-28,00:00:00.00,0.0390955,15.2301,18.1,4.65456,3.15891,2.21481
453,2001-03-29,00:00:00.00,0.0222685,14.1123,15.2,4.35972,2.98012,2.09233
454,2001-03-30,00:00:00.00,1.04994,13.1663,16.6,4.10581,2.8237,1.98398
455,2001-03-31,00:00:00.00,0.229329,12.3576,23.1,3.88552,2.68625,1.88803
456,2001-04-01,00:00:00.00,0.0818436,14.7109,32.1,4.43654,2.90863,2.10402
457,2001-04-02,00:00:00.00,0.524598,18.6476,38.9,5.38056,3.31252,2.47822
458,2001-04-03,00:00:00.00,0.697665,19.9357,33,5.29251,3.12941,2.33441
459,2001-04-04,00:00:00.00,0.0941292,28.4459,33.5,6.8347,3.90009,2.78169
460,2001-04-05,00:00:00.00,0.0191453,54.2108,46.9,13.3753,8.41282,5.75416
461,2001-04-06,00:00:00.00,0.0173418,87.2598,50.8,27.8925,20.1996,14.4813
462,2001-04-07,00:00:00.00,7.99046,118.257,55.5,46.6917,37.492,31.6922
463,2001-04-08,00:00:00.00,3.86132,119.158,71.9,48.8388,40.9228,37.1344
464,2001-04-09,00:00:00.00,1.65031,85.8298,70.1,33.973,28.1695,24.4708
465,2001-04-10,00:00:00.00,3.40708,60.1894,72.9,23.1868,18.6141,14.9217
466,2001-04-11,00:00:00.00,0.0756897,49.0524,49.5,18.7275,14.7954,11.4182
467,2001-04-12,00:00:00.00,0.113128,40.5024,31.7,15.2858,11.9499,9.07388
468,2001-04-13,00:00:00.00,5.12569,34.9209,31.2,12.8255,9.93796,7.45242
469,2001-04-14,00:00:00.00,0.0721951,31.9179,37.6,11.3652,8.74016,6.43889
470,2001-04-15,00:00:00.00,0.0767308,28.4066,25.1,10.065,7.71012,5.6604
471,2001-04-16,00:00:00.00,0.162026,25.1474,19.2,8.96784,6.85599,5.04708
472,2001-04-17,00:00:00.00,5.52215,24.7757,16.9,9.05955,6.8915,5.03925
473,2001-04-18,00:00:00.00,1.00214,25.5827,15.4,9.65568,7.30919,5.30276
474,2001-04-19,00:00:00.00,0.0474473,23.6793,13.9,8.92901,6.75775,4.90705
475,2001-04-20,00:00:00.00,0.0642865,21.0117,12.8,7.81093,5.91659,4.3129
476,2001-04-21,00:00:00.00,0.111541,19.4428,11.6,7.19329,5.4427,3.9704
477,2001-04-22,00:00:00.00,4.12893,18.6156,11.3,6.81011,5.15625,3.76528
478,2001-04-23,00:00:00.00,0.419287,18.1766,12.3,6.55366,4.96929,3.63268
479,2001-04-24,00:00:00.00,0.894899,17.088,12.5,6.15149,4.6621,3.41028
480,2001-04-25,00:00:00.00,1.81855,15.8512,11.4,5.7264,4.33465,3.1723
481,2001-04-26,00:00:00.00,0.0215664,14.9743,10.2,5.40453,4.0886,2.99372
482,2001-04-27,00:00:00.00,0.0734059,14.1927,8.41,5.11774,3.86972,2.83445
483,2001-04-28,00:00:00.00,0.103235,13.4837,9.03,4.85826,3.67201,2.6904
484,2001-04-29,00:00:00.00,0.300761,12.8474,8.68,4.62551,3.49484,2.56158
485,2001-04-30,00:00:00.00,1.05858,12.2732,8.16,4.41568,3.3352,2.4461
486,2001-05-01,00:00:00.00,0.264827,11.7395,7.96,4.22138,3.18733,2.33915
487,2001-05-02,00:00:00.00,0.116459,11.2259,7.67,4.03516,3.04578,2.23604
488,2001-05-03,00:00:00.00,0.101462,10.7294,7.3,3.85548,2.90939,2.13618
489,2001-05-04,00:00:00.00,0.313375,10.2599,6.9,3.68554,2.78036,2.0415
490,2001-05-05,00:00:00.00,0.583727,9.82296,6.56,3.52731,2.66018,1.95297
491,2001-05-06,00:00:00.00,0.114803,9.41872,6.46,3.38119,2.54929,1.8711
492,2001-05-07,00:00:00.00,0.208489,9.0439,6.19,3.24598,2.44679,1.79554
493,2001-05-08,00:00:00.00,0.119067,8.69024,5.98,3.11848,2.35012,1.72434
494,2001-05-09,00:00:00.00,14.7482,10.8554,6.2,3.92398,2.96523,2.15875
495,2001-05-10,00:00:00.00,0.0697844,14.3528,7.04,5.22165,3.95441,2.85716
496,2001-05-11,00:00:00.00,0.148274,13.45,6.68,4.89393,3.70733,2.68083
497,2001-05-12,00:00:00.00,4.19616,11.278,6.26,4.10791,3.10613,2.25184
498,2001-05-13,00:00:00.00,0.210102,11.0125,6.18,4.02742,3.03597,2.19539
499,2001-05-14,00:00:00.00,0.108873,10.4295,5.97,3.8096,2.87055,2.07622
500,2001-05-15,00:00:00.00,0.200631,9.74957,5.67,3.54995,2.67661,1.93833
501,2001-05-16,00:00:00.00,0.00280273,9.26781,5.34,3.37134,2.54072,1.83984
502,2001-05-17,00:00:00.00,0.937518,8.82691,5.22,3.20864,2.41696,1.75
503,2001-05-18,00:00:00.00,1.97204,8.42436,5.24,3.06083,2.30469,1.66844
504,2001-05-19,00:00:00.00,0.670956,8.05949,5.81,2.92742,2.20354,1.59497
505,2001-05-20,00:00:00.00,0.0953093,7.71907,5.72,2.80304,2.10931,1.52648
506,2001-05-21,00:00:00.00,0.0396967,7.39484,5.44,2.68442,2.01945,1.46113
507,2001-05-22,00:00:00.00,0.388552,7.09119,5.22,2.57332,1.93531,1.40002
508,2001-05-23,00:00:00.00,31.0241,11.8729,6.09,4.25357,3.17069,2.29155
509,2001-05-24,00:00:00.00,1.32721,19.5282,18.6,6.93885,5.14294,3.71339
510,2001-05-25,00:00:00.00,0.561161,18.1627,17.7,6.45689,4.78787,3.45912
511,2001-05-26,00:00:00.00,16.642,17.119,11.2,6.18433,4.60224,3.32347
512,2001-05-27,00:00:00.00,4.53455,21.8214,10,7.83035,5.83036,4.18987
513,2001-05-28,00:00:00.00,5.95472,21.741,10.7,7.56635,5.63721,4.01153
514,2001-05-29,00:00:00.00,2.14462,19.297,12.2,6.62722,4.93841,3.47914
515,2001-05-30,00:00:00.00,0.0630923,17.336,11.8,6.02148,4.48497,3.1651
516,2001-05-31,00:00:00.00,0.00466721,15.4171,9.66,5.37805,4.00472,2.83907
517,2001-06-01,00:00:00.00,0.00923282,14.1857,7.9,4.95758,3.69068,2.61869
518,2001-06-02,00:00:00.00,5.4772,13.7847,6.97,4.81672,3.58883,2.53304
519,2001-06-03,00:00:00.00,2.31977,13.8432,6.84,4.84939,3.62318,2.51955
520,2001-06-04,00:00:00.00,2.87338,13.0445,7.31,4.60589,3.43835,2.35613
521,2001-06-05,00:00:00.00,0.141893,11.9867,11.6,4.24858,3.1536,2.15372
522,2001-06-06,00:00:00.00,0.0422049,11.2231,11.5,3.97221,2.94559,2.02543
523,2001-06-07,00:00:00.00,0.0681961,10.5073,8.59,3.71845,2.76327,1.9105
524,2001-06-08,00:00:00.00,0.0945743,9.90927,7.05,3.50865,2.60741,1.80614
525,2001-06-09,00:00:00.00,0.0971069,9.36694,6.11,3.31824,2.46583,1.71079
526,2001-06-10,00:00:00.00,0.0474898,8.87248,5.57,3.14451,2.33669,1.62343
527,2001-06-11,00:00:00.00,0.0701523,8.41932,5.17,2.98513,2.21823,1.54304
528,2001-06-12,00:00:00.00,15.4115,9.93175,5.5,3.49297,2.59913,1.82356
529,2001-06-13,00:00:00.00,5.06061,12.4916,6.84,4.3543,3.2443,2.30347
530,2001-06-14,00:00:00.00,0.527791,11.6525,6.19,4.06226,3.02718,2.16069
531,2001-06-15,00:00:00.00,0.103554,9.65416,5.34,3.38216,2.51967,1.79335
532,2001-06-16,00:00:00.00,0.136853,9.06349,4.72,3.18111,2.36946,1.68185
533,2001-06-17,00:00:00.00,1.96084,8.5683,4.46,3.01072,2.24217,1.59163
534,2001-06-18,00:00:00.00,0.1216,8.12552,4.36,2.85826,2.12831,1.51099
535,2001-06-19,00:00:00.00,0.657239,7.72302,4.32,2.71929,2.02457,1.43749
536,2001-06-20,00:00:00.00,0.660822,7.35153,4.14,2.59064,1.92861,1.36947
537,2001-06-21,00:00:00.00,0.0289969,7.00913,3.71,2.47191,1.84008,1.30666
538,2001-06-22,00:00:00.00,3.35031,6.69633,3.7,2.36332,1.75912,1.24923
539,2001-06-23,00:00:00.00,37.3732,11.763,5.93,4.2835,3.19021,2.28915
540,2001-06-24,00:00:00.00,0.0217724,19.8978,8.52,7.36451,5.48538,3.95679
541,2001-06-25,00:00:00.00,0.0423883,18.4294,6.77,6.82817,5.08773,3.67147
542,2001-06-26,00:00:00.00,0.0169263,13.3859,5.38,4.93443,3.67865,2.65033
543,2001-06-27,00:00:00.00,0.0509143,12.2485,4.43,4.50431,3.35651,2.41574
544,2001-06-28,00:00:00.00,0.0824775,11.347,3.65,4.16448,3.10203,2.23068
545,2001-06-29,00:00:00.00,0.486541,10.5596,3.16,3.86881,2.88083,2.0701
546,2001-06-30,00:00:00.00,0.193724,9.86755,2.93,3.60985,2.68728,1.92974
547,2001-07-01,00:00:00.00,0.0239477,9.25305,2.83,3.38059,2.51604,1.80567
548,2001-07-02,00:00:00.00,2.43032,8.70603,3.55,3.17704,2.36401,1.69556
549,2001-07-03,00:00:00.00,0.122442,8.21928,3.62,2.99643,2.22911,1.5978
550,2001-07-04,00:00:00.00,0.110907,7.78111,3.07,2.83418,2.108,1.51014
551,2001-07-05,00:00:00.00,3.95617,7.43842,3.15,2.68781,1.99869,1.43119
552,2001-07-06,00:00:00.00,0.319167,7.16241,3.76,2.55609,1.90025,1.36016
553,2001-07-07,00:00:00.00,0.0511913,6.81787,3.76,2.43531,1.81022,1.29531
554,2001-07-08,00:00:00.00,0.111662,6.46453,3.24,2.32297,1.72659,1.23515
555,2001-07-09,00:00:00.00,0.160783,6.1752,3.06,2.21875,1.64893,1.17929
556,2001-07-10,00:00:00.00,0.339898,5.9078,2.85,2.12209,1.5769,1.12749
557,2001-07-11,00:00:00.00,0.241997,5.6597,2.28,2.0324,1.51011,1.07947
558,2001-07-12,00:00:00.00,0.087259,5.42973,2.16,1.94929,1.44823,1.035
559,2001-07-13,00:00:00.00,0.0422281,5.21608,2.05,1.87209,1.39075,0.993717
560,2001-07-14,00:00:00.00,0.0447864,5.01635,2.07,1.79993,1.33702,0.955151
561,2001-07-15,00:00:00.00,0.0370548,4.82892,2.1,1.73223,1.28662,0.918985
562,2001-07-16,00:00:00.00,0.0355659,4.65254,2.16,1.66852,1.23919,0.884957
563,2001-07-17,00:00:00.00,0.191098,4.4866,2.21,1.60859,1.19456,0.852945
564,2001-07-18,00:00:00.00,0.97153,4.3313,2.66,1.55253,1.15281,0.823002
565,2001-07-19,00:00:00.00,0.0634429,4.18554,3.38,1.49995,1.11367,0.794926
566,2001-07-20,00:00:00.00,0.0433251,4.04761,2.9,1.45021,1.07664,0.76838
567,2001-07-21,00:00:00.00,0.117858,3.91703,2.49,1.40315,1.04161,0.74327
568,2001-07-22,00:00:00.00,3.01552,3.79411,2.36,1.35886,1.00864,0.719657
569,2001-07-23,00:00:00.00,1.54517,3.67881,3.09,1.31733,0.977742,0.697549
570,2001-07-24,00:00:00.00,5.6748,3.6245,4.52,1.29899,0.964895,0.686501
571,2001-07-25,00:00:00.00,1.72063,3.60835,3.6,1.29504,0.963221,0.682345
572,2001-07-26,00:00:00.00,0.0353132,3.48669,3.02,1.2507,0.929904,0.659368
573,2001-07-27,00:00:00.00,0.0361899,3.33427,2.61,1.19456,0.887306,0.630956
574,2001-07-28,00:00:00.00,0.33953,3.24121,2.48,1.16097,0.862257,0.613191
575,2001-07-29,00:00:00.00,0.0147133,3.15384,2.22,1.12945,0.838782,0.59649
576,2001-07-30,00:00:00.00,0.0998086,3.07017,2.15,1.09927,0.816297,0.58049
577,2001-07-31,00:00:00.00,0.0670585,2.9901,2.04,1.07038,0.794779,0.565177
578,2001-08-01,00:00:00.00,0.412253,2.9135,1.97,1.04275,0.774194,0.550531
579,2001-08-02,00:00:00.00,0.426702,2.84012,1.85,1.01627,0.754472,0.536505
580,2001-08-03,00:00:00.00,1.83283,2.7699,1.73,0.990928,0.735604,0.523081
581,2001-08-04,00:00:00.00,2.69725,2.71136,1.62,0.966795,0.717639,0.510287
582,2001-08-05,00:00:00.00,1.14845,2.66106,1.54,0.943802,0.700525,0.498099
583,2001-08-06,00:00:00.00,3.39942,2.59764,1.49,0.921728,0.684094,0.486402
584,2001-08-07,00:00:00.00,0.14186,2.5322,1.45,0.900492,0.668274,0.475123
585,2001-08-08,00:00:00.00,1.17016,2.47379,1.43,0.880032,0.653032,0.464255
586,2001-08-09,00:00:00.00,0.377077,2.41637,1.35,0.860309,0.638346,0.453801
587,2001-08-10,00:00:00.00,0.112755,2.36315,1.12,0.841283,0.624179,0.443726
588,2001-08-11,00:00:00.00,0.525975,2.31201,1.47,0.822974,0.610548,0.434028
589,2001-08-12,00:00:00.00,0.161241,2.26297,1.47,0.805421,0.597481,0.424727
590,2001-08-13,00:00:00.00,0.443313,2.21576,1.43,0.788539,0.584913,0.415778
591,2001-08-14,00:00:00.00,0.16056,2.17032,1.52,0.7723,0.572826,0.407166
592,2001-08-15,00:00:00.00,1.28973,2.12663,1.55,0.756696,0.561214,0.398894
593,2001-08-16,00:00:00.00,0.176746,2.08449,1.55,0.741646,0.550016,0.390918
594,2001-08-17,00:00:00.00,5.11892,2.09797,1.64,0.751221,0.558534,0.398644
595,2001-08-18,00:00:00.00,0.551103,2.14759,2.03,0.776728,0.579791,0.416499
596,2001-08-19,00:00:00.00,0.0846945,2.07976,2.16,0.749881,0.559066,0.40083
597,2001-08-20,00:00:00.00,6.10419,2.06856,2.67,0.744883,0.555727,0.396499
