time,date,hour,precip [mm/day],sub7064 [m3/s],sub7064 (observed) [m3/s],sub7068 [m3/s],sub7070 [m3/s],sub7071 [m3/s]
5504,2015-01-26,00:00:00.00,0.482959,6.56992,4.81,2.28974,1.72657,1.26194
5505,2015-01-27,00:00:00.00,0.473137,6.41804,4.82,2.23809,1.68718,1.23239
5506,2015-01-28,00:00:00.00,0.445398,6.27023,4.58,2.18973,1.65036,1.20484
5507,2015-01-29,00:00:00.00,0.316288,6.13779,4.53,2.14415,1.61567,1.17895
5508,2015-01-30,00:00:00.00,10.6477,6.01182,4.41,2.10067,1.58262,1.15434
5509,2015-01-31,00:00:00.00,0.439255,5.89172,4.56,2.05918,1.55108,1.1309
5510,2015-02-01,00:00:00.00,0.348479,5.7775,4.58,2.0197,1.52111,1.10863
5511,2015-02-02,00:00:00.00,3.28361,5.66877,4.48,1.98212,1.49259,1.08747
5512,2015-02-03,00:00:00.00,8.89978,5.56577,4.59,1.9465,1.46559,1.06745
5513,2015-02-04,00:00:00.00,0.226921,5.46848,4.5,1.91287,1.44011,1.04858
5514,2015-02-05,00:00:00.00,4.6014,5.37526,4.67,1.88063,1.4157,1.03053
5515,2015-02-06,00:00:00.00,0.460632,5.28553,4.7,1.84959,1.39221,1.01317
5516,2015-02-07,00:00:00.00,0.507251,5.20002,4.65,1.82,1.36984,0.996643
5517,2015-02-08,00:00:00.00,8.86679,5.1179,4.74,1.79157,1.34835,0.980781
5518,2015-02-09,00:00:00.00,7.71814,5.0387,4.84,1.76412,1.32759,0.965482
5519,2015-02-10,00:00:00.00,0.524499,4.96294,4.88,1.73783,1.30774,0.950857
5520,2015-02-11,00:00:00.00,0.248166,4.8902,4.88,1.71258,1.28867,0.936824
5521,2015-02-12,00:00:00.00,2.06999,4.81957,4.9,1.68805,1.27015,0.923205
5522,2015-02-13,00:00:00.00,0.408069,4.75089,4.95,1.6642,1.25215,0.909975
5523,2015-02-14,00:00:00.00,1.22485,4.68514,4.73,1.64137,1.23493,0.897327
5524,2015-02-15,00:00:00.00,3.47396,4.62291,4.77,1.61977,1.21865,0.885371
5525,2015-02-16,00:00:00.00,0.289789,4.56354,4.85,1.59916,1.20312,0.87398
5526,2015-02-17,00:00:00.00,0.588832,4.50673,4.69,1.57943,1.18825,0.86308
5527,2015-02-18,00:00:00.00,0.77643,4.45234,4.71,1.56053,1.17401,0.852647
5528,2015-02-19,00:00:00.00,2.58549,4.39971,4.69,1.54223,1.16023,0.842563
5529,2015-02-20,00:00:00.00,0.363749,4.34869,4.65,1.52448,1.14687,0.8328
5530,2015-02-21,00:00:00.00,0.32491,4.29981,4.49,1.50747,1.13407,0.823445
5531,2015-02-22,00:00:00.00,4.09736,4.25248,4.38,1.49101,1.12168,0.814387
5532,2015-02-23,00:00:00.00,0.422283,4.20551,4.49,1.47467,1.1094,0.805408
5533,2015-02-24,00:00:00.00,0.335492,4.15968,4.52,1.45872,1.0974,0.796654
5534,2015-02-25,00:00:00.00,1.5724,4.11597,4.49,1.44351,1.08597,0.78831
5535,2015-02-26,00:00:00.00,1.29036,4.07364,4.5,1.4288,1.07492,0.78024
5536,2015-02-27,00:00:00.00,0.408975,4.03243,4.44,1.41448,1.06415,0.772388
5537,2015-02-28,00:00:00.00,0.206524,3.99271,4.33,1.40064,1.05376,0.764814
5538,2015-03-01,00:00:00.00,0.232016,3.95392,4.23,1.38709,1.04357,0.757404
5539,2015-03-02,00:00:00.00,0.751583,3.91515,4.2,1.37353,1.03337,0.749991
5540,2015-03-03,00:00:00.00,0.268756,3.87638,4.27,1.35997,1.02317,0.742583
5541,2015-03-04,00:00:00.00,9.32167,3.83787,4.33,1.34653,1.01307,0.735236
5542,2015-03-05,00:00:00.00,0.271963,3.79937,4.36,1.33312,1.003,0.727906
5543,2015-03-06,00:00:00.00,0.102171,3.76155,4.41,1.31994,0.993093,0.720708
5544,2015-03-07,00:00:00.00,0.171418,3.72553,4.32,1.30735,0.983634,0.71384
5545,2015-03-08,00:00:00.00,0.298189,3.69005,4.25,1.29493,0.974305,0.707067
5546,2015-03-09,00:00:00.00,0.230851,3.65333,4.37,1.28205,0.964622,0.700035
5547,2015-03-10,00:00:00.00,0.282251,3.61548,4.48,1.26869,0.954574,0.692759
5548,2015-03-11,00:00:00.00,0.0509736,3.57645,4.6,1.25488,0.944178,0.685258
5549,2015-03-12,00:00:00.00,0.0933984,7.64786,5.2,2.86116,2.17048,1.52947
5550,2015-03-13,00:00:00.00,0.39736,14.4013,9.97,5.53239,4.20932,2.93011
5551,2015-03-14,00:00:00.00,0.0605003,13.2123,15,5.08411,3.87503,2.69863
5552,2015-03-15,00:00:00.00,0.819215,14.3383,15.2,5.19467,3.85022,2.75532
5553,2015-03-16,00:00:00.00,0.11385,22.8884,16.8,7.63097,5.51891,4.01473
5554,2015-03-17,00:00:00.00,1.51918,28.118,17.7,7.36091,5.15213,3.74938
5555,2015-03-18,00:00:00.00,2.31563,30.6503,32.9,6.14705,4.05943,2.93476
5556,2015-03-19,00:00:00.00,0.246175,27.6315,29.4,5.70168,3.75254,2.70566
5557,2015-03-20,00:00:00.00,0.111749,22.1675,21.8,5.16314,3.50144,2.5225
5558,2015-03-21,00:00:00.00,0.432386,19.5221,16.3,4.77779,3.28204,2.36414
5559,2015-03-22,00:00:00.00,3.23644,18.292,13.9,4.60925,3.19628,2.29858
5560,2015-03-23,00:00:00.00,0.297906,17.7143,13.6,4.54971,3.18209,2.28359
5561,2015-03-24,00:00:00.00,0.0699117,16.2982,10.6,4.28439,3.01017,2.15966
5562,2015-03-25,00:00:00.00,0.140751,14.7511,8.8,3.96943,2.79665,2.00742
5563,2015-03-26,00:00:00.00,9.26672,16.0184,8.94,4.40629,3.12798,2.27643
5564,2015-03-27,00:00:00.00,0.177586,18.4461,9.1,5.17642,3.70251,2.7353
5565,2015-03-28,00:00:00.00,0.263304,17.1711,9.45,4.86413,3.48448,2.57197
5566,2015-03-29,00:00:00.00,0.038999,14.7397,7.59,4.19931,3.00623,2.20324
5567,2015-03-30,00:00:00.00,1.04802,13.7466,7.66,3.96817,2.84672,2.08268
5568,2015-03-31,00:00:00.00,2.75226,13.3416,9.1,3.88262,2.7894,2.03945
5569,2015-04-01,00:00:00.00,0.100997,13.2303,9.19,3.8701,2.78319,2.03461
5570,2015-04-02,00:00:00.00,0.221226,12.4965,9.43,3.68451,2.65335,1.93767
5571,2015-04-03,00:00:00.00,7.06636,12.7044,10.2,3.78606,2.73504,1.9931
5572,2015-04-04,00:00:00.00,1.7454,30.6822,16.6,10.2113,7.49136,5.35967
5573,2015-04-05,00:00:00.00,0.484211,54.9538,20.9,19.2192,14.1679,10.0348
5574,2015-04-06,00:00:00.00,0.352281,50.455,16.2,18.0134,13.2437,9.22192
5575,2015-04-07,00:00:00.00,0.45326,42.4936,12.5,15.7911,12.1935,10.2619
5576,2015-04-08,00:00:00.00,0.11532,45.3845,11.5,17.4053,14.2012,14.0451
5577,2015-04-09,00:00:00.00,4.48014,41.0865,12.1,15.7192,12.7914,12.3292
5578,2015-04-10,00:00:00.00,5.84351,37.4192,15.5,14.198,11.2614,9.65856
5579,2015-04-11,00:00:00.00,7.29602,37.485,28,14.1353,11.0982,8.89397
5580,2015-04-12,00:00:00.00,0.0127128,35.66,36.6,13.2851,10.3363,7.97635
5581,2015-04-13,00:00:00.00,0.0399733,30.6337,22.6,11.3184,8.74586,6.6782
5582,2015-04-14,00:00:00.00,3.3891,26.199,17.6,9.66901,7.45128,5.67036
5583,2015-04-15,00:00:00.00,0.0612167,23.643,20.2,8.72184,6.70941,5.06323
5584,2015-04-16,00:00:00.00,0.00884394,21.4088,19.1,7.86691,6.03176,4.52775
5585,2015-04-17,00:00:00.00,1.30834,19.4963,15.2,7.12928,5.44632,4.07306
5586,2015-04-18,00:00:00.00,0.532297,17.9675,13.5,6.55138,4.99291,3.72072
5587,2015-04-19,00:00:00.00,0.00189354,16.6718,12.8,6.06504,4.61335,3.42745
5588,2015-04-20,00:00:00.00,0.0102552,15.5509,11.6,5.64645,4.28805,3.17753
5589,2015-04-21,00:00:00.00,11.2925,17.4422,13.9,6.35863,4.81223,3.50997
5590,2015-04-22,00:00:00.00,1.60714,20.7702,24,7.60827,5.74177,4.12503
5591,2015-04-23,00:00:00.00,1.10525,19.485,18.7,7.13422,5.38725,3.87636
5592,2015-04-24,00:00:00.00,0.127297,16.6387,16.7,6.07286,4.58916,3.32132
5593,2015-04-25,00:00:00.00,0.0349742,15.4868,14.2,5.63907,4.25511,3.07698
5594,2015-04-26,00:00:00.00,0.068069,14.5379,12.1,5.28424,3.98389,2.88061
5595,2015-04-27,00:00:00.00,0.0769611,13.7012,10.8,4.97282,3.74641,2.70871
5596,2015-04-28,00:00:00.00,0.373851,12.9575,9.92,4.69728,3.53677,2.55685
5597,2015-04-29,00:00:00.00,0.084496,12.2877,9.38,4.45016,3.34908,2.42092
5598,2015-04-30,00:00:00.00,0.0976653,11.6736,8.87,4.22435,3.17779,2.29679
5599,2015-05-01,00:00:00.00,1.38386,11.1131,8.47,4.01904,3.0222,2.18385
5600,2015-05-02,00:00:00.00,0.0288063,10.6015,8.12,3.83239,2.88087,2.08115
5601,2015-05-03,00:00:00.00,0.00883826,10.1224,7.73,3.65777,2.74877,1.98515
5602,2015-05-04,00:00:00.00,0.00675102,9.66666,7.3,3.49179,2.62331,1.89401
5603,2015-05-05,00:00:00.00,0.164238,9.23597,7.1,3.33501,2.50487,1.80809
5604,2015-05-06,00:00:00.00,0.0531651,8.83493,6.77,3.18888,2.39452,1.72821
5605,2015-05-07,00:00:00.00,0.0179679,8.46161,6.69,3.05293,2.29191,1.65395
5606,2015-05-08,00:00:00.00,0.0955573,8.10807,6.54,2.92429,2.19484,1.58373
5607,2015-05-09,00:00:00.00,2.81215,7.77441,6.26,2.80285,2.10323,1.51747
5608,2015-05-10,00:00:00.00,8.05949,8.07926,6,2.88108,2.16542,1.54677
5609,2015-05-11,00:00:00.00,4.44429,9.00025,5.81,3.14729,2.37422,1.67032
5610,2015-05-12,00:00:00.00,8.53244,9.65306,7.04,3.32969,2.5203,1.77032
5611,2015-05-13,00:00:00.00,1.01448,9.83322,7.93,3.37446,2.55666,1.80441
5612,2015-05-14,00:00:00.00,0.0360858,9.12516,7.15,3.14746,2.38183,1.68405
5613,2015-05-15,00:00:00.00,0.0437811,8.23944,6.32,2.86334,2.16418,1.53243
5614,2015-05-16,00:00:00.00,2.05642,7.87748,5.81,2.74174,2.07107,1.4675
5615,2015-05-17,00:00:00.00,0.12699,7.55782,5.61,2.63393,1.98863,1.41002
5616,2015-05-18,00:00:00.00,0.388436,7.2566,5.4,2.53191,1.91069,1.35563
5617,2015-05-19,00:00:00.00,0.453438,6.96671,5.13,2.43331,1.8354,1.30293
5618,2015-05-20,00:00:00.00,0.0664113,6.69279,4.75,2.33995,1.76416,1.25291
5619,2015-05-21,00:00:00.00,0.165886,6.4367,4.49,2.25243,1.69742,1.20598
5620,2015-05-22,00:00:00.00,0.0393231,6.1974,4.35,2.17057,1.63506,1.16205
5621,2015-05-23,00:00:00.00,0.874243,5.97373,4.15,2.09424,1.57697,1.12098
5622,2015-05-24,00:00:00.00,0.513519,5.76391,3.91,2.02268,1.52253,1.08236
5623,2015-05-25,00:00:00.00,0.056971,5.56273,3.95,1.95366,1.47004,1.04511
5624,2015-05-26,00:00:00.00,1.99511,5.37018,4.01,1.88725,1.41957,1.00931
5625,2015-05-27,00:00:00.00,0.285688,5.19003,4.52,1.82503,1.37231,0.97578
5626,2015-05-28,00:00:00.00,9.16189,5.62639,4.8,2.02248,1.52386,1.07331
5627,2015-05-29,00:00:00.00,0.270734,6.41606,5.23,2.36886,1.78909,1.24581
5628,2015-05-30,00:00:00.00,0.0668465,6.04758,5.28,2.22537,1.68036,1.17207
5629,2015-05-31,00:00:00.00,14.2542,6.41158,4.6,2.28085,1.7233,1.20446
5630,2015-06-01,00:00:00.00,23.2013,11.0398,4.9,3.8206,2.88153,2.04649
5631,2015-06-02,00:00:00.00,0.38976,15.2874,6.07,5.26882,3.96006,2.86534
5632,2015-06-03,00:00:00.00,0.016552,13.2509,5.27,4.58813,3.44883,2.50306
5633,2015-06-04,00:00:00.00,0.00879736,10.206,4.65,3.54804,2.67335,1.92529
5634,2015-06-05,00:00:00.00,0.00395043,9.51962,4.05,3.31375,2.49463,1.79558
5635,2015-06-06,00:00:00.00,1.96033,8.9604,4.18,3.12274,2.3488,1.68996
5636,2015-06-07,00:00:00.00,0.0702458,8.46228,4.94,2.95265,2.21919,1.59589
5637,2015-06-08,00:00:00.00,3.0424,8.0138,4.57,2.79927,2.10251,1.51128
5638,2015-06-09,00:00:00.00,42.7047,14.706,5.7,5.18845,3.87953,2.76716
5639,2015-06-10,00:00:00.00,2.31813,25.4337,12.1,8.9866,6.70161,4.75945
5640,2015-06-11,00:00:00.00,0.774834,23.7612,9.1,8.35075,6.22811,4.42302
5641,2015-06-12,00:00:00.00,0.107907,17.2127,6.83,6.02865,4.50195,3.20297
5642,2015-06-13,00:00:00.00,4.42706,15.8607,6.96,5.47431,4.09028,2.89094
5643,2015-06-14,00:00:00.00,0.113157,15.1275,22.5,5.077,3.7985,2.65684
5644,2015-06-15,00:00:00.00,3.93861,14.1696,18.8,4.81632,3.59634,2.48582
5645,2015-06-16,00:00:00.00,3.28982,13.2808,20.2,4.65296,3.46254,2.35925
5646,2015-06-17,00:00:00.00,0.0772873,12.2896,19.1,4.31402,3.20928,2.19081
5647,2015-06-18,00:00:00.00,0.00975375,11.2609,20.3,3.93176,2.92682,2.01779
5648,2015-06-19,00:00:00.00,1.09862,10.5065,12.7,3.67152,2.73241,1.88719
5649,2015-06-20,00:00:00.00,0.557709,9.84558,9.1,3.44399,2.56244,1.77224
5650,2015-06-21,00:00:00.00,0.15804,9.25745,6.9,3.24128,2.41108,1.66954
5651,2015-06-22,00:00:00.00,0.0967513,8.72704,5.67,3.05808,2.27435,1.57654
5652,2015-06-23,00:00:00.00,0.016243,8.24641,5.6,2.89179,2.15027,1.49195
5653,2015-06-24,00:00:00.00,18.9181,10.016,26.2,3.51156,2.60605,1.8074
5654,2015-06-25,00:00:00.00,0.00399208,12.9721,19.3,4.546,3.36728,2.33447
5655,2015-06-26,00:00:00.00,0.0659055,12.0164,10.9,4.21222,3.12059,2.16356
5656,2015-06-27,00:00:00.00,0.00542589,9.74996,9.29,3.42022,2.53645,1.75909
5657,2015-06-28,00:00:00.00,35.2357,15.0667,8.07,5.54838,4.10055,2.8361
5658,2015-06-29,00:00:00.00,26.1956,31.3645,27,12.0371,8.86656,6.08927
5659,2015-06-30,00:00:00.00,0.27707,40.1605,51.1,15.5393,11.4351,7.82686
5660,2015-07-01,00:00:00.00,6.26601,33.7249,38.9,13.0973,9.62407,6.57758
5661,2015-07-02,00:00:00.00,8.91925,29.7024,32.5,11.4295,8.34996,5.68876
5662,2015-07-03,00:00:00.00,0.038693,28.866,21.2,10.7641,7.82904,5.32966
5663,2015-07-04,00:00:00.00,0.698967,24.9089,14.2,9.17397,6.68161,4.5679
5664,2015-07-05,00:00:00.00,0.272689,21.0586,10.7,7.79025,5.69042,3.90871
5665,2015-07-06,00:00:00.00,0.0129859,18.7136,8.8,6.90108,5.0473,3.4767
5666,2015-07-07,00:00:00.00,0.0620069,16.8284,7.7,6.18867,4.53071,3.12772
5667,2015-07-08,00:00:00.00,5.77962,15.4669,7.66,5.62965,4.12195,2.84054
5668,2015-07-09,00:00:00.00,0.0135785,14.4467,17.4,5.18138,3.79216,2.60206
5669,2015-07-10,00:00:00.00,5.48097,13.6551,14.1,4.91482,3.59298,2.45218
5670,2015-07-11,00:00:00.00,0.00770039,13.0678,9.96,4.75666,3.47149,2.35315
5671,2015-07-12,00:00:00.00,0.00932312,12.1189,7.62,4.40871,3.2197,2.18663
5672,2015-07-13,00:00:00.00,0.0178084,11.0821,6.54,4.01784,2.93941,2.00872
5673,2015-07-14,00:00:00.00,0.120567,10.3459,5.89,3.7479,2.7437,1.87838
5674,2015-07-15,00:00:00.00,18.8008,12.4314,5.18,4.53373,3.31785,2.22794
5675,2015-07-16,00:00:00.00,0.755305,15.9292,5.24,5.84526,4.27607,2.81898
5676,2015-07-17,00:00:00.00,0.0248191,14.7369,5.88,5.4074,3.9566,2.61047
5677,2015-07-18,00:00:00.00,16.1931,14.5531,5.07,5.22727,3.81909,2.52479
5678,2015-07-19,00:00:00.00,0.275618,17.4076,5.18,6.11593,4.46107,2.93843
5679,2015-07-20,00:00:00.00,0.362987,16.028,4.81,5.63025,4.10851,2.71204
5680,2015-07-21,00:00:00.00,0.0797126,13.2797,4.35,4.70622,3.43866,2.2807
5681,2015-07-22,00:00:00.00,0.248711,12.2129,3.71,4.33111,3.16699,2.10908
5682,2015-07-23,00:00:00.00,0.0660912,11.3264,3.44,4.01828,2.94016,1.96494
5683,2015-07-24,00:00:00.00,0.0492503,10.5531,3.36,3.74527,2.74195,1.83819
5684,2015-07-25,00:00:00.00,0.0654252,9.86907,3.27,3.50349,2.56621,1.72517
5685,2015-07-26,00:00:00.00,6.20443,9.54068,3.1,3.37078,2.46781,1.65449
5686,2015-07-27,00:00:00.00,0.0139097,9.41521,3.07,3.30174,2.41479,1.60954
5687,2015-07-28,00:00:00.00,0.182142,8.84804,2.84,3.10581,2.27254,1.51869
5688,2015-07-29,00:00:00.00,0.182948,8.16448,2.3,2.87811,2.10811,1.41714
5689,2015-07-30,00:00:00.00,0.235586,7.71885,2.11,2.72264,1.99498,1.34405
5690,2015-07-31,00:00:00.00,0.0955891,7.31863,2.25,2.58262,1.89301,1.27784
5691,2015-08-01,00:00:00.00,0.0836034,6.95501,2.36,2.45531,1.80026,1.21741
5692,2015-08-02,00:00:00.00,0.0266004,6.62298,2.59,2.33895,1.71545,1.16196
5693,2015-08-03,00:00:00.00,0.501433,6.31765,3.05,2.23178,1.63729,1.11073
5694,2015-08-04,00:00:00.00,15.9957,7.33611,5.53,2.68195,1.98823,1.37169
5695,2015-08-05,00:00:00.00,6.21111,9.51592,5.13,3.58925,2.68954,1.8894
5696,2015-08-06,00:00:00.00,0.14709,9.51306,4.22,3.55769,2.66586,1.87556
5697,2015-08-07,00:00:00.00,0.167304,7.94656,3.81,2.92383,2.18113,1.52306
5698,2015-08-08,00:00:00.00,0.0468324,7.20417,3.49,2.65416,1.97806,1.3786
5699,2015-08-09,00:00:00.00,0.33387,6.84167,3.19,2.51726,1.87532,1.30764
5700,2015-08-10,00:00:00.00,0.235365,6.51821,3.25,2.39508,1.78371,1.2444
5701,2015-08-11,00:00:00.00,7.47714,6.65645,3.44,2.45263,1.82608,1.27471
5702,2015-08-12,00:00:00.00,1.854,7.05306,4.4,2.6101,1.94283,1.35707
5703,2015-08-13,00:00:00.00,0.0638921,6.66061,4.42,2.46173,1.83213,1.27991
5704,2015-08-14,00:00:00.00,0.173622,6.0221,3.82,2.21784,1.65045,1.15296
5705,2015-08-15,00:00:00.00,3.33953,5.87894,3.84,2.18349,1.62769,1.13751
5706,2015-08-16,00:00:00.00,0.854586,5.83096,4.26,2.19604,1.64157,1.14764
5707,2015-08-17,00:00:00.00,0.387057,5.57015,3.83,2.09091,1.56201,1.0922
5708,2015-08-18,00:00:00.00,0.391741,5.24873,3.36,1.95103,1.45476,1.01733
5709,2015-08-19,00:00:00.00,12.9049,5.91672,2.97,2.21426,1.65372,1.1522
5710,2015-08-20,00:00:00.00,0.703056,7.09356,3.64,2.67606,2.00236,1.38939
5711,2015-08-21,00:00:00.00,6.43697,6.97102,3.85,2.59883,1.94587,1.35097
5712,2015-08-22,00:00:00.00,0.50218,6.50917,4.41,2.36958,1.77518,1.23548
5713,2015-08-23,00:00:00.00,0.280363,6.14274,3.85,2.2398,1.67722,1.16764
5714,2015-08-24,00:00:00.00,0.105162,5.59031,3.47,2.05894,1.54022,1.07228
5715,2015-08-25,00:00:00.00,4.23394,5.47705,3.29,2.02533,1.51388,1.05709
5716,2015-08-26,00:00:00.00,0.385927,5.45425,3.06,2.02999,1.51592,1.06308
5717,2015-08-27,00:00:00.00,1.00083,5.22205,3.04,1.93959,1.4482,1.01526
5718,2015-08-28,00:00:00.00,0.487705,4.93074,3.18,1.82181,1.36048,0.951791
5719,2015-08-29,00:00:00.00,0.738483,4.75309,3.14,1.75424,1.30967,0.916444
5720,2015-08-30,00:00:00.00,0.0684168,4.58805,3.05,1.69163,1.26261,0.883796
5721,2015-08-31,00:00:00.00,0.0568359,4.43242,3.03,1.63268,1.21831,0.853062
5722,2015-09-01,00:00:00.00,0.0552947,4.2853,2.93,1.57708,1.17655,0.82406
5723,2015-09-02,00:00:00.00,0.247733,4.14588,2.87,1.52448,1.13706,0.796609
5724,2015-09-03,00:00:00.00,5.6482,4.18214,2.83,1.5728,1.17418,0.811868
5725,2015-09-04,00:00:00.00,5.44095,4.50935,2.84,1.74898,1.30452,0.87834
5726,2015-09-05,00:00:00.00,5.87966,4.86547,2.96,1.90765,1.41641,0.948833
5727,2015-09-06,00:00:00.00,0.332807,4.89408,3.09,1.95001,1.44577,0.983748
5728,2015-09-07,00:00:00.00,0.179768,4.48516,2.96,1.78099,1.32324,0.906235
5729,2015-09-08,00:00:00.00,0.0745267,4.10817,2.88,1.59535,1.1864,0.811125
5730,2015-09-09,00:00:00.00,11.9231,4.59039,2.9,1.77032,1.31776,0.890805
5731,2015-09-10,00:00:00.00,2.4051,5.47662,3.25,2.10635,1.57038,1.04178
5732,2015-09-11,00:00:00.00,0.366496,5.1582,3.73,2.00341,1.49477,0.984828
5733,2015-09-12,00:00:00.00,0.0385241,4.3959,3.45,1.71626,1.27984,0.850168
5734,2015-09-13,00:00:00.00,11.3288,4.91721,3.21,1.85468,1.38776,0.930235
5735,2015-09-14,00:00:00.00,6.97272,6.3604,3.41,2.18018,1.64048,1.10424
5736,2015-09-15,00:00:00.00,0.0909102,6.6883,3.34,2.09878,1.58028,1.06399
5737,2015-09-16,00:00:00.00,0.132648,5.67956,3.18,1.81672,1.3642,0.916456
5738,2015-09-17,00:00:00.00,0.101279,5.04567,2.95,1.7174,1.28794,0.865709
5739,2015-09-18,00:00:00.00,0.0234503,4.84899,2.8,1.65607,1.24141,0.835664
5740,2015-09-19,00:00:00.00,1.62712,4.67565,2.76,1.59947,1.19853,0.807911
5741,2015-09-20,00:00:00.00,6.70265,4.83003,2.88,1.69942,1.27274,0.860613
5742,2015-09-21,00:00:00.00,0.153115,5.17719,3.16,1.89062,1.41502,0.960491
5743,2015-09-22,00:00:00.00,0.0277841,4.91196,3.74,1.78466,1.33579,0.906378
5744,2015-09-23,00:00:00.00,0.177509,4.4543,2.94,1.58433,1.18619,0.803369
5745,2015-09-24,00:00:00.00,0.120013,4.29991,2.88,1.52868,1.14416,0.775768
5746,2015-09-25,00:00:00.00,0.118751,4.16117,2.69,1.47951,1.107,0.751428
5747,2015-09-26,00:00:00.00,0.0751793,4.03018,2.7,1.43309,1.07195,0.728397
5748,2015-09-27,00:00:00.00,0.0147135,3.9066,2.73,1.38929,1.03889,0.706633
5749,2015-09-28,00:00:00.00,0.0175681,3.78955,2.68,1.34778,1.00758,0.685987
5750,2015-09-29,00:00:00.00,0.288385,3.67869,2.72,1.30845,0.977935,0.6664
5751,2015-09-30,00:00:00.00,3.43559,3.68468,2.69,1.32539,0.99118,0.672847
5752,2015-10-01,00:00:00.00,0.27977,3.76243,2.84,1.37653,1.03046,0.695202
5753,2015-10-02,00:00:00.00,0.124254,3.62039,2.66,1.31985,0.987667,0.667603
5754,2015-10-03,00:00:00.00,0.12749,3.41129,2.61,1.22986,0.919506,0.624618
5755,2015-10-04,00:00:00.00,1.1574,3.3233,2.59,1.19796,0.894668,0.608853
5756,2015-10-05,00:00:00.00,0.742678,3.24597,2.65,1.17056,0.872769,0.595292
5757,2015-10-06,00:00:00.00,0.0233217,3.16246,2.84,1.14017,0.850258,0.580135
5758,2015-10-07,00:00:00.00,0.0402354,3.07895,3.04,1.1095,0.82806,0.564795
5759,2015-10-08,00:00:00.00,0.0991679,3.00374,3.05,1.08222,0.807586,0.551174
5760,2015-10-09,00:00:00.00,1.35652,2.93287,2.91,1.05628,0.78811,0.538219
5761,2015-10-10,00:00:00.00,8.04217,3.23918,3.73,1.16287,0.868226,0.592381
5762,2015-10-11,00:00:00.00,0.157174,3.77734,4.52,1.35131,1.00977,0.688137
5763,2015-10-12,00:00:00.00,0.0142208,3.53817,3.82,1.26741,0.947005,0.645354
5764,2015-10-13,00:00:00.00,0.0393321,3.05364,3.36,1.09719,0.819435,0.558705
5765,2015-10-14,00:00:00.00,0.226135,2.97037,3.14,1.06722,0.79691,0.543697
5766,2015-10-15,00:00:00.00,0.169246,2.90105,3.1,1.04221,0.778108,0.531184
5767,2015-10-16,00:00:00.00,1.09308,2.83509,3.13,1.01843,0.760245,0.519279
5768,2015-10-17,00:00:00.00,0.436982,2.77207,3.15,0.995695,0.743181,0.507901
5769,2015-10-18,00:00:00.00,0.339039,2.71177,3.33,0.973957,0.726873,0.497017
5770,2015-10-19,00:00:00.00,0.0754644,2.65404,3.39,0.953165,0.711276,0.486595
5771,2015-10-20,00:00:00.00,0.44573,2.59847,3.4,0.933149,0.696256,0.47655
5772,2015-10-21,00:00:00.00,2.06097,2.57247,3.36,0.928435,0.693116,0.473678
5773,2015-10-22,00:00:00.00,0.926549,2.56595,3.37,0.933633,0.697661,0.47548
5774,2015-10-23,00:00:00.00,0.210703,2.50264,3.46,0.908496,0.678637,0.463055
5775,2015-10-24,00:00:00.00,0.00578682,2.42242,3.45,0.874157,0.652447,0.446327
5776,2015-10-25,00:00:00.00,5.07048,2.54622,3.44,0.920743,0.687787,0.469725
5777,2015-10-26,00:00:00.00,1.13036,2.78677,4.09,1.01082,0.756119,0.515327
5778,2015-10-27,00:00:00.00,0.216427,2.66454,4.59,0.965659,0.722359,0.493004
5779,2015-10-28,00:00:00.00,0.0595448,2.41552,4.04,0.873534,0.65286,0.446335
5780,2015-10-29,00:00:00.00,30.1628,4.15264,4.16,1.5514,1.16606,0.792342
5781,2015-10-30,00:00:00.00,0.628581,7.06903,6.83,2.68818,2.02664,1.37359
5782,2015-10-31,00:00:00.00,0.422887,6.23686,6.29,2.37331,1.79062,1.21044
5783,2015-11-01,00:00:00.00,1.61882,4.19281,5.01,1.58917,1.1994,0.807409
5784,2015-11-02,00:00:00.00,3.72701,4.31661,4.95,1.63507,1.2348,0.831954
5785,2015-11-03,00:00:00.00,0.0616915,4.54267,5.48,1.70929,1.29184,0.870965
5786,2015-11-04,00:00:00.00,0.202794,4.30234,4.95,1.61589,1.2207,0.823214
5787,2015-11-05,00:00:00.00,0.186799,3.96537,4.45,1.49306,1.12689,0.760278
5788,2015-11-06,00:00:00.00,0.319561,3.85039,4.14,1.44812,1.09247,0.737772
5789,2015-11-07,00:00:00.00,6.44649,4.15437,4.09,1.56654,1.18285,0.798413
5790,2015-11-08,00:00:00.00,0.603251,4.70992,4.19,1.78094,1.34629,0.908143
5791,2015-11-09,00:00:00.00,0.0552868,4.45514,4.13,1.6814,1.27084,0.857211
5792,2015-11-10,00:00:00.00,0.121938,3.93456,4.09,1.48167,1.11908,0.75506
5793,2015-11-11,00:00:00.00,0.664064,3.81632,4,1.43664,1.08458,0.732527
5794,2015-11-12,00:00:00.00,0.796634,3.73086,5.18,1.40391,1.05958,0.715585
5795,2015-11-13,00:00:00.00,2.85047,3.81608,6.76,1.43161,1.08039,0.735014
5796,2015-11-14,00:00:00.00,1.78213,4.06148,6.17,1.50317,1.133,0.787693
5797,2015-11-15,00:00:00.00,0.0996205,4.03658,6.48,1.47564,1.1103,0.781519
5798,2015-11-16,00:00:00.00,0.121721,3.74893,6.1,1.37742,1.03659,0.722593
