time,date,hour,precip [mm/day],sub7078 [m3/s],sub7079 [m3/s],sub7080 [m3/s],sub7081 [m3/s],sub7082 [m3/s],sub7082 (observed) [m3/s]
1015,2002-10-12,00:00:00.00,0.0424204,2.26669,1.33073,0.729691,1.42242,8.64523,1.89
1016,2002-10-13,00:00:00.00,0.0454094,2.22024,1.30326,0.714275,1.39192,8.46603,1.86
1017,2002-10-14,00:00:00.00,5.07165,2.20409,1.30232,0.707477,1.37914,8.43779,1.99
1018,2002-10-15,00:00:00.00,0.130703,2.27341,1.37783,0.724837,1.41596,8.83673,1.9
1019,2002-10-16,00:00:00.00,0.0659936,2.28705,1.40291,0.726703,1.42097,8.95484,1.82
1020,2002-10-17,00:00:00.00,0.0398749,2.18771,1.32592,0.696979,1.36108,8.50422,1.84
1021,2002-10-18,00:00:00.00,0.293905,2.11618,1.2732,0.675072,1.31716,8.19039,1.81
1022,2002-10-19,00:00:00.00,7.63792,2.13194,1.28565,0.678528,1.32463,8.30801,2.09
1023,2002-10-20,00:00:00.00,8.45632,2.41915,1.45691,0.765654,1.50046,9.65531,4.07
1024,2002-10-21,00:00:00.00,0.669747,2.89127,1.67601,0.91823,1.80682,11.5704,3.76
1025,2002-10-22,00:00:00.00,0.813222,2.93125,1.65459,0.93618,1.843,11.6211,3.46
1026,2002-10-23,00:00:00.00,8.88852,2.71246,1.54997,0.861063,1.69479,10.8815,4.02
1027,2002-10-24,00:00:00.00,0.0679423,2.92094,1.67479,0.910429,1.79977,12.1521,6.01
1028,2002-10-25,00:00:00.00,0.0761344,3.04682,1.7434,0.943024,1.86816,12.8575,4.2
1029,2002-10-26,00:00:00.00,5.38511,2.87946,1.65924,0.898129,1.77552,11.9661,3.24
1030,2002-10-27,00:00:00.00,6.75813,3.13297,1.81169,0.988842,1.95244,12.7858,3.81
1031,2002-10-28,00:00:00.00,0.0813732,3.68029,2.05414,1.181,2.33031,14.7906,3.9
1032,2002-10-29,00:00:00.00,0.0968509,3.70911,2.01501,1.19829,2.36353,14.8406,3.76
1033,2002-10-30,00:00:00.00,0.116514,3.33853,1.83701,1.07208,2.11493,13.4267,3.21
1034,2002-10-31,00:00:00.00,0.048274,3.13668,1.74463,1.00317,1.97845,12.6366,3.35
1035,2002-11-01,00:00:00.00,1.87143,3.05966,1.71482,0.976697,1.92446,12.3471,3.68
1036,2002-11-02,00:00:00.00,2.38652,3.04676,1.75483,0.965708,1.9009,12.5095,4.36
1037,2002-11-03,00:00:00.00,0.590586,3.07333,1.81618,0.962268,1.8963,12.9788,4.06
1038,2002-11-04,00:00:00.00,0.302213,3.01929,1.78111,0.941732,1.85785,12.8578,3.81
1039,2002-11-05,00:00:00.00,0.296821,2.9011,1.69296,0.909421,1.79188,12.2079,3.74
1040,2002-11-06,00:00:00.00,5.1782,2.90992,1.69498,0.915346,1.80155,12.0798,3.79
1041,2002-11-07,00:00:00.00,1.40838,3.24295,1.90356,1.02414,2.01367,13.2192,3.93
1042,2002-11-08,00:00:00.00,0.880234,3.43142,2.03035,1.08405,2.13059,13.9129,4.2
1043,2002-11-09,00:00:00.00,0.0558833,3.21927,1.90043,1.01187,1.99574,13.1338,4.31
1044,2002-11-10,00:00:00.00,0.00748295,3.03318,1.77887,0.950925,1.88083,12.3765,4.27
1045,2002-11-11,00:00:00.00,19.9461,3.38377,2.03894,1.06433,2.09663,13.6891,4.51
1046,2002-11-12,00:00:00.00,12.8539,5.59318,3.61714,1.76326,3.45507,22.4555,5.15
1047,2002-11-13,00:00:00.00,0.183779,7.99795,5.23111,2.50017,4.90087,32.8493,5.68
1048,2002-11-14,00:00:00.00,0.217682,7.77957,5.0077,2.41444,4.7425,32.6078,6.26
1049,2002-11-15,00:00:00.00,1.4198,6.54066,4.21392,2.03336,3.99473,27.3169,7.28
1050,2002-11-16,00:00:00.00,2.46669,6.07774,4.04457,1.89038,3.71051,25.266,6.78
1051,2002-11-17,00:00:00.00,1.59048,6.08341,4.1905,1.88668,3.70108,25.2576,5.89
1052,2002-11-18,00:00:00.00,6.15351,5.95732,4.25718,1.83809,3.60392,25.002,5.34
1053,2002-11-19,00:00:00.00,0.459922,5.67206,4.61114,1.72333,3.3762,24.9886,4.98
1054,2002-11-20,00:00:00.00,4.93933,5.57118,4.86931,1.67506,3.28025,25.2412,5.06
1055,2002-11-21,00:00:00.00,0.727171,6.13911,4.93362,1.85587,3.63739,27.0728,5
1056,2002-11-22,00:00:00.00,2.02869,7.29432,4.9934,2.23027,4.37816,30.6242,4.92
1057,2002-11-23,00:00:00.00,5.02011,7.89789,5.0949,2.42609,4.76795,32.2217,4.93
1058,2002-11-24,00:00:00.00,0.5745,8.40894,5.74692,2.60429,5.1043,33.3822,4.77
1059,2002-11-25,00:00:00.00,0.568761,8.44152,5.8279,2.63552,5.15018,32.8402,4.61
1060,2002-11-26,00:00:00.00,1.25941,7.60413,5.20226,2.36314,4.61805,30.006,4.77
1061,2002-11-27,00:00:00.00,0.286198,7.13629,4.87236,2.20567,4.31227,28.488,4.64
1062,2002-11-28,00:00:00.00,0.642021,6.82592,4.63902,2.10686,4.11789,27.2428,4.44
1063,2002-11-29,00:00:00.00,0.931715,6.42867,4.32233,1.98655,3.87979,25.5706,4.18
1064,2002-11-30,00:00:00.00,5.04018,6.26764,4.19152,1.93231,3.77084,25.0833,4.12
1065,2002-12-01,00:00:00.00,5.00958,6.86574,4.62871,2.08918,4.072,28.065,4.84
1066,2002-12-02,00:00:00.00,6.117,7.74708,5.26225,2.32852,4.53431,32.1338,5.09
1067,2002-12-03,00:00:00.00,3.88264,7.62861,5.16227,2.29123,4.46087,31.5851,4.18
1068,2002-12-04,00:00:00.00,0.762816,6.89502,4.62596,2.0805,4.05054,28.3262,6.01
1069,2002-12-05,00:00:00.00,0.485783,6.42611,4.2792,1.94427,3.78451,26.261,8.09
1070,2002-12-06,00:00:00.00,0.428615,6.12216,4.05003,1.85508,3.60982,24.9239,8.56
1071,2002-12-07,00:00:00.00,0.800745,5.85644,3.85239,1.77682,3.45664,23.7671,8.09
1072,2002-12-08,00:00:00.00,1.10904,5.62717,3.68105,1.70651,3.31949,22.8528,7.78
1073,2002-12-09,00:00:00.00,1.60303,5.44648,3.53829,1.64304,3.19689,22.3654,7.88
1074,2002-12-10,00:00:00.00,0.707106,5.26966,3.40571,1.58537,3.08503,21.7633,7.57
1075,2002-12-11,00:00:00.00,0.376453,5.0782,3.27535,1.5327,2.98167,20.8281,8.4
1076,2002-12-12,00:00:00.00,0.237573,4.90906,3.16024,1.48452,2.88738,20.0359,8.86
1077,2002-12-13,00:00:00.00,0.295763,4.75902,3.05697,1.44022,2.8012,19.7116,8.87
1078,2002-12-14,00:00:00.00,0.364045,4.62106,2.96335,1.39936,2.72223,20.5101,8.7
1079,2002-12-15,00:00:00.00,0.450754,4.51227,2.88791,1.36795,2.66159,20.77,8.7
1080,2002-12-16,00:00:00.00,4.77795,4.66384,3.06089,1.40583,2.73546,21.1215,8.6
1081,2002-12-17,00:00:00.00,0.925343,5.41553,3.95709,1.57798,3.06962,25.8409,8.55
1082,2002-12-18,00:00:00.00,0.463806,5.72567,4.40131,1.63766,3.18511,28.1361,8.5
1083,2002-12-19,00:00:00.00,3.04601,5.33535,3.98992,1.53996,2.9961,25.6189,8.8
1084,2002-12-20,00:00:00.00,17.801,6.45532,5.26058,1.80885,3.51961,30.8173,9.5
1085,2002-12-21,00:00:00.00,10.2371,13.5478,12.6147,3.62097,7.06535,62.8176,20
1086,2002-12-22,00:00:00.00,1.76224,25.2706,18.7862,7.26992,14.3038,106.43,48
1087,2002-12-23,00:00:00.00,0.902821,27.7829,16.8905,8.42779,16.6054,110.487,54
1088,2002-12-24,00:00:00.00,3.32261,21.8238,13.5768,6.6081,12.9552,87.7534,40.9
1089,2002-12-25,00:00:00.00,0.587603,18.0228,12.038,5.34261,10.4402,75.2031,27.7
1090,2002-12-26,00:00:00.00,5.96865,15.7595,11.147,4.62278,9.02,67.6913,22
1091,2002-12-27,00:00:00.00,0.462106,13.924,10.6906,4.1128,8.01891,62.2604,18.5
1092,2002-12-28,00:00:00.00,0.272114,12.5451,10.0215,3.72267,7.26315,57.3575,17.8
1093,2002-12-29,00:00:00.00,2.6383,11.5234,8.96426,3.41195,6.65914,51.7276,17.2
1094,2002-12-30,00:00:00.00,0.442622,10.8358,8.95419,3.15965,6.16285,49.4752,17
1095,2002-12-31,00:00:00.00,5.73812,10.7173,9.07056,3.09763,6.04348,49.1411,16.7
1096,2003-01-01,00:00:00.00,2.95226,13.3623,9.54224,3.97824,7.74484,56.0476,16.7
1097,2003-01-02,00:00:00.00,0.537263,19.8972,10.3673,6.23134,12.0835,71.2392,28.6
1098,2003-01-03,00:00:00.00,0.984848,21.5417,9.74657,6.87337,13.3087,72.3369,29.9
1099,2003-01-04,00:00:00.00,6.71411,17.4239,8.44068,5.51501,10.6794,60.4385,24
1100,2003-01-05,00:00:00.00,1.0984,14.8189,7.57238,4.65868,9.02193,52.7705,19.5
1101,2003-01-06,00:00:00.00,0.394663,13.3114,6.96891,4.17199,8.07842,48.0082,16
1102,2003-01-07,00:00:00.00,2.08213,12.1548,6.48285,3.80033,7.35832,44.2706,13
1103,2003-01-08,00:00:00.00,2.20827,11.2256,6.08022,3.50258,6.78179,41.2219,11
1104,2003-01-09,00:00:00.00,1.02392,10.4971,5.75126,3.27296,6.33457,38.8733,10
1105,2003-01-10,00:00:00.00,4.35588,10.4612,5.70496,3.22769,6.23466,39.389,10.2
1106,2003-01-11,00:00:00.00,4.05406,11.8748,6.26893,3.48601,6.72146,45.7632,9
1107,2003-01-12,00:00:00.00,3.82304,12.3263,6.44738,3.52192,6.79178,47.9245,8.2
1108,2003-01-13,00:00:00.00,1.0044,11.0383,5.90175,3.20144,6.17872,42.8197,8
1109,2003-01-14,00:00:00.00,2.42265,10.1151,5.50235,2.96681,5.72879,39.2092,7.65
1110,2003-01-15,00:00:00.00,1.82486,9.53088,5.24496,2.80974,5.42727,36.9715,7.45
1111,2003-01-16,00:00:00.00,3.34452,9.04313,5.02508,2.67636,5.17116,35.1072,7.15
1112,2003-01-17,00:00:00.00,0.469757,8.62382,4.83235,2.56042,4.94848,33.5049,6.95
1113,2003-01-18,00:00:00.00,0.81141,8.25918,4.66188,2.45863,4.75296,32.1117,6.75
1114,2003-01-19,00:00:00.00,1.08163,7.93885,4.50981,2.36849,4.57978,30.888,6.52
1115,2003-01-20,00:00:00.00,2.45925,7.655,4.37329,2.28806,4.42521,29.8039,6.4
1116,2003-01-21,00:00:00.00,2.00123,7.40169,4.25004,2.21583,4.28639,28.8365,6.25
1117,2003-01-22,00:00:00.00,1.59904,7.17451,4.13817,2.1507,4.1612,27.9687,6.05
1118,2003-01-23,00:00:00.00,1.56291,6.9699,4.03637,2.09178,4.04791,27.1871,5.98
1119,2003-01-24,00:00:00.00,2.23227,6.78496,3.94355,2.0383,3.94509,26.4804,5.8
1120,2003-01-25,00:00:00.00,0.314602,6.61683,3.85845,1.9895,3.85126,25.8376,5.75
1121,2003-01-26,00:00:00.00,2.76353,6.46259,3.77967,1.94459,3.76488,25.2473,5.6
1122,2003-01-27,00:00:00.00,3.94128,6.31992,3.70614,1.90293,3.68473,24.7006,5.5
1123,2003-01-28,00:00:00.00,0.401585,6.18773,3.6374,1.86423,3.61025,24.1935,5.38
1124,2003-01-29,00:00:00.00,2.08934,6.06537,3.57334,1.82833,3.54114,23.7238,5.24
1125,2003-01-30,00:00:00.00,1.29158,5.95113,3.51315,1.79475,3.47648,23.2847,5.15
1126,2003-01-31,00:00:00.00,0.402438,5.84346,3.4559,1.76304,3.41541,22.8701,5.05
1127,2003-02-01,00:00:00.00,0.623179,5.74153,3.4013,1.73299,3.35748,22.4773,5
1128,2003-02-02,00:00:00.00,1.45149,5.6922,3.36679,1.72038,3.33173,22.3212,4.95
1129,2003-02-03,00:00:00.00,0.645228,5.7861,3.38602,1.75577,3.39434,22.813,4.85
1130,2003-02-04,00:00:00.00,4.54678,5.9175,3.51126,1.7983,3.48316,23.3957,4.8
1131,2003-02-05,00:00:00.00,12.5589,6.9079,3.97772,2.09286,4.07706,27.1203,9.5
1132,2003-02-06,00:00:00.00,1.41171,9.94918,4.20866,3.01679,5.80597,38.5938,18.5
1133,2003-02-07,00:00:00.00,1.06914,11.259,3.93352,3.4204,6.52408,43.4608,20
1134,2003-02-08,00:00:00.00,0.508635,9.79651,3.74591,2.97724,5.69116,37.842,18.5
1135,2003-02-09,00:00:00.00,0.761913,8.86687,3.65402,2.6959,5.1654,34.25,17
1136,2003-02-10,00:00:00.00,1.85041,8.4248,3.57284,2.56437,4.91609,32.4894,16
1137,2003-02-11,00:00:00.00,2.27985,8.05691,3.49731,2.45459,4.70774,31.0334,14.8
1138,2003-02-12,00:00:00.00,0.378773,7.73342,3.4269,2.35764,4.52377,29.7639,13.8
1139,2003-02-13,00:00:00.00,3.96279,7.44725,3.3613,2.27157,4.36047,28.6485,13
1140,2003-02-14,00:00:00.00,1.05697,7.19262,3.30014,2.19477,4.21474,27.6613,12
1141,2003-02-15,00:00:00.00,0.295959,6.96477,3.24302,2.12587,4.08398,26.7817,11.4
1142,2003-02-16,00:00:00.00,0.635524,6.75984,3.18962,2.06376,3.9661,25.9936,10.5
1143,2003-02-17,00:00:00.00,1.36087,6.57469,3.13969,2.00754,3.85937,25.2837,9.95
1144,2003-02-18,00:00:00.00,0.746449,6.4065,3.09286,1.9564,3.76224,24.6404,9.5
1145,2003-02-19,00:00:00.00,2.16192,6.25147,3.04808,1.90923,3.67258,24.0482,9.1
1146,2003-02-20,00:00:00.00,0.402675,6.10639,3.00449,1.86505,3.58855,23.4945,8.8
1147,2003-02-21,00:00:00.00,0.235353,5.96957,2.96176,1.82335,3.50917,22.9735,8.5
1148,2003-02-22,00:00:00.00,0.252101,5.83993,2.91968,1.7838,3.4338,22.481,8.2
1149,2003-02-23,00:00:00.00,10.125,5.71766,2.87868,1.74647,3.36257,22.0181,8
1150,2003-02-24,00:00:00.00,9.09086,5.60229,2.83896,1.71122,3.29526,21.586,7.75
1151,2003-02-25,00:00:00.00,2.13063,5.49299,2.80046,1.67776,3.23138,21.1754,7.5
1152,2003-02-26,00:00:00.00,0.597814,5.39073,2.76378,1.64643,3.17156,20.7862,7.3
1153,2003-02-27,00:00:00.00,0.18726,5.29578,2.7292,1.61733,3.116,20.4256,7.1
1154,2003-02-28,00:00:00.00,0.270839,5.20677,2.69628,1.59006,3.0639,20.0884,7
1155,2003-03-01,00:00:00.00,0.278123,5.12205,2.66435,1.56411,3.01432,19.7673,6.8
1156,2003-03-02,00:00:00.00,0.14874,5.04023,2.63273,1.53906,2.96643,19.4567,6.6
1157,2003-03-03,00:00:00.00,1.63771,4.96042,2.60111,1.51465,2.91973,19.1529,6.45
1158,2003-03-04,00:00:00.00,0.404403,4.88354,2.57012,1.49116,2.87474,18.8598,6.25
1159,2003-03-05,00:00:00.00,3.14596,4.81086,2.54048,1.46895,2.83218,18.5828,6.15
1160,2003-03-06,00:00:00.00,7.73549,4.74043,2.5114,1.44741,2.79089,18.3147,6.09
1161,2003-03-07,00:00:00.00,0.159355,4.6716,2.48254,1.42636,2.7505,18.0528,6.05
1162,2003-03-08,00:00:00.00,0.8751,4.60584,2.4546,1.40625,2.71192,17.8026,6
1163,2003-03-09,00:00:00.00,8.4289,4.83513,2.6068,1.49898,2.89132,18.5596,5.95
1164,2003-03-10,00:00:00.00,0.510189,5.99023,3.32264,1.94608,3.75553,22.4558,5.87
1165,2003-03-11,00:00:00.00,0.117749,6.59693,3.70148,2.18285,4.21336,24.4865,5.8
1166,2003-03-12,00:00:00.00,0.112092,6.01613,3.35348,1.96447,3.79173,22.4896,5.76
1167,2003-03-13,00:00:00.00,2.33759,5.63733,3.13177,1.82379,3.52012,21.1805,5.72
1168,2003-03-14,00:00:00.00,0.352219,5.482,3.05066,1.76923,3.41476,20.6325,5.68
1169,2003-03-15,00:00:00.00,0.0553871,5.34627,2.98038,1.72206,3.32368,20.1503,5.64
1170,2003-03-16,00:00:00.00,0.0256603,5.21805,2.91376,1.6777,3.23801,19.6928,5.6
1171,2003-03-17,00:00:00.00,0.242552,11.1355,6.67638,3.55593,6.83701,41.7688,5.8
1172,2003-03-18,00:00:00.00,0.262861,72.2696,45.481,22.4413,43.1985,276.768,6.5
1173,2003-03-19,00:00:00.00,0.0202563,138.332,84.2879,41.8039,81.046,549.814,13
1174,2003-03-20,00:00:00.00,0.0209546,108.409,63.7689,32.3092,62.9076,438.663,30
1175,2003-03-21,00:00:00.00,4.42501,55.0729,32.3448,16.7356,32.4198,216.534,65
1176,2003-03-22,00:00:00.00,5.0975,40.4891,24.2657,12.4557,24.0478,156.942,140
1177,2003-03-23,00:00:00.00,1.35453,37.163,21.7562,11.5195,22.1821,141.228,300
1178,2003-03-24,00:00:00.00,0.178302,31.9189,18.0332,9.90485,19.0562,120.567,338
1179,2003-03-25,00:00:00.00,1.0079,25.4214,14.4985,7.86877,15.1506,97.2595,300
1180,2003-03-26,00:00:00.00,3.41893,21.7507,12.5035,6.72439,12.96,83.3163,308
1181,2003-03-27,00:00:00.00,0.385721,20.3856,11.7729,6.29646,12.1596,77.9136,312
1182,2003-03-28,00:00:00.00,0.10592,19.0223,11.0153,5.87138,11.3516,72.6459,236
1183,2003-03-29,00:00:00.00,5.18631,17.2043,9.96351,5.27125,10.2018,66.6766,149
1184,2003-03-30,00:00:00.00,12.2043,18.3769,10.629,5.48643,10.6769,74.9223,126
1185,2003-03-31,00:00:00.00,0.0611874,24.6026,14.2878,7.34031,14.2994,101.41,132
1186,2003-04-01,00:00:00.00,1.17625,26.2557,15.2974,7.93602,15.4196,106.136,104
1187,2003-04-02,00:00:00.00,2.01804,21.4813,12.5194,6.52268,12.6537,85.8181,76.3
1188,2003-04-03,00:00:00.00,1.8065,18.4812,10.7945,5.62118,10.8947,73.5854,65
1189,2003-04-04,00:00:00.00,0.994998,16.939,9.92561,5.15505,9.98153,67.878,60.4
1190,2003-04-05,00:00:00.00,10.023,15.7004,10.3655,4.77894,9.24653,64.9228,57.9
1191,2003-04-06,00:00:00.00,2.42489,14.4741,14.2711,4.41044,8.53041,66.7048,51.1
1192,2003-04-07,00:00:00.00,0.271249,13.4855,15.757,4.11377,7.95457,65.5955,44.1
1193,2003-04-08,00:00:00.00,2.18174,12.6856,12.8263,3.87262,7.48673,58.4468,39.6
1194,2003-04-09,00:00:00.00,0.533444,12.0094,10.909,3.66831,7.09039,53.3068,36.2
1195,2003-04-10,00:00:00.00,0.0451517,11.4268,9.78792,3.49182,6.74827,49.7124,33.9
1196,2003-04-11,00:00:00.00,0.117564,10.911,8.93999,3.33516,6.44488,46.7681,53
1197,2003-04-12,00:00:00.00,0.151308,12.0783,8.52779,3.70146,7.14965,49.1044,98.7
1198,2003-04-13,00:00:00.00,0.00640433,18.8806,8.98974,5.82616,11.2419,67.829,122
1199,2003-04-14,00:00:00.00,0.0403286,22.1658,9.02084,6.85609,13.2238,76.4701,99.9
1200,2003-04-15,00:00:00.00,0.131611,18.2836,8.14252,5.64945,10.897,64.6208,71.4
1201,2003-04-16,00:00:00.00,0.131146,15.6578,7.46579,4.83432,9.32484,56.4111,55
1202,2003-04-17,00:00:00.00,0.726874,14.1548,6.97283,4.36926,8.42739,51.4925,46.1
1203,2003-04-18,00:00:00.00,0.0406614,12.9683,6.54922,4.00169,7.71845,47.5538,38.9
1204,2003-04-19,00:00:00.00,6.85276,12.5165,6.47085,3.84883,7.43055,46.4938,34.5
1205,2003-04-20,00:00:00.00,0.0622523,13.6945,7.27329,4.16221,8.06298,52.2585,32.9
1206,2003-04-21,00:00:00.00,2.30052,13.9921,7.56415,4.22914,8.20576,54.1492,30.8
1207,2003-04-22,00:00:00.00,0.92462,12.4924,6.81511,3.78937,7.3435,48.2057,30.5
1208,2003-04-23,00:00:00.00,1.1506,11.3911,6.26421,3.46462,6.70748,43.8741,30.3
1209,2003-04-24,00:00:00.00,0.0131555,10.6597,5.907,3.24668,6.28214,41.0707,29.1
1210,2003-04-25,00:00:00.00,0.0565961,10.0419,5.60184,3.06167,5.92183,38.7149,26.1
1211,2003-04-26,00:00:00.00,0.0185476,9.49611,5.32881,2.89769,5.60277,36.6284,22.9
1212,2003-04-27,00:00:00.00,0.00645684,9.00497,5.07931,2.74966,5.31505,34.7513,21
1213,2003-04-28,00:00:00.00,0.0882209,8.56137,4.85045,2.61568,5.05479,33.0568,18.9
1214,2003-04-29,00:00:00.00,0.103371,8.15566,4.63791,2.49311,4.81669,31.5037,15.6
1215,2003-04-30,00:00:00.00,0.00309594,7.78045,4.43806,2.37967,4.59644,30.0639,13.4
1216,2003-05-01,00:00:00.00,2.70344,7.44548,4.2546,2.27615,4.39581,28.8992,12.7
1217,2003-05-02,00:00:00.00,14.7161,7.86215,4.40103,2.36571,4.58181,31.7446,15.6
1218,2003-05-03,00:00:00.00,0.00742013,10.5158,5.51912,3.03097,5.92647,45.8936,23
1219,2003-05-04,00:00:00.00,0.00803157,11.8081,6.05876,3.35363,6.58176,52.6207,28.1
1220,2003-05-05,00:00:00.00,0.00308093,10.2685,5.3775,2.95216,5.77887,44.7871,25
1221,2003-05-06,00:00:00.00,4.03377,9.34,4.95352,2.71144,5.30256,39.8608,22.2
1222,2003-05-07,00:00:00.00,0.995184,9.30746,4.91096,2.71739,5.33113,38.5592,31.6
1223,2003-05-08,00:00:00.00,0.0602196,9.09903,4.79621,2.66804,5.24206,36.9935,55.7
1224,2003-05-09,00:00:00.00,0.0111515,8.41631,4.48599,2.47699,4.85584,34.2186,47.6
1225,2003-05-10,00:00:00.00,0.368741,7.85984,4.22817,2.32082,4.54189,31.9206,35
1226,2003-05-11,00:00:00.00,1.1648,7.43155,4.02551,2.20098,4.30295,30.0767,28.4
1227,2003-05-12,00:00:00.00,17.0059,8.00123,4.35343,2.39119,4.67485,31.7515,27.8
1228,2003-05-13,00:00:00.00,3.14932,11.8862,6.44382,3.62936,7.10923,44.7428,60.8
1229,2003-05-14,00:00:00.00,0.363247,14.2713,7.72051,4.40942,8.63523,52.5994,118
1230,2003-05-15,00:00:00.00,0.0165293,12.39,6.72763,3.8348,7.49679,45.9759,111
1231,2003-05-16,00:00:00.00,0.0532535,10.6907,5.84817,3.30022,6.44451,39.9853,78.5
1232,2003-05-17,00:00:00.00,2.58915,9.80226,5.37206,3.02536,5.90506,36.7864,55.1
1233,2003-05-18,00:00:00.00,0.0414612,9.27046,5.00661,2.86839,5.60601,34.8703,45.1
1234,2003-05-19,00:00:00.00,0.0376283,8.75409,4.69242,2.71268,5.30458,32.991,38.3
1235,2003-05-20,00:00:00.00,0.0712713,8.13998,4.41431,2.52001,4.92046,30.7277,32.9
1236,2003-05-21,00:00:00.00,12.7317,8.14915,4.5003,2.51785,4.91831,30.8268,29.1
1237,2003-05-22,00:00:00.00,0.0522356,9.84129,5.63207,3.02645,5.93967,37.355,28.6
1238,2003-05-23,00:00:00.00,0,10.5627,6.14469,3.24165,6.37337,40.1672,27
1239,2003-05-24,00:00:00.00,9.09423,9.78989,5.72863,3.0175,5.9287,36.8231,23.4
1240,2003-05-25,00:00:00.00,11.977,11.6276,6.91382,3.62237,7.15792,42.2356,41.3
1241,2003-05-26,00:00:00.00,0.0917185,14.766,8.38005,4.59539,9.14968,53.8865,80.7
1242,2003-05-27,00:00:00.00,0.0185182,14.6109,7.9362,4.52224,9.01572,54.458,66.2
1243,2003-05-28,00:00:00.00,0.945033,12.3087,6.76691,3.80925,7.56183,46.0167,45.3
1244,2003-05-29,00:00:00.00,0.0710647,10.8363,6.03261,3.35567,6.63807,40.523,38.8
1245,2003-05-30,00:00:00.00,0.0434773,9.88421,5.52861,3.0611,6.04022,37.0361,39.3
1246,2003-05-31,00:00:00.00,0.254945,9.0968,5.10723,2.81736,5.54779,34.1495,36.8
1247,2003-06-01,00:00:00.00,0.318625,8.42796,4.74734,2.61033,5.13105,31.6913,31.6
1248,2003-06-02,00:00:00.00,0.451983,7.85562,4.4381,2.4332,4.77558,29.5832,26.8
1249,2003-06-03,00:00:00.00,0.109813,7.36037,4.17062,2.27989,4.46888,27.7559,22.7
1250,2003-06-04,00:00:00.00,0.0465084,6.92354,3.93411,2.14461,4.19904,26.1402,18.7
1251,2003-06-05,00:00:00.00,6.19252,6.76579,3.8754,2.10128,4.10732,25.4222,15.2
1252,2003-06-06,00:00:00.00,3.98659,7.38333,4.3024,2.31125,4.51175,27.2864,18
1253,2003-06-07,00:00:00.00,0.0290141,7.77409,4.49928,2.43079,4.77038,28.8528,20.1
1254,2003-06-08,00:00:00.00,3.27697,7.23579,4.13848,2.24276,4.42935,27.3892,20.9
1255,2003-06-09,00:00:00.00,5.82994,6.80036,3.93593,2.08225,4.13185,26.1958,21
1256,2003-06-10,00:00:00.00,2.15263,6.76618,3.79791,2.03492,4.0665,26.5388,34.8
1257,2003-06-11,00:00:00.00,0.0739064,6.57467,3.56768,1.96802,3.93391,25.8889,37
1258,2003-06-12,00:00:00.00,1.33211,6.13445,3.37308,1.84918,3.67982,24.0368,31.4
1259,2003-06-13,00:00:00.00,2.35663,5.84241,3.23413,1.77329,3.51539,22.6539,26.2
1260,2003-06-14,00:00:00.00,4.35713,5.87241,3.21411,1.80727,3.56334,22.1789,27.2
1261,2003-06-15,00:00:00.00,0.0672949,6.0428,3.30685,1.88113,3.69946,22.5803,29.1
1262,2003-06-16,00:00:00.00,0.0196436,5.87648,3.25052,1.82874,3.59945,22.1916,29.2
1263,2003-06-17,00:00:00.00,0.0169655,5.4761,3.03784,1.69867,3.34221,20.7481,21.7
1264,2003-06-18,00:00:00.00,0.116595,5.17848,2.87618,1.60492,3.15459,19.6146,17.2
1265,2003-06-19,00:00:00.00,0.158708,4.95139,2.75604,1.53462,3.01364,18.7582,14.4
1266,2003-06-20,00:00:00.00,0.775021,4.7437,2.64596,1.47037,2.88506,17.975,22.2
1267,2003-06-21,00:00:00.00,0.130367,4.55329,2.54491,1.41146,2.76739,17.2565,22.8
1268,2003-06-22,00:00:00.00,0.00760179,4.37768,2.45162,1.35713,2.65904,16.5935,18.9
1269,2003-06-23,00:00:00.00,0.0675081,4.21281,2.3636,1.30611,2.55743,15.971,14.8
1270,2003-06-24,00:00:00.00,0.17484,4.05757,2.28024,1.25805,2.46183,15.3847,11.9
1271,2003-06-25,00:00:00.00,0.499165,3.91181,2.20163,1.21291,2.37216,14.8337,10.2
1272,2003-06-26,00:00:00.00,0.376056,3.7752,2.12754,1.17057,2.28827,14.3156,8.82
1273,2003-06-27,00:00:00.00,2.57751,3.65584,2.05852,1.13335,2.2126,13.8389,8.19
1274,2003-06-28,00:00:00.00,0.176968,3.56963,1.99595,1.10575,2.14998,13.4212,9.6
1275,2003-06-29,00:00:00.00,0.181915,3.47519,1.93649,1.07607,2.08723,13.016,9.34
1276,2003-06-30,00:00:00.00,4.3574,3.35795,1.88435,1.03924,2.01861,12.6424,7.1
1277,2003-07-01,00:00:00.00,0.0104752,3.26262,1.85371,1.0062,1.9566,12.4202,8.77
1278,2003-07-02,00:00:00.00,0.0398772,3.17404,1.81471,0.976923,1.89985,12.1472,7.63
1279,2003-07-03,00:00:00.00,0.0954807,3.07802,1.75432,0.949082,1.84495,11.7309,6.53
1280,2003-07-04,00:00:00.00,0.0396207,2.98859,1.70085,0.922525,1.79274,11.3626,7
1281,2003-07-05,00:00:00.00,0.413727,2.90593,1.6548,0.897201,1.74315,11.0458,6.2
1282,2003-07-06,00:00:00.00,1.39268,2.82751,1.61116,0.873132,1.69604,10.7464,5.81
1283,2003-07-07,00:00:00.00,0.0499378,2.75343,1.56981,0.850402,1.65157,10.4633,5.75
