time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
1512,2014-02-21,00:00:00.00,9.36305,1.43913,1.13007,1.61991,1.9324,11.4288,26.9,0.518336,1.72,10.9341,0.621,9.82014,6.29,17.9807,0.884,8.6036,8.32189,5.77,6.6418,0.882,9.42163,4.02,7.96848,7.06653,4.19632,0.621,2.45682,0.11,3.6609,0.3681,2.69634,0.9118,2.50805,8.06064,12.6293,5.40088,2.51905,5.6575,3.7661,10.2789,11.0719,10.4332,25.4285,2.52061,9.9392,138.802,59.7485,26.7094,7.5889,67.9377,67.1109,23.9634,36.6036,72.8491,12.7143,32.6464,4.8705,57.8444,8.4951,32.7445,34.8297,9.9326,22.6292,5.7483,20.075,8.7216,10.1183,5.1253,13.4816,7.9287,11.7857,5.6067,15.0879,2.3956,11.2207,11.0436
1513,2014-02-22,00:00:00.00,10.7702,15.3151,18.849,11.2473,7.11107,19.6257,28,11.1391,2.28,58.5956,1.75,35.2626,8.61,80.121,1.88,42.3205,49.2977,8,21.5378,7.77,34.8347,10,56.5214,37.3044,23.669,1.7,12.7009,0.668,18.5545,0.4078,12.1058,1.5971,9.69213,37.6797,34.5466,20.4154,8.1018,20.3737,11.7232,30.725,12.9408,38.7989,34.2634,11.5697,19.0289,187.121,94.2951,75.7625,42.7584,121.057,227.667,33.2319,48.2314,78.0465,79.004,37.132,26.5329,58.0995,84.9505,63.4547,137.337,19.1429,42.7443,77.305,35.2531,112.418,16.5989,35.9624,39.5083,67.9604,27.2434,39.6436,35.9928,28.3168,32.0444,31.1485
1514,2014-02-23,00:00:00.00,0.174957,25.8642,25.3334,18.1331,12.8081,31.6185,29,16.712,3,54.2295,5.61,44.8767,11,62.8963,4.88,51.2397,73.7928,12.1,23.2464,16.3,56.9297,21,95.6859,30.8411,38.5965,4.11,16.1105,2.05,22.4908,0.4786,16.9658,2.1577,17.7477,62.7576,18.6608,29.5766,11.6667,24.3629,9.9958,46.0184,13.2523,78.2544,40.7763,17.389,16.3955,257.66,498.376,116.284,118.648,139.746,489.881,20.7232,38.0619,39.0588,210.394,32.0432,91.7466,45.933,195.953,86.3728,93.4456,18.7148,38.3849,67.9604,41.2253,88.9149,15.7276,49.8376,61.068,91.1802,27.9072,32.8475,32.9274,30.299,37.6011,35.1129
1515,2014-02-24,00:00:00.00,0.054087,11.2889,14.19,16.188,12.4535,39.6943,30,8.26401,3.5,6.29913,10.3,28.7143,9.62,0.73093,5.61,22.2567,43.9165,17,9.15338,22.3,59.5197,30.1,60.3319,0.602074,29.637,5.99,8.44447,4.26,12.0268,0.657,11.0791,2.2908,18.1964,49.426,12.4311,23.9981,12.0555,14.1025,6.7677,53.771,13.5921,80.2959,46.1565,9.76262,18.321,326.142,928.793,103.141,169.618,138.112,512.535,9.19031,26.3188,18.7684,118.648,23.3465,56.9169,31.4487,137.053,81.7322,92.3129,9.37622,15.7689,54.9347,35.4603,91.4634,12.9581,46.1565,58.0928,50.9703,16.0242,16.2539,8.46692,13.9036,20.374,17.16
1516,2014-02-25,00:00:00.00,0,0.536827,12.8132,14.6158,11.6081,47.3335,31.1,3.6055,4.22,0.298939,8.63,18.9227,8.8,0.730403,5,7.5484,24.1537,16.4,2.44887,23.1,59.7743,34.8,24.996,0.601476,16.3687,7.56,4.30869,4.48,8.05441,0.8269,6.24503,1.9793,13.7788,31.0418,10.4206,19.2017,13.617,11.7147,4.7006,56.6652,13.5071,59.9276,50.9703,3.17531,17.1034,391.276,1163.82,69.566,132.24,126.322,268.444,5.41628,16.9919,12.7897,72.7743,16.9133,30.299,21.1562,51.2535,73.7715,70.7921,5.53447,10.0041,42.4753,34.1005,83.2515,13.0904,30.5822,46.8005,31.1485,13.0198,10.0808,0.265378,8.2119,11.0472,11.1852
1517,2014-02-26,00:00:00.00,0,1.22988,9.69437,10.0618,11.8754,54.2834,32.6,1.6125,5.64,0.475433,5.82,13.2042,8.46,0.729859,4.01,3.68902,18.9481,13.9,0.574352,17.2,45.4657,31.4,17.4152,0.600873,8.7124,9.51,2.70839,3.53,5.91995,0.8099,4.4521,1.4555,10.1528,24.398,9.203,15.5085,13.8032,13.7921,3.5396,47.4237,13.3939,50.1074,51.5367,1.73777,13.762,440.67,1146.83,44.1748,88.3486,102.927,139.885,3.74877,11.4675,9.43847,47.5723,12.365,17.6131,16.9867,25.4002,64.0367,54.9347,3.21562,9.13553,35.3961,37.2303,63.1466,12.7246,17.783,35.9305,23.2198,10.0219,6.796,0.585858,4.8988,7.301,6.4279
1518,2014-02-27,00:00:00.00,0,1.4299,7.12891,6.84959,12.3715,58.8451,34.4,0.939827,6.1,0.417774,3.58,10.0827,8.18,0.729296,2.66,2.27754,11.7409,11.3,0.313116,12.5,30.6186,26.2,11.5286,0.600265,5.57856,9.85,1.82488,2.53,4.67537,0.7249,3.54273,1.2658,7.32652,18.4522,8.7782,11.2075,11.4395,13.3251,2.945,34.9576,13.2523,44.1519,48.9881,0.938135,8.6366,462.667,1036.4,30.6252,49.8376,81.6868,69.6594,2.77995,8.42289,7.55447,32.2812,9.41201,11.5533,12.6521,14.8663,50.175,48.1386,1.8624,7.0255,28.2319,39.5534,55.2179,11.7154,10.364,26.7423,18.1228,7.84586,5.6634,0.66592,3.2564,5.45485,5.2103
1519,2014-02-28,00:00:00.00,0,1.43214,5.57347,5.13613,12.6602,60.1054,36.7,0.630697,5.44,0.447555,2.15,7.95645,7.91,0.728712,1.8,1.53988,8.58796,9.35,0.229108,9.01,23.5309,22.1,8.59348,0.599649,4.05104,8.24,1.16648,1.9,3.72455,0.6909,2.80939,1.0647,5.33052,14.0292,8.2968,8.51655,8.87182,11.4984,2.6335,25.655,12.8842,37.6156,45.8733,0.533561,6.5695,455.622,750.396,22.9683,32.5644,65.4647,46.1565,2.08904,6.53033,6.61222,21.8889,7.58057,8.5234,10.785,10.8737,41.1213,39.6436,1.34267,6.70603,22.2004,39.781,41.9089,10.6,6.9093,20.3282,14.1584,6.44423,4.2475,0.668515,2.5513,4.37323,4.6723
1520,2014-03-01,00:00:00.00,0,1.43096,4.35026,3.96086,12.4081,58.9882,39.5,0.506309,4.87,0.431548,1.66,6.48994,7.65,0.728107,1.38,1.16714,6.59692,7.98,0.18354,6.45,17.3801,18,6.81974,0.599023,3.19682,6.33,0.711728,1.5,2.91821,0.6428,2.20316,0.9401,4.08502,10.938,7.7871,6.55309,6.92315,9.3194,2.4636,19.6654,12.4311,32.0394,33.1307,0.389401,5.2103,432.651,608.812,18.1888,25.4852,53.1676,37.0951,1.63973,5.28851,5.90814,15.9141,6.44777,7.4473,8.28198,9.9958,33.8748,33.4139,1.09492,5.776,18.7174,38.1523,32.2812,9.54848,6.5412,15.9737,11.3267,5.42965,3.398,0.668854,2.1577,3.59761,4.5307
1521,2014-03-02,00:00:00.00,0.0489811,1.42965,3.16433,3.12213,11.6348,56.3253,42.3,0.42145,4.48,0.439495,1.43,5.47384,7.4,0.727478,1.22,1.01894,5.3372,7.32,0.158818,4.59,14.1832,15,5.73782,0.598386,2.55302,4.65,0.465386,1.21,2.23574,0.6088,1.70859,0.8325,3.05191,8.54027,8.3818,5.33708,5.45855,7.47309,2.4352,15.5759,12.063,27.6803,27.0709,0.323956,3.6529,408.707,467.228,14.9627,16.4521,43.9279,27.6656,1.39802,4.52992,5.34436,12.9691,5.54967,6.2014,6.90325,7.8438,29.1838,33.1307,1.38831,5.59049,15.8008,35.5932,25.2303,8.57853,6.0598,13.4184,10.7604,4.60639,3.1149,0.6691,2.1634,3.04475,4.2475
1522,2014-03-03,00:00:00.00,0.000831582,1.42828,2.26764,2.54686,10.5561,52.8908,44.8,0.357244,4.13,0.434886,1.29,4.5333,7.1,0.726827,1.1,0.942897,4.26583,7.21,0.145401,3.22,11.2924,13.2,4.89804,0.597735,2.04518,3.4,0.345466,1.03,1.68786,0.5918,1.30387,0.773,2.29859,6.99733,7.957,4.24279,4.33673,6.17918,2.4069,12.6026,11.8364,24.008,19.7935,0.292316,2.6901,383.612,328.475,12.5567,12.1479,37.0697,25.7683,1.27782,3.92775,4.90688,10.3356,4.80038,4.1343,5.78571,5.3236,25.8321,31.1485,1.39831,5.28742,12.063,32.6123,19.6519,7.67411,5.8899,11.6681,12.4594,3.94519,3.1149,0.669314,2.1039,2.64997,3.6812
1523,2014-03-04,00:00:00.00,0,1.42684,1.79873,2.17461,9.369,49.0826,46.7,0.308664,3.8,0.436834,1.16,3.50651,6.8,0.726152,1.01,0.900525,3.35457,6.92,0.138115,2.22,9.71495,12.1,4.10551,0.59707,1.6679,2.57,0.272762,0.868,1.29121,0.5777,0.996714,0.7504,1.76624,5.52699,7.5323,3.20773,3.35472,5.22963,2.4069,10.4619,11.6665,21.1585,16.9335,0.27697,2.2795,354.663,244.091,10.7321,10.279,31.8206,23.503,1.19425,3.40963,4.4548,8.8065,4.15926,3.7945,4.99219,7.3057,23.5921,28.3168,0.966049,4.76152,10.0242,29.6032,14.5265,6.89227,5.5218,10.1361,11.3267,3.42033,2.8317,0.669497,1.8661,2.36505,3.398
1524,2014-03-05,00:00:00.00,0,1.42533,1.52812,1.92735,8.23572,45.0954,47.6,0.271905,3.48,0.435332,1.07,2.48015,6.51,0.725454,0.931,0.87668,2.63643,6.66,0.134154,1.54,8.21084,10.9,3.45278,0.596391,1.38212,2.05,0.231393,0.758,1.06545,0.5663,0.802762,0.7079,1.37634,4.16643,7.7588,2.46102,2.52496,4.28779,2.3786,8.79532,11.4683,19.0623,14.9513,0.269477,1.7953,323.023,176.414,9.27279,7.7022,27.8023,19.7652,1.14308,2.99489,4.07544,7.8438,3.69365,3.6812,4.389,6.3996,21.6781,26.1931,0.872132,4.27714,7.8721,26.9512,11.2701,6.32305,5.3802,8.91477,8.7782,3.00322,2.7184,0.669649,1.6622,2.15083,3.1149
1525,2014-03-06,00:00:00.00,0,1.42376,1.38601,1.77355,7.24224,41.2624,47.5,0.244089,3.19,0.43562,1.07,1.78438,6.22,0.724732,0.862,0.863005,2.16578,6.6,0.131997,1.12,7.12823,9.78,2.94982,0.595698,1.17221,1.7,0.211539,0.671,0.934582,0.5663,0.695572,0.6881,1.11132,3.34083,7.6739,1.99211,1.85393,3.40383,2.322,7.29051,11.3267,17.2264,12.9974,0.265769,1.4923,291.68,142.151,8.03907,6.3147,24.7037,16.5654,1.1171,2.64167,3.80155,6.7677,3.34582,3.1998,3.9426,5.1537,19.8243,24.7772,0.818484,3.9541,6.3713,24.6228,8.6083,5.84931,4.7855,7.95787,8.4951,2.66856,2.5485,0.66977,1.699,1.98031,2.8317
1526,2014-03-07,00:00:00.00,0.00383481,1.42213,1.30876,1.69197,6.41609,37.9685,46.5,0.223039,2.96,0.434956,1.18,1.37439,5.95,0.723988,0.804,0.854897,1.82408,6.47,0.130817,0.828,6.28201,9.07,2.58665,0.59499,1.05072,1.45,0.200918,0.6,0.840573,0.5635,0.633715,0.6881,0.954281,2.90439,7.3907,1.64357,1.33533,2.62245,2.237,6.07738,11.0153,15.4846,11.2984,0.263885,1.3479,262.715,97.9763,7.08319,4.8988,22.3623,15.7158,1.10462,2.38134,3.58562,6.1731,3.07769,3.0016,3.62744,6.5695,18.1615,23.3614,0.79214,3.6488,4.9271,22.5192,6.881,5.40874,4.4174,7.21089,8.2119,2.38154,2.4352,0.669861,1.5348,1.85575,2.6136
1527,2014-03-08,00:00:00.00,0.825933,1.42042,1.25682,1.64854,5.6698,34.9639,45.1,0.207108,2.8,0.434774,1.17,1.37511,5.77,0.723222,0.756,0.849824,1.56635,6.3,0.132149,0.677,5.67526,8.74,2.68248,0.697616,0.99173,1.31,0.192758,0.549,1.16676,0.5635,0.61632,0.657,0.864763,2.58074,8.9764,1.44158,1.00279,1.95773,2.4069,5.1608,10.902,13.8613,9.8259,0.352823,1.2969,237.722,88.0654,7.94536,3.6246,23.2559,16.2822,2.27752,4.67708,6.59319,5.8333,4.41824,2.7156,5.21274,4.5307,18.5927,24.5224,1.77839,5.84993,4.4174,21.7889,6.6261,5.47894,4.0493,6.60682,8.7782,2.3964,2.5485,1.28984,1.5065,1.84031,3.1149
1528,2014-03-09,00:00:00.00,0.713827,1.41866,1.21967,1.62511,4.90678,32.0206,43.9,0.195049,2.75,0.434325,0.967,1.51475,5.67,0.722435,0.717,0.846399,1.39118,6.13,0.134843,0.661,5.13304,8.36,3.20253,0.69688,0.979638,1.21,0.186553,0.51,1.29259,0.555,0.630492,0.6626,0.815955,2.39337,11.0153,1.33838,0.846106,1.45012,3.1149,4.40822,10.9303,12.5182,9.118,0.392651,1.2686,218.031,80.703,8.5768,4.1343,25.5059,22.3703,3.6337,5.89749,9.7701,9.656,4.90264,2.86,6.94334,5.5218,20.3981,29.7327,2.97213,8.51576,5.2386,21.8494,7.2208,5.57412,3.7945,6.07664,11.0436,2.26049,2.5485,1.95502,1.6707,1.81691,2.8317
1529,2014-03-10,00:00:00.00,0.0266574,1.41684,1.19213,1.61209,4.02492,29.3319,43.1,0.18592,2.88,0.434001,0.773,1.19806,5.6,0.721626,0.68,0.843864,1.27645,5.96,0.134314,0.699,4.71946,8.2,3.42209,0.592783,0.971146,1.14,0.181386,0.495,0.988934,0.5635,0.612871,0.6768,0.785041,2.28973,10.0525,1.28383,0.765465,1.17546,2.8317,3.62747,10.5339,11.4352,8.6083,0.326939,1.2318,201.685,66.2614,7.98795,6.6261,24.4994,33.697,3.35048,4.37262,7.53737,16.537,3.82272,3.5396,5.7426,6.0598,19.8601,26.5612,2.48434,6.72298,5.2386,20.5953,7.1358,5.04889,3.6812,5.66321,10.8454,1.86677,2.5485,1.414,1.6933,1.72935,2.8317
1530,2014-03-11,00:00:00.00,3.55183,1.60666,3.87626,2.67439,4.83021,29.7177,42.9,3.47623,3.21,7.27383,0.793,4.90739,5.68,11.1995,0.742,7.58334,5.95186,5.81,4.39009,3.25,10.1453,8.81,10.4972,7.63624,5.4904,1.11,3.10216,0.508,9.21854,0.5947,4.27962,0.7164,2.79828,10.2179,13.0824,6.26083,2.62719,5.35223,3.8228,11.3826,11.2984,20.8004,7.9854,5.09821,1.9567,192.346,81.2693,10.3565,13.5071,23.4159,61.7307,2.78414,4.26976,6.16457,33.4139,4.30373,5.8333,5.23249,9.0897,19.7824,35.1129,2.9945,10.1259,7.5889,21.6498,12.8558,6.73323,6.7111,6.40862,11.1852,4.17871,2.7184,2.92947,1.7613,4.47731,3.6812
1531,2014-03-12,00:00:00.00,4.17103,6.75074,14.4532,8.17296,9.59726,38.4437,42.9,13.5339,3.85,24.4563,3.25,9.74263,6.41,30.506,2.86,22.8564,20.0296,5.89,12.7366,17.6,25.7761,17.9,36.0985,21.4449,16.1938,2.26,8.86807,1.75,22.6601,0.6711,13.7622,0.875,9.71643,45.501,26.9576,22.9834,8.36043,18.8646,10.0242,27.5679,13.9319,60.634,9.2313,13.7094,10.7321,189.418,334.139,12.0928,61.4476,23.3719,99.9585,2.49369,4.16932,6.84991,56.0674,4.36777,17.0184,5.67699,27.4673,22.9708,70.2258,5.86778,23.3145,36.8119,28.7282,66.5446,10.7007,12.601,13.051,24.2959,7.64252,5.6634,8.04225,5.3802,8.43909,5.6634
1532,2014-03-13,00:00:00.00,2.91689,11.0935,17.2502,9.6329,13.1641,48.9469,43.1,15.909,5.06,21.9728,26.4,11.1099,10.5,22.5319,15.8,25.28,26.8382,15.4,14.4096,27.9,35.7409,40.9,48.2739,16.0201,21.7257,7.57,9.78567,8.19,21.5384,1.0194,16.8408,1.3677,16.9129,73.1785,34.2634,34.1343,12.7471,25.8714,15.6026,36.8221,18.4343,105.9,13.4788,16.4362,23.3331,192.737,770.218,13.6847,129.125,25.6421,143.566,4.04966,7.33253,10.4616,56.3505,5.67483,33.1307,7.17218,52.9525,27.0882,105.905,6.60007,23.7341,61.1644,32.644,137.337,10.8696,35.3961,22.4609,65.1287,7.99976,16.9901,9.42489,14.7248,10.2522,14.1584
1533,2014-03-14,00:00:00.00,0,6.02136,12.001,6.81533,12.0614,51.4759,44.2,8.2337,5.86,4.57445,23.2,11.3936,8.9,3.22373,12.9,14.0842,20.3823,17.6,8.53692,19.1,34.9764,40.8,29.3996,2.20986,17.2558,8.73,6.07545,7.51,12.5613,1.8264,11.016,2.339,16.9198,56.8177,17.4432,27.762,12.6225,18.5739,10.5622,40.8648,18.1511,107.627,28.3168,11.1295,20.8412,199.871,877.822,15.5814,79.004,28.8179,139.036,5.78755,8.60094,13.979,33.9802,6.5023,24.2109,9.21779,49.5545,29.9386,82.1189,4.35053,12.4364,46.7228,28.4928,111.002,8.57766,51.2535,24.4285,31.7149,6.37146,11.3267,5.2106,5.9465,9.21531,10.4772
1534,2014-03-15,00:00:00.00,6.29953,3.6225,16.7157,9.94276,13.3101,57.4522,45.2,12.1698,6.11,9.71285,20.6,19.5929,8.82,13.3125,10.8,16.4382,23.5688,14.6,6.42257,14.5,38.4192,39.8,23.6821,9.91855,16.0922,10.7,6.12409,6.21,18.965,2.2682,13.1073,3.1998,15.6155,45.4416,23.5313,23.5052,14.7893,19.4363,9.0048,57.8895,20.5863,96.9895,45.307,7.98396,14.1301,211.756,821.189,26.3355,52.9525,44.5519,112.418,11.4663,16.4872,34.8692,30.8654,19.4465,20.1899,28.8771,33.9802,43.5669,72.7743,7.57047,16.4077,40.4931,29.5567,100.525,10.1264,22.1438,22.4568,28.3168,8.16971,9.3446,4.73001,7.6455,8.90443,11.3267
1535,2014-03-16,00:00:00.00,1.87824,10.1561,24.4586,14.6074,19.1216,75.0134,46.4,21.0925,6.59,19.7766,30.8,28.4646,12.3,21.868,21.5,23.972,33.9119,19.3,7.10686,21.6,41.2112,51.1,34.5439,15.227,18.8786,19.2,7.14517,9.54,23.0645,3.0016,18.4997,4.3042,17.8166,55.3343,45.5901,24.8142,18.2811,27.0868,16.0273,68.1937,26.7028,110.017,63.1466,8.10962,22.257,229.064,880.654,39.0922,105.339,67.8873,195.953,16.6105,20.6527,53.9188,80.703,26.8258,65.4119,42.4876,88.6317,64.1314,99.3921,12.1006,26.4002,52.3862,36.9181,147.248,13.3583,41.3426,24.3819,72.7743,12.1166,28.3168,11.4889,28.3168,11.5254,31.7149
1536,2014-03-17,00:00:00.00,0.000293432,11.3917,21.2928,13.8294,21.564,87.9741,48,17.2845,7.39,10.0656,35.8,25.89,15.6,9.27184,21.4,18.4799,30.0263,29.1,4.29626,25.4,36.1426,68.1,28.5289,5.89646,16.5532,31.1,4.92013,17.8,14.464,3.936,14.4947,5.805,17.5133,49.2197,37.3782,22.3497,18.1823,23.7064,13.8469,58.5253,29.1664,112.121,85.8,5.21534,30.5822,243.363,1350.71,39.1186,125.16,70.9138,169.901,11.7126,13.7566,31.7081,31.1485,18.0353,30.5822,24.9916,48.705,64.1117,74.1901,8.82275,19.7695,24.7206,39.0283,119.497,12.5004,36.2456,25.9169,39.3604,9.76361,14.1584,10.8917,13.1957,9.78666,15.2911
1537,2014-03-18,00:00:00.00,0.0531197,4.98667,14.0102,10.6153,19.1378,88.3962,50.6,8.66953,8.16,0.293368,17.7,20.3778,12.4,0.714522,9.39,9.86371,19.8468,31.3,1.31221,17.1,30.7351,66.7,14.3402,0.586369,11.4656,36.2,2.95101,17.1,9.22845,5.5784,8.37799,7.8721,13.7497,33.4152,26.6178,18.4244,16.8944,18.0763,8.3818,48.9152,27.977,91.8243,104.489,2.54317,28.3168,254.091,1141.17,34.3492,51.2535,65.378,104.772,5.94162,11.3282,11.3294,14.4699,14.3146,11.8081,16.7785,16.9335,53.6744,57.4832,4.70742,11.0331,12.9408,37.545,88.6317,10.411,13.1673,23.0762,25.4002,5.95758,7.6455,3.05922,5.9182,6.05876,5.3802
1538,2014-03-19,00:00:00.00,0.546173,1.61676,11.2148,8.70221,16.7828,84.7543,55.8,3.86269,8.47,2.54994,7.79,15.7633,11.4,3.18439,6.18,5.77751,15.876,26.8,1.48269,10.3,27.7737,57.7,11.1333,4.96659,9.20471,39,2.73619,14.8,7.05425,7.4473,6.43931,10.5339,10.2444,26.4162,27.1842,14.5586,15.239,17.847,7.504,43.4893,27.1559,76.7656,120.063,1.53793,15.7442,259.2,818.357,27.7864,32.8475,61.7157,64.5624,3.94992,8.75801,9.26448,12.0913,11.3665,9.9675,15.5636,10.5905,47.4044,51.5367,4.03935,14.6906,12.0063,40.1252,67.1109,11.4482,9.3446,19.8818,22.965,6.11782,7.0792,1.40239,4.8139,5.44897,4.5307
1539,2014-03-20,00:00:00.00,4.47544,11.2587,26.0064,15.4079,24.438,94.7497,62.9,10.8881,10,15.451,14.1,15.1046,14,25.6365,20.1,6.74956,16.954,31.8,11.9033,11,47.5938,57.1,15.9963,24.5875,29.8101,45.2,20.9425,15.5,7.67429,10.0242,11.0805,8.5517,20.2951,66.7077,36.8119,40.8887,25.4114,47.4273,11.0153,37.6272,31.7149,71.1723,148.947,1.37922,17.2733,261.668,671.109,22.1642,27.3824,56.6724,42.7584,4.00067,8.61272,10.4741,12.2046,10.9736,10.0808,15.5351,9.6844,47.1239,53.5188,7.76253,29.271,15.6592,51.4815,64.2792,17.6214,10.0242,23.5198,37.0951,9.5258,13.0257,7.28138,10.6471,8.86289,10.1941
1540,2014-03-21,00:00:00.00,1.21556,24.9757,41.8011,23.9114,38.6152,122.247,69.7,19.1096,15.3,17.7959,40.5,15.5837,23,26.1363,39.5,8.26568,18.6317,73.9,14.2156,19.2,52.3524,73.7,17.2421,20.8747,40.5393,56.1,31.5196,25.1,7.70619,11.4683,11.5636,12.601,34.0951,123.643,47.5723,72.8787,33.3155,68.99,18.0661,29.6447,42.7584,62.582,178.113,1.41893,26.8444,264.099,727.743,18.3851,36.8119,52.7083,48.9881,4.65152,9.22276,13.8771,17.6414,11.1678,13.677,18.0865,15.9707,50.1789,65.1287,8.66082,33.0674,33.4139,61.3874,84.3842,19.1479,24.7489,31.8301,88.3486,11.8378,31.1485,12.2884,28.6,12.8652,33.9802
1541,2014-03-22,00:00:00.00,0.196247,17.0829,34.9821,22.7062,41.4783,147.589,76.8,15.1641,16.1,4.60344,18.7,12.8447,29.3,3.70616,14.5,6.34801,14.6038,73.6,4.65596,13,24.3104,83,11.0623,1.25481,24.6535,65.3,16.4901,30.9,5.855,14.2434,6.44439,15.7158,30.37,99.68,36.8119,58.0354,24.9279,41.5598,11.0436,24.3608,41.9089,51.5996,178.396,1.10728,25.9099,263.946,705.09,15.3706,35.3961,47.7019,52.9525,4.13769,8.00208,11.646,14.2717,9.29409,11.6099,13.8319,20.6996,46.0674,48.9881,4.83137,19.4146,15.8858,59.3142,78.4377,15.7697,20.7562,32.6243,42.4753,9.26219,12.8275,7.3206,9.0048,10.9517,14.8947
1542,2014-03-23,00:00:00.00,0.985498,3.57068,25.0246,18.1827,34.976,161.044,84.5,8.80425,16.7,0.73434,20.6,11.1741,25.9,1.73694,15.5,5.19568,9.97423,52.3,1.98969,9.66,18.2995,88.7,8.98929,3.88992,15.993,85.8,7.81327,28,5.88363,15.9707,6.13611,19.3121,26.3725,72.7637,42.4753,56.2299,25.542,31.6275,13.0257,25.4914,43.3248,43.9962,201.616,0.987903,19.8784,260.709,662.614,13.0521,28.6,42.8991,47.8555,3.14925,6.6834,7.96795,12.3745,7.76256,10.2224,11.1196,12.8842,40.9509,44.4574,2.93444,13.9321,12.4028,56.0846,58.6159,18.1346,11.7515,29.6631,37.6614,7.74002,13.5355,2.65511,10.1941,7.94749,14.4416
1543,2014-03-24,00:00:00.00,0.00776907,1.61659,17.6739,12.7422,28.9692,159.974,93.3,4.02439,16.5,1.07319,9.9,10.0532,23.9,1.71631,5.99,4.32503,8.53995,30.6,1.3099,6.53,18.6066,72.1,9.86319,3.88851,11.0683,81.2,5.27621,26.6,5.57742,16.9618,5.94877,21.266,25.9126,80.0124,36.8119,59.9283,26.4313,36.2985,10.8454,26.723,44.7406,39.5802,186.042,1.00796,15.9707,254.695,586.159,11.3358,25.0321,39.0009,40.4931,2.35956,5.82348,6.52919,10.9303,6.76029,8.9764,9.20773,11.6099,37.2738,41.6258,1.84937,12.5731,9.9392,55.0045,41.9089,17.6211,9.2596,28.0721,30.299,7.09876,10.4206,2.89597,7.5606,6.69141,10.7604
1544,2014-03-25,00:00:00.00,3.9477e-07,1.39531,11.9048,8.40246,24.7025,145.314,103,1.68528,14.7,0.4914,4.98,8.12811,18.5,0.711863,4.03,2.7609,7.26786,19.2,0.609451,3.29,13.2748,58.9,7.62233,0.582506,7.3057,68.5,3.08912,20.1,4.05893,16.0557,4.63031,18.2927,18.3803,55.541,31.7149,34.6313,16.7283,24.7964,7.3907,24.455,41.9089,34.8522,154.893,0.72005,10.279,246.261,481.386,9.86625,18.236,35.3069,30.8654,1.80191,5.06846,5.62189,9.203,5.86851,7.2208,7.31996,8.8065,33.5057,37.3782,1.33475,9.16539,7.7022,51.2887,28.6,14.3528,6.1164,23.6832,22.3986,5.70866,5.6634,1.68498,4.3608,5.23345,6.2297
1545,2014-03-26,00:00:00.00,7.57256e-05,1.38227,8.41124,6.01719,21.1422,126.166,115,0.966816,12.7,0.397472,3.48,6.91746,15.9,0.706578,2.82,1.97368,6.00768,14.9,0.319078,2.49,11.9515,37.8,5.47302,0.579448,5.29152,51.4,2.09566,11,3.19719,14.385,3.75496,15.2061,11.4991,29.9892,25.5418,19.8007,10.6535,15.5698,5.9465,22.5486,40.2099,30.1037,125.16,0.447746,7.1075,236.043,390.772,8.55782,13.7903,31.8655,24.7206,1.45058,4.46584,4.89768,8.8915,5.11272,5.6067,6.14056,6.5412,30.4769,33.697,1.09571,7.71324,6.6545,46.8694,20.2749,13.0577,4.0776,18.7974,19.7085,4.95334,3.9644,0.62713,3.8228,4.22137,5.6634
