time,date,hour,precip [mm/day],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s]
346,2010-12-13,00:00:00.00,14.0916,28.2017,67.9604,2.92309
347,2010-12-14,00:00:00.00,4.12741,30.0223,65.1287,3.06742
348,2010-12-15,00:00:00.00,1.38062,27.6395,39.9268,2.74208
349,2010-12-16,00:00:00.00,0.502214,25.5519,32.8475,2.56384
350,2010-12-17,00:00:00.00,0.140484,24.3989,28.6,2.44337
351,2010-12-18,00:00:00.00,0.22268,23.1054,28.2319,2.31772
352,2010-12-19,00:00:00.00,0.0292636,22.164,26.3064,2.22626
353,2010-12-20,00:00:00.00,0.374677,21.2209,25.0887,2.13185
354,2010-12-21,00:00:00.00,0.683856,20.4606,23.1915,2.05991
355,2010-12-22,00:00:00.00,0.302441,19.7263,22.2854,1.98384
356,2010-12-23,00:00:00.00,0.438803,19.0946,21.4925,1.92655
357,2010-12-24,00:00:00.00,0.539805,18.5305,19.7368,1.86661
358,2010-12-25,00:00:00.00,0.516413,18.0071,19.7368,1.81974
359,2010-12-26,00:00:00.00,1.03003,17.5616,19.2838,1.77135
360,2010-12-27,00:00:00.00,1.13667,17.1256,18.8307,1.73251
361,2010-12-28,00:00:00.00,0.468728,16.7632,16.7636,1.69245
362,2010-12-29,00:00:00.00,0.0216172,16.3944,16.3671,1.65956
363,2010-12-30,00:00:00.00,0.00770913,16.0849,16.5654,1.62505
364,2010-12-31,00:00:00.00,0.728395,15.7496,17.3582,1.59463
365,2011-01-01,00:00:00.00,0.707294,56.6691,39.9268,7.01404
366,2011-01-02,00:00:00.00,10.4859,111.157,97.41,12.2924
367,2011-01-03,00:00:00.00,0.0842324,102.422,80.1367,10.0314
368,2011-01-04,00:00:00.00,0.0296197,76.1504,56.3505,7.34731
369,2011-01-05,00:00:00.00,0.149796,62.6543,43.0416,6.03152
370,2011-01-06,00:00:00.00,0.612571,52.4565,42.4753,5.12679
