time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
298,2010-10-26,00:00:00.00,0.0987065,3.93278,9.55872,5.49892,6.4069,47.1834,39.2,0.918347,2.83,0.884397,0.57,1.49888,4.17,1.78319,0.773,1.6774,2.38059,3.43,0.304465,0.117,2.78492,1.24,2.45012,0.63116,1.26811,0.163,0.217508,0.014,2.4688,0.6031,1.38462,0.5493,1.82447,4.49323,6.4846,2.75766,2.55345,3.19552,0.9458,3.98981,4.6156,6.2822,4.3042,0.268835,0.4106,33.725,7.0226,3.52084,0.5239,6.90057,1.1468,0.778939,1.60907,1.72015,1.0845,1.3309,0.1685,2.22941,0.3087,4.57025,10.7604,0.469722,1.4233,2.5825,4.83065,1.8491,1.39374,0.9571,3.18503,10.7038,1.78174,,1.15269,1.6254,1.46046,3.0865
299,2010-10-27,00:00:00.00,1.03906,3.48324,7.80332,4.74108,6.99931,51.8528,40.9,1.38708,2.99,2.01819,0.673,2.32255,4.23,3.5706,0.862,3.66183,3.81526,3.52,0.683484,0.12,3.67335,1.26,3.262,1.28918,1.56553,0.134,0.439319,0.012,3.04746,0.7023,2.07564,0.589,1.99898,6.38981,7.7022,3.44087,2.27838,3.36016,1.5489,4.74348,5.2103,8.32824,4.5024,0.565045,0.4304,40.1187,6.0598,7.81393,0.6371,15.4693,1.3989,3.03941,5.27821,7.84759,1.3054,4.10003,0.2152,6.9532,0.6456,11.4602,19.0856,2.52679,6.9837,3.6246,9.28581,2.2059,4.17867,0.892,2.96221,12.2895,1.24142,,0.382645,1.3734,0.97876,2.9166
300,2010-10-28,00:00:00.00,0.152931,4.32563,6.39537,5.11234,7.39528,46.2645,46.5,1.46194,3.65,1.74363,0.964,2.97739,4.61,2.61035,1.84,3.99839,5.06686,4.02,0.71233,0.163,4.79148,1.25,4.38088,1.30045,2.01857,0.124,0.584659,0.01,2.8955,0.7504,2.237,0.589,2.92035,8.66098,10.6188,4.64937,2.28745,3.51463,2.7099,6.56179,4.7855,11.6934,4.6156,0.731983,0.5295,56.5728,8.0986,11.6672,0.6796,28.9594,1.9057,4.23265,7.7916,10.8313,2.5853,6.31222,0.7674,9.41363,0.7079,22.0676,33.1307,3.29918,9.31584,11.6949,18.8897,9.4295,8.30453,2.7949,8.97371,31.998,3.17357,,2.30204,5.8333,4.01943,16.0557
301,2010-10-29,00:00:00.00,0.020051,1.26439,4.44572,3.6429,6.02406,37.7462,43.9,0.726843,3.59,0.241173,0.93,2.33398,4.52,0.470713,1.42,1.81613,3.67718,3.9,0.18303,0.145,4.01707,1.21,2.48572,0.3244,1.28929,0.099,0.218486,0.009,1.57036,0.7532,1.41505,0.6173,2.55268,6.25706,6.3147,3.70557,1.89747,2.52721,1.3677,6.51511,4.5024,10.2539,4.5873,0.367966,0.3115,73.2994,10.3923,8.18886,0.6371,27.8501,1.9765,1.67091,4.13726,4.44324,2.8289,4.20091,0.6881,5.45469,0.6286,20.9019,19.9634,1.22428,3.97733,5.4085,20.6461,10.2224,7.59087,9.0614,16.4716,19.5103,4.47647,,2.78316,2.7807,6.14719,5.2953
302,2010-10-30,00:00:00.00,0.102798,0.868681,2.47598,1.32627,4.39294,27.9138,42.4,0.251306,3.31,0.323682,0.936,1.37876,4.4,0.686042,0.954,1.29461,2.08136,3.77,0.0613346,0.109,2.48314,1.18,1.19687,0.303661,0.504561,0.063,0.0494808,0.001,0.796925,0.892,0.693089,0.6145,1.67316,3.6906,7.4756,2.44787,1.79304,2.15051,0.9854,4.98351,4.6156,7.28339,4.4457,0.203546,0.3993,77.0042,5.6634,3.61471,1.0336,15.4166,1.6509,0.357679,1.10502,1.63509,2.3843,2.02757,0.589,3.09135,0.7136,12.9169,24.8622,0.715447,3.21911,4.5873,14.9745,11.8648,4.81553,4.2758,12.4893,21.804,2.82958,,0.793324,2.3673,2.6235,8.2402
303,2010-10-31,00:00:00.00,0.000417095,1.12816,1.47772,1.04041,3.14982,19.6589,40.6,0.180705,2.81,0.356494,0.557,0.779584,4.61,0.682428,0.72,1.4837,1.76044,3.89,0.0611876,0.092,1.58751,1.17,1.11384,0.297717,0.427959,0.062,0.0594231,0.001,0.690224,0.7023,0.528482,0.5635,1.24395,3.15263,6.6545,1.9932,1.61829,2.09981,0.9316,3.74825,4.5873,6.45882,4.5873,0.243273,0.4276,66.2862,3.6529,2.40996,1.11,7.49361,1.5319,0.625894,0.871501,1.83963,2.1436,1.40156,0.555,2.50268,0.5465,8.73762,27.6656,0.817241,3.40264,4.021,9.59968,12.9125,3.4701,3.5113,5.44516,17.4715,1.53019,,0.320279,1.7783,0.402948,4.4174
304,2010-11-01,00:00:00.00,0.00937467,0.410142,1.18542,0.994346,1.93459,14.7445,39,0.0877609,2.46,0.187648,0.47,0.438901,4.42,0.285588,0.625,0.654417,1.36361,3.58,0.0381243,0.085,1.43322,1.18,1.67331,0.623188,0.6001,0.092,0.0692629,0.004,0.669256,0.6428,0.531738,0.555,1.00416,2.76844,5.5784,1.67188,1.29895,1.79875,0.8212,3.09555,4.5307,5.8399,4.6156,0.21405,0.4417,49.4524,4.4457,2.2416,0.824,5.47023,2.0331,0.549319,0.955526,1.46822,2.0501,1.10281,0.3964,1.6458,0.5409,6.71968,16.0273,0.4014,1.60165,3.2281,6.31984,9.9675,2.54346,2.8289,3.11285,14.1301,0.943699,,0.45182,1.2601,0.659007,2.7524
305,2010-11-02,00:00:00.00,0.00293235,0.340791,1.05668,0.539525,1.23777,11.3937,36.9,0.0641045,2.21,0.199965,0.414,0.260338,4.14,0.286844,0.529,0.293134,0.752254,3.32,0.0492697,0.068,1.84199,1.16,2.30257,0.635065,0.833023,0.084,0.101575,0.003,0.663179,0.5947,0.525932,0.5522,0.950542,2.61306,5.5501,1.55978,1.09406,1.5327,0.7957,2.76719,4.7006,5.35286,4.7006,0.209303,0.4786,38.5648,4.3608,2.16518,0.7221,5.42722,2.2965,0.502825,0.929701,1.42652,1.9397,1.02991,0.3087,1.43617,0.5324,5.70788,12.1762,0.305859,1.09786,2.7382,5.20176,6.5412,1.70873,2.0954,2.223,12.2329,0.794646,,0.396486,0.9968,0.689421,1.9935
306,2010-11-03,00:00:00.00,0.000567273,0.366529,0.971337,0.378284,0.95366,9.27518,36.1,0.0812115,1.99,0.132276,0.399,0.159487,3.97,0.227778,0.457,0.319381,0.428528,3.17,0.0475905,0.064,2.07864,1.15,1.59469,0.301595,0.706891,0.081,0.0996102,0.002,0.679281,0.5862,0.530401,0.5125,0.924185,2.56902,6.258,1.52772,0.97899,1.38602,0.8184,2.62292,4.8422,5.06228,4.7006,0.207352,0.5607,33.4244,5.3802,2.08475,0.6031,5.13225,1.9255,0.503347,0.916773,1.37515,1.8802,0.999375,0.2832,1.38375,0.4531,4.87775,11.44,0.308978,0.964507,2.4919,4.17435,4.559,1.10844,1.7018,2.13222,11.1002,0.73464,,0.419505,0.8269,0.7001,1.5744
307,2010-11-04,00:00:00.00,0.0293807,0.743485,1.19425,0.650788,0.800248,8.18944,35,0.123582,1.87,0.125544,0.325,0.123624,3.82,0.221134,0.436,0.319353,0.367188,3.1,0.0423317,0.066,1.74939,1.15,0.926693,0.29816,0.460969,0.069,0.073792,0.001,0.749866,0.5833,0.612485,0.5097,0.954857,2.79361,7.8721,1.57534,0.944422,1.33697,0.7872,2.60107,4.644,4.92596,4.7006,0.221561,0.6201,29.5902,6.1164,2.09385,0.5267,4.8862,1.733,0.496125,0.905292,1.36346,1.8831,0.974703,0.2568,1.3498,0.4332,4.23268,9.0897,0.302327,0.907885,2.4891,3.21072,3.3131,0.872434,1.4442,2.0945,10.5622,0.688243,,0.371734,0.7532,0.67589,1.362
308,2010-11-05,00:00:00.00,0.149886,1.20921,2.06571,1.1517,1.01405,8.55236,34.7,0.36002,1.74,0.188412,0.321,0.228094,3.76,0.343441,0.439,0.636776,0.513517,3.07,0.112019,0.068,1.66159,1.16,1.78512,1.17732,1.14931,0.077,0.32148,0.002,1.43253,0.5805,1.02401,0.5239,1.09386,3.4259,8.2119,1.69675,0.946207,1.33518,0.858,2.63794,5.1537,5.02664,4.5873,0.231758,0.6909,28.2589,5.8616,2.33731,0.5578,5.26907,1.9935,0.621198,1.32097,1.8247,2.5882,1.17418,0.2648,1.78191,0.7447,4.04621,12.4028,0.508461,1.34273,2.4494,3.05236,2.6391,1.1042,1.2431,3.1388,10.2224,1.76323,,1.60324,0.7759,1.86449,1.3847
309,2010-11-06,00:00:00.00,0.435434,1.03122,3.84399,1.40614,1.65236,11.4967,33.6,1.52065,1.97,0.262262,0.335,0.832046,3.74,0.48033,0.433,1.20804,0.970815,3.03,0.197028,0.076,3.0932,1.29,4.08057,4.14455,5.73913,2.3,1.71627,0.354,2.43813,0.5748,1.56323,0.5409,1.24231,3.86434,9.7127,1.80119,0.947855,1.32058,0.8325,2.63846,7.7305,5.00545,4.5307,0.213815,0.7504,28.4332,6.0598,2.60594,0.5748,6.89447,1.9907,1.35239,1.92596,5.65373,3.0865,3.91139,0.3115,6.88021,1.2205,8.07398,29.1664,1.83688,5.89622,7.504,8.83114,9.5711,4.18087,2.4268,7.91682,12.2046,4.05254,,3.98065,1.8859,4.76993,3.1149
310,2010-11-07,00:00:00.00,0.118904,0.642691,4.36945,1.12503,1.97301,14.7345,31.6,1.70638,2.06,0.229471,0.282,1.42395,3.71,0.376611,0.446,1.16506,1.33119,2.97,0.144787,0.078,6.3769,1.47,6.81928,6.7687,10.4043,2.39,2.45775,0.57,2.03977,0.5578,1.33212,0.5493,1.24864,3.5856,9.0897,1.83544,0.981689,1.34721,0.841,2.66968,8.8349,4.94021,4.5307,0.206495,0.8467,28.5441,4.9554,2.56017,0.6031,8.7243,1.8094,1.79535,1.8858,6.88512,2.2937,5.98274,0.3058,9.904,0.8608,14.2001,40.2099,2.44673,8.55201,11.6949,21.7751,11.7232,8.03055,6.3713,11.7851,14.5832,4.48251,,3.11657,4.0493,4.93423,6.5695
311,2010-11-08,00:00:00.00,0.00634862,0.368677,2.8221,0.667924,1.62407,14.6366,30.1,0.478673,1.86,0.156873,0.289,1.1807,3.66,0.239983,0.365,0.609307,1.11163,2.93,0.0629425,0.072,7.54361,1.59,5.6688,3.79051,7.53236,1.57,1.35845,1.03,0.990457,0.6173,0.712376,0.5493,1.12811,2.98475,8.665,1.75286,1.01775,1.39227,0.8353,2.63663,8.3535,4.87253,4.6723,0.205184,1.0307,28.7343,5.5218,2.28403,0.6315,8.95119,1.5546,1.01781,1.37694,3.00632,1.4272,3.91491,0.286,5.48829,0.6513,13.9637,25.9099,1.19366,4.51376,13.677,24.8414,27.6372,6.89524,12.3745,8.97206,12.0347,2.89154,,0.660474,2.1776,2.38622,3.0865
312,2010-11-09,00:00:00.00,0.00319231,0.311322,1.44465,0.420714,1.15763,12.1992,29.6,0.0450823,1.83,0.120236,0.254,0.555062,3.6,0.213634,0.38,0.319077,0.67205,2.92,0.0396898,0.071,4.57262,1.57,1.86487,0.276707,1.94732,2.43,0.338941,0.786,0.668199,0.6654,0.505184,0.5493,0.983503,2.59357,8.4667,1.58617,1.0037,1.36469,0.773,2.52839,8.1553,4.66559,4.7289,0.194056,1.1072,28.7979,5.0404,2.02575,0.6541,7.26262,1.3819,0.415799,0.979317,1.42582,1.3819,1.82288,0.2682,2.27025,0.5295,9.44418,16.3955,0.369115,1.6812,8.3818,14.2036,20.9828,3.35389,9.118,4.64404,10.8737,1.5953,,0.362775,1.498,1.11922,2.2314
313,2010-11-10,00:00:00.00,0.00115411,0.334222,0.953084,0.362619,0.798091,9.59422,29.5,0.0679065,1.72,0.116241,0.231,0.195773,3.56,0.206012,0.454,0.296446,0.419485,2.92,0.0367445,0.077,1.91693,1.74,0.711314,0.26148,0.170431,2.9,0.0348777,0.436,0.609349,0.6654,0.477969,0.5182,0.884978,2.43142,7.8154,1.45856,0.956882,1.31686,0.8269,2.43083,4.7289,4.44427,4.7572,0.189025,1.1553,28.4336,5.2103,1.9061,0.6173,5.69815,1.2969,0.45487,0.851716,1.39638,1.362,1.16502,0.2642,1.40221,0.4984,6.47434,14.6398,0.282588,1.09223,5.9749,5.85376,12.1479,1.58537,4.5873,2.8032,10.0525,0.96144,,0.381001,1.2403,0.763755,1.8434
314,2010-11-11,00:00:00.00,0.00188611,0.316427,0.896345,0.368297,0.561905,7.84774,29.2,0.0627771,1.61,0.115372,0.218,0.125494,3.49,0.20364,0.341,0.297237,0.354614,2.86,0.0375077,0.075,1.06323,1.77,0.778628,0.258473,0.360183,1.73,0.0533632,0.265,0.610665,0.7872,0.49326,0.5125,0.853945,2.41162,7.9004,1.39898,0.898199,1.25969,0.858,2.34271,4.6723,4.3029,4.8139,0.187307,1.1638,27.6756,5.4085,1.86711,0.5777,5.15813,1.1468,0.461338,0.830567,1.24219,1.3564,0.94702,0.2611,1.2157,0.4899,5.41658,10.6471,0.277747,0.885376,4.5873,3.42917,7.957,0.990652,3.0582,2.01836,9.5428,0.734046,,0.360262,1.0562,0.648027,1.5829
315,2010-11-12,00:00:00.00,0.000520175,0.32047,0.880473,0.364073,0.478548,6.97423,28.8,0.059983,1.59,0.113581,0.238,0.129044,3.47,0.201356,0.327,0.291581,0.348266,2.82,0.0364418,0.085,0.857733,1.61,0.709474,0.255603,0.378192,1.15,0.0513875,0.18,0.614221,0.7985,0.503773,0.5097,0.848548,2.43681,7.504,1.38377,0.848849,1.19952,0.8269,2.27749,5.8899,4.20331,4.9554,0.184883,1.2176,26.6816,6.5129,1.84777,0.5748,4.7456,1.2006,0.448391,0.819776,1.25619,1.2629,0.89186,0.2704,1.24288,0.5182,4.66821,10.9303,0.274594,0.847862,3.7945,2.68301,5.6917,0.784371,2.2795,1.74399,9.0331,0.653079,,0.380393,0.9288,0.62955,1.3932
316,2010-11-13,00:00:00.00,0.00128156,0.31304,0.869306,0.359081,0.460201,6.42827,28.5,0.0584953,1.46,0.112645,0.235,0.137514,3.5,0.199268,0.404,0.294873,0.347083,2.8,0.0371088,0.083,0.822536,1.47,0.731216,0.252669,0.365622,0.853,0.0514861,0.131,0.599427,0.7929,0.487553,0.5097,0.833213,2.35913,6.7111,1.36718,0.818923,1.15906,0.824,2.23646,7.5606,4.13356,5.2669,0.183875,1.229,25.7265,6.3147,1.86151,0.5493,4.39115,1.3281,0.451918,0.812311,1.23043,1.0675,0.871277,0.2599,1.16762,0.5154,3.81472,8.3818,0.271416,0.808739,3.398,2.3333,4.4174,0.72728,1.8236,1.71358,8.4667,0.620264,,0.35352,0.8297,0.620385,1.2346
317,2010-11-14,00:00:00.00,0.00701107,0.319877,0.863606,0.372916,0.482499,6.04375,28.3,0.058637,1.44,0.18176,0.21,0.190814,3.41,0.357031,1.03,0.501017,0.459803,2.84,0.0372155,0.091,0.796666,1.41,0.706657,0.249783,0.366745,0.596,0.0512107,0.1,0.597766,0.6541,0.479029,0.5182,0.812516,2.29198,7.3341,1.34054,0.800805,1.13321,0.7872,2.21064,9.0331,4.09597,5.182,0.187481,1.229,24.979,5.5218,1.91487,0.5692,4.25861,1.2261,0.451847,0.807676,1.23889,0.9656,0.86157,0.25,1.19441,0.538,3.28406,7.7871,0.268048,0.810631,3.0865,2.28863,3.483,0.708564,1.5518,1.68466,8.1553,0.599907,,0.356596,0.7702,0.612986,1.1327
318,2010-11-15,00:00:00.00,0.175869,0.932464,1.11135,0.721537,0.634064,5.93674,28.3,0.141084,1.41,0.408855,0.185,0.305025,3.4,0.569876,1.01,0.661404,0.683969,2.79,0.314459,0.124,2.13203,1.36,3.10575,1.75414,1.54558,0.493,0.506451,0.091,1.24114,0.5635,0.904002,0.5409,1.16956,3.6558,7.4473,2.0961,1.04031,1.53988,0.8155,2.50431,8.7499,4.63949,5.0404,0.289788,1.3932,24.8811,8.5234,2.06192,0.6456,4.24225,1.144,0.478138,0.822724,1.41997,0.8976,1.03536,0.2551,1.52787,0.657,3.28492,9.0897,0.453583,1.10663,3.0865,2.59102,3.0016,0.90983,1.4017,2.03108,8.2119,0.736478,,0.43399,0.7362,0.841563,1.0874
319,2010-11-16,00:00:00.00,0.00674085,1.20337,1.33875,1.18099,0.873878,6.16567,28.2,0.170488,1.39,0.358951,0.193,0.329037,3.36,0.410668,0.97,0.469125,0.709953,2.79,0.387807,0.134,4.36062,1.34,4.77585,1.75157,2.7289,0.417,0.751114,0.071,1.59621,0.606,1.22461,0.5239,1.5878,5.18308,7.0792,2.81826,1.21786,1.87495,0.9543,2.85165,8.9198,5.56486,4.8988,0.338761,1.3762,25.6973,4.7289,2.14768,0.6598,4.23312,1.0987,0.493143,0.83754,1.50981,0.875,1.12241,0.2557,1.83554,0.6711,3.87566,7.7871,0.54314,1.31241,3.1998,3.17023,2.8005,1.07579,1.2997,2.85861,8.1269,0.843317,,0.474643,0.7476,1.03739,1.1072
320,2010-11-17,00:00:00.00,0.68013,0.514452,1.62251,1.13061,1.19102,7.18857,28.4,0.404386,1.41,0.45233,0.284,0.669186,3.41,0.769752,0.959,0.830348,0.942191,2.78,0.309122,0.119,4.48581,1.34,2.69389,0.405858,1.74188,0.374,0.359831,0.064,0.996604,0.7221,0.839668,0.521,1.41163,4.16091,6.9659,2.33888,1.09462,1.59537,0.9288,2.92126,9.5711,6.0302,4.9271,0.441001,1.6367,29.9922,5.805,4.82773,0.6938,8.87148,1.2743,1.82812,3.27696,5.40977,1.0506,2.98662,0.2973,5.66892,1.2629,11.3253,15.2345,2.46088,5.65973,3.7095,7.14863,3.1998,2.17394,1.4527,5.25865,8.0703,1.98252,,1.62681,0.8099,2.24559,1.2431
321,2010-11-18,00:00:00.00,1.80107,6.17137,8.85099,4.91803,3.88145,17.5968,42.1,3.32772,3.95,4.0996,0.824,3.56953,4.74,6.39126,1.5,6.33619,5.73069,3.64,1.41686,0.247,10.3343,1.74,11.4542,7.12681,8.2454,6.92,2.53138,1.32,4.9565,0.9486,3.69227,0.606,4.27694,16.6441,29.4495,9.14878,3.15136,5.6428,5.9465,6.05121,9.9392,13.8121,5.6067,1.51987,3.2564,51.5773,13.7337,16.8106,1.0789,25.8269,2.9166,4.47694,8.87531,12.8555,2.2031,7.93471,1.1978,14.0053,3.0865,29.0368,52.3862,4.70036,14.0603,25.4852,23.1523,37.3782,6.72246,8.2685,17.023,22.7384,6.49779,,6.15227,6.1731,7.47043,8.9198
322,2010-11-19,00:00:00.00,0.110721,8.32651,14.5884,10.0038,9.34166,42.9769,40.6,4.32687,4.46,4.57141,1.01,6.49099,4.59,6.56461,1.45,8.41892,10.6733,4.1,1.4821,0.226,19.186,2.74,17.8254,7.14147,12.7461,8.45,3.42334,2.04,7.20686,0.79,5.73692,1.0987,7.39408,27.0087,16.3671,14.2667,4.6122,8.22396,3.6812,9.87386,9.5145,22.7387,5.5501,1.81507,0.7589,96.3832,8.3818,21.9556,1.6962,37.5153,3.8794,3.7554,8.59638,10.4176,2.4381,8.33931,1.2063,12.9323,2.3022,32.6886,24.3242,3.05782,11.5455,13.8186,36.7819,58.6159,10.1382,22.7101,26.7364,30.8654,8.35737,,5.54872,5.0121,8.71357,7.8438
323,2010-11-20,00:00:00.00,0.0132359,2.24192,8.2199,6.58506,10.993,56.8633,39.3,1.35271,4.41,0.955453,0.792,4.68699,4.31,1.25845,1.29,2.85282,6.87032,3.77,0.28954,0.163,14.2727,4.25,7.3218,0.418461,4.89288,6.47,0.989409,1.14,2.6677,0.9486,2.36127,1.1213,4.91367,12.8449,10.6755,7.28338,3.47766,4.3586,1.665,9.28469,9.0897,16.6577,6.2863,0.605898,0.4786,127.118,9.0331,10.5776,2.8005,26.4753,3.2848,1.08621,3.08017,3.11397,2.288,3.81992,1.127,5.11492,1.699,18.3367,16.4804,0.782109,3.60677,9.0331,27.6063,42.7584,7.14977,16.5937,16.9895,25.1737,4.61097,,0.814173,2.4947,3.05733,6.7677
324,2010-11-21,00:00:00.00,0.00048115,0.269198,2.03489,1.0897,6.92367,42.9334,37.2,0.0415128,3.96,0.307667,0.685,1.63973,4.45,0.504949,1.18,0.264323,1.77743,3.74,0.0286874,0.128,4.19797,3.56,1.02881,0.236152,0.153475,6.31,0.0306994,0.441,0.31592,0.8467,0.219936,0.926,2.24503,3.00597,8.7216,2.71391,3.17842,3.1935,1.229,6.37956,8.9764,7.90361,6.3996,0.113341,0.4474,110.331,13.3372,2.72252,1.8094,11.3814,3.5113,0.401493,0.785143,1.53452,1.7953,1.51884,0.9231,2.0372,1.2884,9.0061,14.4133,0.31101,1.63064,6.0598,11.49,24.6923,3.05892,9.741,5.16442,17.7547,1.74626,,0.308021,1.7132,0.336893,3.6246
325,2010-11-22,00:00:00.00,0.00859983,0.345017,0.887215,0.260129,2.97805,24.8274,35,0.0602901,3.48,0.227285,0.577,0.485148,4.43,0.435917,1.08,0.569862,0.745165,3.54,0.0594561,0.111,1.15239,2.65,0.98415,0.24549,0.337303,3.56,0.0610526,0.17,0.503874,0.858,0.398694,0.7929,1.57392,3.39443,8.2119,2.35456,2.55582,3.24605,1.0279,3.97961,8.9764,5.72718,6.2863,0.17605,0.3964,71.3768,15.4893,1.99122,1.2431,5.7694,2.86,0.394643,0.661629,1.25691,1.2771,1.00905,0.7334,1.22101,1.0647,6.52441,11.2135,0.245017,1.00655,4.8705,4.85314,14.6115,1.56254,5.6917,2.49892,14.2717,0.975735,,0.404005,1.3337,0.566535,2.5032
326,2010-11-23,00:00:00.00,1.16291,3.19852,2.70086,2.21638,2.11526,19.1145,34.7,0.901195,3.28,4.18229,1.56,3.39487,4.62,7.04028,1.86,6.57119,6.28625,3.73,0.923468,0.14,6.33829,2.58,7.79411,3.61547,3.82847,1.88,1.47768,0.093,1.56302,0.858,1.23992,0.7447,2.34647,9.0519,12.2612,5.92173,3.19183,5.82884,2.826,9.76573,11.2984,10.3851,6.5412,0.538187,1.0562,49.2221,12.4311,3.19143,1.0675,6.65731,2.54,1.03278,1.17548,4.49739,1.212,3.3276,0.875,5.88309,2.1861,8.08619,24.9188,1.17337,4.5533,6.0598,7.46866,10.7604,3.73253,5.8333,6.76219,22.4553,3.73508,,3.56675,3.1149,4.41431,7.1358
327,2010-11-24,00:00:00.00,1.3947,6.53426,8.11779,6.8894,4.78781,27.1257,43,2.37407,7.11,7.2105,11.1,9.24108,6.55,11.105,12.3,12.9729,16.3859,10.2,2.26302,1.5,17.2594,6.48,16.4945,4.94837,7.99225,3.31,2.92498,1.18,3.63737,0.841,2.8219,0.7391,5.51963,22.2029,32.5644,14.0998,5.58467,11.686,13.9885,25.0701,14.0168,35.7666,8.1836,1.516,1.8944,58.5369,17.9812,7.88302,0.9854,14.6695,2.339,3.04921,4.38635,10.0243,1.7953,6.2326,2.1266,10.0085,3.7095,10.3857,31.1485,1.81915,7.73066,11.9214,16.9206,16.7069,7.27021,15.2345,18.8779,69.9426,7.97069,,6.29311,20.5863,9.48081,35.6792
328,2010-11-25,00:00:00.00,0.0273029,3.66711,9.01592,6.90535,8.44649,42.7847,46.9,1.96763,8.64,3.17139,6.49,8.44889,6.92,4.49972,5.84,7.63726,13.6902,13.5,1.55388,1.33,17.0801,9.99,10.605,1.58385,5.02416,3.91,1.71628,3.56,3.59203,0.7787,2.74673,0.841,5.80575,19.7687,15.0079,12.35,5.55177,9.7257,5.2386,28.9057,11.8931,51.7611,9.4295,1.53303,0.7419,95.9702,5.9465,10.2359,0.8552,23.8214,2.4579,3.18658,6.45231,7.94337,2.2965,5.15026,1.5659,6.58317,3.1432,9.59388,25.3719,1.05924,4.645,7.4473,20.4587,22.1721,6.08065,13.1957,20.0557,32.2812,6.54378,,2.95807,5.5501,6.70486,10.0525
329,2010-11-26,00:00:00.00,3.40053,0.41602,4.56016,2.1186,7.71537,45.5556,48.1,0.715348,6.83,0.95286,3.22,3.87072,6.84,1.52919,3.49,1.76436,4.80285,10.6,1.04048,0.557,8.93196,8.97,4.5822,1.63668,2.40272,3.5,1.11272,2.41,4.33939,0.7702,3.70747,0.8665,6.93771,20.6127,19.397,12.9302,7.06406,10.8443,4.9554,29.6474,12.6293,57.7075,12.5444,3.19764,3.5962,193.663,17.8396,25.3359,2.0615,54.306,4.7855,7.7821,17.4681,20.9389,25.5135,12.6391,12.8275,17.3952,17.0467,26.3718,90.3307,4.48414,12.4151,33.697,25.0857,39.6436,5.87294,9.8826,10.0954,21.7473,3.11285,,0.747742,3.1432,2.2818,5.097
330,2010-11-27,00:00:00.00,1.56153,3.79245,5.27107,2.61049,5.54074,37.4493,54.1,1.97011,8.53,4.34222,10.8,4.33693,8.8,6.40237,10.6,5.92599,6.45935,13.4,2.58354,4.22,13.306,14.9,13.4477,6.51555,8.8689,10.5,3.13416,4.75,8.00229,0.8495,6.92347,0.9628,11.4389,37.411,32.2812,21.6923,9.82499,16.4441,10.7604,34.689,12.1479,74.0021,14.2717,4.62629,3.398,346.864,49.8376,46.2886,6.5978,99.0533,71.9248,14.1861,30.4389,38.9163,90.3307,25.1917,48.705,35.1745,49.5545,63.0111,124.594,8.61986,24.7794,75.0396,48.4798,114.966,12.6799,37.6614,12.7572,50.1208,4.59992,,3.6225,7.3057,5.08148,18.5192
331,2010-11-28,00:00:00.00,0.00317192,4.76645,7.47158,5.71084,5.87919,36.8219,53.7,2.4792,8.66,3.75378,5.5,5.51596,8.82,5.16191,4.81,6.85898,9.39974,13,1.9788,1.68,19.1912,19.5,15.3627,5.11718,10.1308,9.83,2.9337,7.18,6.20638,0.8042,5.33277,1.2006,9.64971,27.6033,17.4432,15.605,8.48464,11.7143,4.4457,26.4001,11.3267,53.9746,16.6786,1.91981,2.3814,418.47,138.752,35.2107,13.9319,106.726,120.063,7.81468,19.4701,22.4936,24.7206,19.1851,23.0782,24.5163,32.5644,63.4731,56.6337,5.23205,15.8129,21.4925,56.8042,96.2773,14.3263,37.0951,18.4681,33.9802,5.5568,,3.74191,5.1253,6.39704,9.8826
