time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
1311,2013-08-04,00:00:00.00,1.09725,6.49128,20.3765,16.6485,35.2299,186.75,179,5.75119,1.88,3.70549,0.766,9.86642,4.19,4.22736,1.07,4.9155,11.0441,4.52,1.40982,0.368,22.0253,2.15,12.3003,2.80685,6.31577,0.5,2.20641,0.364,5.21907,0.3794,4.24851,1.0024,8.49228,21.1494,11.6382,12.5305,7.57185,9.65988,1.6311,16.6128,9.0331,22.1069,6.8244,1.52932,0.6881,241.811,23.6729,26.8573,7.7305,59.7667,38.5109,6.84835,15.8857,16.3121,3.2281,10.2952,0.9826,13.3665,1.2658,20.4668,27.6656,2.49834,6.52946,8.7782,17.0204,2.86,5.02389,1.5942,10.5388,4.3325,4.26502,0.6796,2.95933,0.4757,3.97025,0.6456
1312,2013-08-05,00:00:00.00,0.00928632,4.4616,9.28688,6.3266,18.9269,143.445,122,4.51409,1.65,3.51925,0.547,6.42276,4.1,4.11832,0.804,3.10463,6.17004,4.01,1.14722,0.238,11.5972,1.89,7.72798,2.72507,4.20639,0.767,1.56876,0.125,4.77452,0.3851,3.62776,0.8325,6.50512,16.2151,10.0525,9.81544,6.79585,8.75602,1.3847,13.8305,9.0048,21.1888,6.5129,1.44903,0.538,346.309,193.97,24.3131,40.2099,61.7098,68.2436,5.45767,17.2932,13.6335,5.2386,10.532,0.807,14.7003,1.1836,23.5805,28.2602,2.84042,7.12878,4.8988,15.5842,2.5117,4.59338,1.2658,10.2656,3.936,3.83966,0.5947,2.46254,0.4078,3.59711,0.5748
1313,2013-08-06,00:00:00.00,0.00264623,4.13962,7.67061,6.75997,10.6673,78.4625,81.5,3.46732,1.68,2.75738,0.406,5.86749,4,3.33826,0.661,3.40084,6.04495,3.51,1.26125,0.187,9.77492,1.33,7.77053,2.20672,4.48553,0.585,1.67697,0.044,4.81779,0.3511,3.68895,0.6654,5.80791,16.0364,9.1747,9.17133,5.92929,7.97407,1.229,12.2213,12.063,20.6434,6.1448,1.42224,0.4729,392.248,260.232,15.6132,22.3137,50.8483,45.8733,3.40919,9.57045,9.5411,3.936,8.08921,2.4154,11.05,0.9628,23.2473,20.2749,2.16564,5.84514,3.3697,15.4717,2.254,4.47608,1.0675,10.0874,3.8228,3.50397,0.5097,2.03627,0.3398,3.46996,0.5069
1314,2013-08-07,00:00:00.00,0.0255158,3.36844,7.60515,6.14618,10.2336,53.6215,63.2,2.72147,1.32,2.66617,0.337,6.05824,3.91,3.34543,0.575,3.30562,6.02978,3.31,1.1886,0.165,10.0784,1.11,6.8231,2.37175,4.06924,0.387,1.65295,0.021,4.89635,0.3228,3.67958,0.6031,5.70237,15.489,8.7782,8.93668,5.45145,7.49713,1.2799,11.9876,11.3834,20.4505,5.8899,1.40878,0.4502,309.262,142.151,11.667,8.1553,34.5813,27.2408,2.9678,5.67398,8.23064,3.0299,6.19612,1.3762,8.25929,0.9061,19.8701,18.1228,1.74136,5.03224,2.945,14.9946,2.54,4.44964,0.9514,9.99766,3.7945,3.40077,0.4814,1.9046,0.3002,3.41778,0.4842
1315,2013-08-08,00:00:00.00,0.521794,6.31387,9.42333,7.93985,11.7172,57.0686,59,3.31773,1.11,2.72429,0.287,6.25362,4.08,3.38058,0.529,3.3892,6.2358,3.38,1.20843,0.157,10.1023,0.958,8.08856,2.94507,4.95112,0.281,1.82743,0.015,6.29122,0.3228,4.45006,0.6938,6.33549,16.5137,9.0897,9.5392,5.43641,7.497,1.4527,12.6748,10.0242,22.1599,5.6351,2.17254,1.9963,193.906,89.1981,18.896,5.2103,31.201,22.6818,3.4715,6.42967,12.8251,19.0856,8.91973,1.968,13.888,1.0619,28.1492,20.3315,4.09472,8.17942,6.2014,16.2795,3.0865,4.53261,0.9345,9.99941,3.5962,3.34005,0.4814,1.95791,0.2832,3.38246,0.4927
1316,2013-08-09,00:00:00.00,0.461374,7.56506,10.8425,11.2578,14.2163,69.0263,57.2,3.62582,0.939,4.42141,0.276,8.52986,4.66,5.71882,0.484,5.69746,8.64052,3.78,1.18242,0.145,12.7644,2.47,11.4514,5.00109,7.13972,0.318,2.12915,0.059,7.149,0.3228,5.21004,1.0704,7.05767,17.7244,12.9408,10.3089,5.62429,7.50653,1.5688,13.9989,10.2507,25.3356,5.4368,2.44639,1.0874,162.479,52.6693,26.0545,10.4206,39.1166,51.2535,5.68641,6.96978,18.4328,45.8733,12.3866,20.643,20.4975,52.103,42.6149,43.6079,5.37476,10.8517,9.5428,21.5341,3.1149,4.79598,0.9514,23.5521,20.1333,5.76533,0.7362,3.80939,0.4814,7.37173,0.8099
1317,2013-08-10,00:00:00.00,0.249662,5.06295,9.18129,9.40038,15.5275,76.9978,51.4,3.0685,0.798,4.52831,0.274,10.0236,5.8,5.62167,0.498,6.42474,10.6027,14.3,1.17912,0.126,15.0206,1.56,12.5479,4.37884,7.70848,0.312,2.05343,0.079,5.68733,0.303,4.50126,0.7985,6.85289,17.5437,10.6755,10.2562,5.8212,7.6784,1.2856,14.1186,9.9109,25.3805,5.4085,1.57539,0.7674,167.144,42.4753,18.3003,16.8202,44.8186,89.4812,7.46775,7.28335,17.8795,14.0452,11.8987,11.1852,18.9185,29.4495,37.6586,55.501,3.10573,8.41135,19.7935,26.7859,9.0048,5.5853,2.2172,45.3377,53.2357,12.4064,3.398,9.00309,5.2386,14.64,6.0032
1318,2013-08-11,00:00:00.00,0.00237991,3.36829,7.64569,6.15841,13.1055,69.2249,44.5,2.69986,0.695,2.58575,0.361,7.69999,4.89,3.18327,0.442,3.89932,7.97079,8.88,1.16456,0.105,12.9528,0.992,8.2223,2.08439,4.87768,0.307,1.70323,0.054,4.58659,0.3058,3.60707,0.6994,5.98626,15.8358,8.8349,9.23492,5.66246,7.50828,1.1327,12.5287,9.4295,22.5792,5.4935,1.29167,0.6626,158.49,27.2408,10.7367,9.9958,44.6014,75.0396,5.46405,6.66061,13.5503,7.9004,9.37526,5.5218,13.2606,12.0347,24.317,33.4139,1.81695,5.788,8.1269,25.5014,29.1664,5.83987,1.178,40.0347,21.4359,13.3284,4.1343,7.54086,2.4239,12.3876,4.0493
1319,2013-08-12,00:00:00.00,0.00119512,3.54528,7.08299,5.54777,10.0933,56.8783,34.5,2.70863,0.596,2.58729,0.334,5.75274,4.34,3.15237,0.395,2.94024,5.75769,5.5,1.1586,0.09,9.3476,0.755,6.21972,2.06043,3.50827,0.221,1.56075,0.025,4.52407,0.3426,3.4628,0.6173,5.42599,14.8399,7.4756,8.52233,5.32179,7.13421,1.0534,11.3899,9.0897,20.517,5.3236,1.34978,0.6031,157.476,22.4553,10.8042,5.4085,36.0327,34.2634,3.1529,5.97909,9.25355,4.644,6.93006,3.1715,8.84975,5.6067,19.2795,22.7667,1.63345,4.95154,4.9554,19.2517,21.804,4.98163,1.0137,18.3445,10.6471,6.91311,1.4442,2.02476,0.8523,4.8277,1.648
1320,2013-08-13,00:00:00.00,0.334595,3.36208,7.01915,5.77271,9.46467,50.3862,32.2,2.67885,0.529,2.53888,0.325,5.66312,4.15,3.13019,0.382,3.09694,5.5886,4.27,1.61644,0.152,8.62829,0.638,6.33826,2.03665,3.88226,0.193,1.6073,0.016,4.48492,0.3143,3.46857,0.538,7.59822,21.8947,9.656,14.0668,7.51029,12.4046,3.0865,21.373,16.3388,29.547,6.9376,1.35292,0.5437,153.67,27.8638,10.876,3.4547,28.5489,20.105,2.81389,5.98923,7.74051,3.4263,5.86507,2.2002,7.82314,3.3131,17.5961,20.0766,1.59822,4.69405,3.8511,15.1123,10.1941,4.74947,0.8863,9.39138,7.4473,3.49479,0.9061,1.71657,0.5295,2.95732,1.0959
1321,2013-08-14,00:00:00.00,0.500573,3.44999,6.9867,5.63079,9.80538,49.2758,31.5,2.82153,0.849,2.69883,0.313,7.09794,4.26,4.00399,0.383,3.56913,7.00468,3.92,4.80972,7.71,10.032,0.605,6.35015,2.06467,3.85537,0.221,1.83061,0.011,4.44027,0.303,3.48367,0.4984,10.9283,32.4139,29.7327,21.2805,11.3553,20.4092,7.1642,38.5176,16.6503,55.7882,25.7966,1.46137,0.5947,147.172,25.0038,10.5571,2.6278,27.527,19.6519,2.8595,5.91444,8.65647,4.6723,6.56092,1.8293,8.3828,2.3191,16.4422,20.0483,1.59596,7.2471,6.9093,23.7261,33.1307,9.2548,1.8434,17.1661,31.7149,5.08479,0.9345,3.74261,0.6173,5.74715,1.7953
1322,2013-08-15,00:00:00.00,0.00699141,3.33253,6.92019,5.59474,9.5734,49.076,29.7,2.86149,0.561,2.68663,0.265,7.36481,4.16,3.97198,0.327,3.70913,7.62686,3.71,5.09326,2.39,10.3939,0.493,6.94991,2.41343,4.19485,0.199,1.92182,0.009,4.39451,0.2767,3.42333,0.5125,9.6017,26.9964,10.9303,16.8461,11.5801,17.8451,2.86,38.603,15.9424,60.828,24.7772,1.46887,0.4786,147.917,14.3283,10.5008,2.0247,27.393,19.2555,2.81697,5.81628,8.73355,4.8988,6.86011,1.5546,8.75054,1.3762,16.2015,19.6236,1.58034,7.66164,3.7661,32.3787,32.2812,12.3787,3.6529,27.0019,14.838,6.46359,1.7556,4.01562,0.7391,7.27564,2.86
1323,2013-08-16,00:00:00.00,0,3.33456,6.84185,5.50042,9.31735,48.1657,28.8,2.66176,0.45,2.50412,0.248,5.8143,3.95,3.03679,0.286,3.17585,6.0704,3.4,1.53719,0.581,9.57549,0.446,6.96928,2.33858,4.29682,0.171,1.73621,0.007,4.3536,0.2523,3.33493,0.5239,6.59913,16.3361,8.042,9.8592,9.57378,11.4898,1.5716,25.0719,13.7337,36.3822,14.9513,1.32225,0.4644,148.953,12.0063,10.3592,3.5396,26.8577,13.7903,2.78311,5.76477,7.6984,3.0582,5.91999,1.8548,8.01905,1.0534,16.5603,18.6608,1.5578,4.98486,3.0865,23.3199,12.9974,8.42302,2.4239,19.4705,8.7216,4.82152,0.9345,1.95678,0.4474,4.47884,1.4442
1324,2013-08-17,00:00:00.00,5.88021e-07,3.24882,6.77262,5.42587,9.24533,47.5989,28.2,2.57558,0.414,2.44126,0.24,5.43126,3.82,2.99892,0.267,2.94866,5.4585,3.21,0.930154,0.326,8.93477,0.409,6.14852,1.94336,3.80184,0.15,1.55777,0.006,4.31462,0.2529,3.29136,0.4955,5.61923,14.5218,6.9659,8.5795,7.62459,9.59091,1.3139,15.7187,12.1196,22.368,11.8931,1.25335,0.4502,148.417,17.4149,10.2468,2.3078,26.5559,9.5145,2.74141,5.69923,7.44723,2.3701,5.54413,1.2431,7.40235,0.9345,16.6193,17.8962,1.543,4.55229,2.7128,14.1115,6.4846,4.64022,1.3451,9.25716,6.9093,3.41012,0.7079,1.64643,0.337,2.89627,0.9571
1325,2013-08-18,00:00:00.00,1.02541e-08,3.24688,6.70943,5.3751,9.12925,47.2236,27.2,2.56178,0.385,2.43728,0.226,5.42646,3.76,2.96852,0.262,2.93388,5.44456,3.05,1.17504,0.235,8.28431,0.373,5.90098,1.9205,3.52126,0.138,1.47456,0.005,4.27126,0.2322,3.2595,0.4729,5.12243,14.1009,6.2863,8.07844,5.79994,7.76296,1.1695,12.3381,10.3356,20.4273,10.1941,1.25316,0.4332,143.61,17.8396,10.134,1.6254,26.2952,7.5606,2.71539,5.63874,7.45821,1.985,5.50635,0.9713,7.26298,0.7249,16.1084,17.1317,1.52834,4.4703,2.4862,12.4969,4.1626,3.76619,0.9684,8.31877,6.0315,3.10761,0.5947,1.82752,0.2888,3.03146,0.7447
1326,2013-08-19,00:00:00.00,0,3.18265,6.64561,5.31073,9.03398,46.7208,25.3,2.53632,0.369,2.39511,0.208,5.34045,3.73,2.93822,0.249,2.90355,5.34727,2.92,1.03769,0.187,8.11506,0.339,5.90724,1.89783,3.54939,0.13,1.46497,0.004,4.22755,0.2282,3.22528,0.4361,4.8898,13.5909,5.8333,7.74361,4.90827,6.6047,1.0817,11.2175,10.2224,19.0541,8.5234,1.23594,0.4191,138.319,18.7458,10.0198,1.4102,25.9759,6.5695,2.6846,5.57728,7.31893,1.7613,5.44837,0.807,7.12604,0.6201,15.3327,16.5087,1.51379,4.34814,2.3673,12.3376,2.8883,3.88788,0.8042,8.87893,5.4935,3.02254,0.5097,1.68449,0.2568,3.02754,0.6145
1327,2013-08-20,00:00:00.00,0,3.1656,6.58183,5.25748,8.94823,46.1668,24.6,2.51278,0.356,2.38652,0.197,5.29946,3.63,2.90805,0.332,2.87015,5.33526,2.75,1.08981,0.159,8.10612,0.317,5.80695,1.87535,3.49687,0.124,1.44973,0.004,4.18398,0.2064,3.19252,0.4049,4.78544,13.4563,5.3236,7.62169,4.54936,6.24927,1.0194,10.6175,10.1091,18.2579,7.2491,1.2231,0.4106,135.861,14.0168,9.91214,1.1213,25.7222,5.9465,2.65625,5.51669,7.27828,1.6112,5.38895,0.7108,7.09117,0.5097,14.9908,16.2256,1.4993,4.34259,2.339,12.4685,2.2852,3.90856,0.7221,8.76697,5.1253,2.96473,0.4814,1.74647,0.2322,3.00124,0.555
1328,2013-08-21,00:00:00.00,8.335e-09,3.11373,6.51834,5.19553,8.85031,45.6081,24,2.48896,0.35,2.34872,0.193,5.24338,3.44,2.87801,0.258,2.83963,5.25182,2.69,1.04809,0.14,7.97697,0.317,5.76104,1.85307,3.45504,0.136,1.435,0.003,4.14064,0.2138,3.15934,0.4106,4.71407,13.2503,4.8139,7.50769,4.373,5.99059,0.9911,10.2337,10.0525,17.8175,6.4562,1.20929,0.3993,135.042,12.3745,9.80035,0.9968,25.4341,5.6067,2.62691,5.45644,7.17187,1.5234,5.3295,0.6201,6.97296,0.4389,14.8265,16.4521,1.48486,4.25155,2.2342,12.1822,1.8349,3.88396,0.7079,8.64981,4.8422,2.9275,0.4531,1.67902,0.2084,2.97145,0.4984
1329,2013-08-22,00:00:00.00,0.00686221,3.08847,6.45494,5.14164,8.76084,45.1432,23.1,2.46524,0.335,2.33711,0.18,5.19147,3.31,2.8481,0.264,2.80801,5.21772,2.65,1.05294,0.124,7.90818,0.26,5.67825,1.83098,3.42084,0.11,1.42031,0.003,4.09754,0.2027,3.12662,0.4616,4.66224,13.1302,4.7855,7.42918,4.27524,5.90056,0.9769,10.02,9.741,17.508,5.9182,1.19586,0.3964,133.959,11.3551,9.70263,0.9571,25.1647,5.3519,2.59849,5.40292,7.11339,1.3875,5.27188,0.538,6.93284,0.4446,14.6805,15.9141,1.47048,4.24633,2.1436,12.1218,1.5093,3.85074,0.6513,8.5822,4.559,2.89467,0.3964,1.69354,0.1866,2.94125,0.4417
1330,2013-08-23,00:00:00.00,0.14229,3.15098,6.40333,5.3461,8.90483,45.1182,23.1,2.51788,0.322,2.33708,0.23,5.18011,3.29,2.90094,0.261,2.96372,5.30861,2.59,1.03477,0.109,7.83147,0.245,5.66097,1.80909,3.37705,0.098,1.40571,0.002,4.05501,0.1758,3.09397,0.5493,4.61204,12.979,4.2475,7.34972,4.21993,5.80013,0.9373,9.8823,9.3729,17.696,5.4935,1.19375,0.3908,134.622,14.4133,10.4801,0.9345,25.4288,5.0121,2.62121,5.37213,8.64927,1.2912,5.86675,0.4984,7.03318,0.4757,16.1852,20.6713,1.92214,4.32534,2.0898,11.9728,1.2743,3.81369,0.5295,8.80619,4.4174,2.86595,0.3964,1.6564,0.175,2.95988,0.4134
1331,2013-08-24,00:00:00.00,0.0421618,3.14431,6.34168,5.42142,9.16013,45.3033,23,2.53748,0.335,2.32623,0.223,5.21078,3.3,2.87133,0.265,3.02205,5.42628,2.61,1.02807,0.102,7.80559,0.254,5.64698,1.78739,3.34151,0.092,1.39118,0.003,4.01278,0.1489,3.06158,0.4474,4.56589,12.8547,3.8511,7.27318,4.17014,5.75296,0.8891,9.85917,9.118,18.6098,5.2103,1.18896,0.3794,140.302,14.2434,11.1909,0.9996,25.5533,5.1537,2.63425,5.33361,9.05134,2.3843,6.32211,0.5805,7.26826,0.4502,17.7671,18.4343,2.08807,4.46803,2.3899,11.8618,1.1129,3.77571,0.4842,9.28327,6.0032,2.84013,0.3681,1.65206,0.1699,2.98698,0.3851
1332,2013-08-25,00:00:00.00,0,2.98087,6.26724,5.07047,8.96776,44.7086,22.6,2.43063,0.312,2.25645,0.221,5.17111,3.27,2.75927,0.243,2.80191,5.25827,2.56,1.01576,0.088,7.72566,0.249,5.56693,1.76588,3.30073,0.087,1.3767,0.003,3.97017,0.141,3.02933,0.3851,4.51847,12.7138,3.7945,7.19974,4.12951,5.68084,0.8807,9.80179,7.9287,19.0073,4.8422,1.16277,0.3681,146.367,11.8931,10.3173,1.0279,25.0522,4.8705,2.55256,5.24521,7.122,2.4721,5.6885,2.0218,7.0949,0.5154,16.5089,16.0557,1.59509,4.25702,2.1577,11.7303,0.9769,3.73757,0.4417,9.14734,4.4741,2.8115,0.3681,1.62714,0.156,2.91811,0.354
1333,2013-08-26,00:00:00.00,8.18629e-06,2.93809,6.20327,4.88759,8.50911,43.6537,21.9,2.36505,0.293,2.23891,0.177,5.0479,3.14,2.72998,0.213,2.67894,5.06724,2.48,1.0063,0.077,7.60271,0.259,5.43663,1.74458,3.26394,0.082,1.36231,0.002,3.92774,0.1399,2.99727,0.3653,4.47305,12.5873,3.5962,7.12329,4.08717,5.63387,0.8552,9.60619,7.7305,18.1825,4.7006,1.14166,0.3568,146.602,12.1479,9.36417,1.0562,24.5683,4.7572,2.48575,5.15861,6.75005,1.8208,5.14808,2.1294,6.79879,0.4729,14.8052,15.5459,1.40522,4.10053,1.951,11.6131,0.875,3.69952,0.4049,8.55875,4.0776,2.77898,0.3398,1.61538,0.1515,2.83301,0.337
1334,2013-08-27,00:00:00.00,0.148993,3.04854,9.13435,4.94947,8.34082,45.1049,22.6,2.66445,0.309,2.43155,0.2,5.11703,3.18,3.05181,0.204,2.79425,5.13066,2.48,1.20119,0.088,7.65995,0.272,5.45563,1.72672,3.26724,0.079,1.43033,0.002,3.88747,0.1365,2.97991,0.3653,4.59929,12.6439,3.7661,7.21371,4.08376,5.61184,0.841,9.43198,7.419,17.2456,4.6156,1.13034,0.3483,140.292,11.8931,9.16482,0.8212,23.9937,4.6156,2.45899,5.10446,6.77864,1.396,5.00389,1.2743,6.57521,0.4729,14.0201,15.0929,1.40243,4.00541,1.8887,12.3069,0.8155,5.18227,0.5097,11.4375,4.3891,3.95801,0.4814,2.38138,0.1648,4.91596,0.6654
1335,2013-08-28,00:00:00.00,0.377536,3.04594,12.2862,4.9985,8.52795,51.7815,28.3,2.87644,0.51,2.44853,0.173,5.24073,3.56,3.08929,0.295,2.83928,5.20997,2.59,1.28214,0.178,7.89861,0.291,5.76069,2.09141,3.60813,0.08,1.52551,0.003,4.9269,0.1631,4.12126,0.4021,6.5448,17.9315,10.3923,10.0837,5.03847,7.98275,1.3507,13.9212,8.665,20.5621,4.8705,1.27245,0.354,131.894,11.9214,10.1998,0.9543,24.4838,4.8705,2.6862,5.04873,8.6385,1.7103,7.33961,1.5036,12.3381,12.2046,24.1153,50.9703,3.6285,8.96586,5.1537,15.5456,1.3252,6.98944,0.841,14.8937,6.7111,4.77928,0.5097,2.68152,0.2404,7.09854,0.6456
1336,2013-08-29,00:00:00.00,0.709527,3.12086,11.1583,5.02006,8.59952,58.021,26.5,2.70736,0.383,3.67007,0.385,5.9558,3.59,5.3034,0.321,3.72629,6.62508,2.86,1.20423,0.164,14.8998,1.34,15.9041,7.81947,10.0317,0.078,2.85713,0.003,9.94163,0.205,7.32671,0.4163,10.0262,27.7243,14.1584,15.3446,6.89746,11.7849,4.644,24.6016,9.203,26.403,5.2669,1.69386,0.3256,126.052,15.6309,13.4377,1.0506,29.0527,5.1537,3.56369,5.50554,10.9044,1.8859,8.71351,1.2686,15.8774,7.0226,40.7076,50.6872,5.66141,14.6227,7.9004,27.4826,44.1743,9.8897,2.2399,20.3977,7.3341,4.57891,0.623,2.31164,0.2888,7.24229,1.3054
1337,2013-08-30,00:00:00.00,0.00152868,3.13788,8.42174,5.05078,8.40916,57.2922,27,2.56256,0.353,3.73688,0.25,6.034,3.67,5.20836,0.321,4.02075,7.57265,2.97,1.1569,0.134,23.4751,6.22,20.4564,7.41337,13.2404,0.066,3.37267,0.003,10.4253,0.2098,7.1177,0.5522,9.99865,26.1461,7.2208,14.8987,7.58385,11.1537,2.0728,30.6632,8.8349,25.4577,5.3802,1.69491,0.3143,123.037,14.2434,14.6623,0.9203,32.4693,4.8422,3.60035,5.69827,9.20795,1.7471,6.48322,1.0534,10.2105,2.053,38.125,25.0321,3.81212,10.8027,4.7572,40.7776,46.7228,12.0136,15.6875,25.9258,6.0881,4.37614,0.5097,2.23474,0.2775,6.29016,0.9656
1338,2013-08-31,00:00:00.00,0.00115138,2.80283,6.56253,4.85453,8.32269,51.8717,25.4,2.36649,0.311,2.13403,0.24,5.04022,3.52,2.58609,0.255,2.89839,5.84271,3.13,0.981996,0.102,17.5204,2.44,8.58985,1.64103,5.51737,0.119,1.83088,0.002,5.11982,0.2161,3.62263,0.5635,6.95358,16.3941,6.2297,10.0853,7.08753,8.66188,1.699,24.8639,9.5994,20.1297,5.2103,1.20616,0.303,121.413,13.2523,11.4247,0.9316,28.7259,4.3608,2.5877,5.09627,6.90166,1.5631,4.97263,0.8042,6.78569,1.2006,24.1583,19.5103,1.72968,5.1834,2.8883,34.5268,24.6357,8.5532,6.4846,17.8736,4.9838,3.63071,0.4814,1.6239,0.2121,3.88496,0.5862
1339,2013-09-01,00:00:00.00,0.24531,4.89861,6.32395,6.19341,8.91173,47.0761,26.1,2.30588,0.297,2.10042,0.237,4.77887,3.52,2.61965,0.227,2.7499,4.92401,2.84,0.931387,0.09,7.46302,1.69,4.27084,1.63253,1.72525,0.166,1.18581,0.002,4.29867,0.2537,3.2408,0.7023,8.0418,24.6549,56.6337,17.9736,10.0973,16.5962,26.7028,16.4948,9.8543,20.7393,9.8543,1.20864,1.0307,120.817,11.525,9.4014,3.5962,24.0966,4.8988,2.28397,4.83489,6.41523,1.7556,4.67679,0.6258,6.32073,0.8976,18.0617,17.9812,1.31581,3.96384,2.3503,17.4092,12.2895,4.35568,3.3697,8.06332,4.6156,3.02232,0.4531,1.45582,0.1846,2.58683,0.7362
1340,2013-09-02,00:00:00.00,0.0623525,5.816,6.67047,8.30018,10.7718,48.6225,26,2.3839,0.306,2.1097,0.187,4.84417,3.53,2.61591,0.239,2.91852,5.06003,2.78,1.06113,0.087,6.28962,1.1,5.21703,1.61321,2.97896,0.629,1.29134,0.073,4.97728,0.241,3.83863,1.4498,9.50263,31.8148,13.8753,22.4029,10.8892,19.3083,13.7903,13.6362,12.9974,22.4312,9.4295,1.319,0.3171,120.065,9.9958,9.8016,2.4692,22.8307,4.8705,2.35897,4.87745,6.37124,2.3135,4.67915,0.6739,6.40632,0.7787,16.3278,21.5774,1.49291,3.90399,2.1294,9.80453,7.419,3.91298,1.8689,7.80347,4.7289,2.70837,0.3964,1.53574,0.1676,2.66412,0.4842
1341,2013-09-03,00:00:00.00,0.107237,3.39733,7.88128,7.02671,12.2178,55.5994,29.5,2.35433,0.337,2.05167,0.166,4.78019,3.82,2.52627,0.292,2.61969,4.91222,2.96,1.08742,0.139,7.24802,0.837,4.76501,1.58487,3.00851,0.491,1.2755,0.047,4.11576,0.3653,3.2324,1.1355,7.10637,18.5207,8.9481,11.666,7.66988,10.1693,6.2014,13.0948,17.6131,18.4249,7.5323,1.15318,0.303,119.278,11.8648,9.4412,1.5999,22.937,4.3042,2.36617,4.9663,6.4251,1.9425,4.7278,0.4927,6.82748,0.657,15.1853,21.9739,1.55158,3.93088,6.343,11.0481,5.8899,4.96139,3.3697,13.3786,7.9004,2.79546,0.4531,1.58491,0.1611,3.02281,0.4814
1342,2013-09-04,00:00:00.00,0.0104147,2.96277,8.78606,4.80149,10.7334,58.1164,29.3,2.26069,0.336,2.22805,0.157,4.66779,3.66,2.83444,0.223,2.58822,4.82729,2.72,0.939988,0.105,6.76646,0.72,5.05552,1.57571,2.91433,0.3,1.24211,0.025,3.5762,0.371,2.84373,0.8353,5.76069,12.6168,7.3057,7.9514,6.82007,8.33649,3.398,11.7472,13.762,15.6468,6.3713,1.0871,0.3115,118.631,10.8737,8.72237,1.1921,22.7954,3.9644,2.37479,4.94779,6.46604,1.5574,4.79407,0.4163,6.69279,0.572,15.367,19.3687,1.36315,3.7552,3.8228,12.4693,5.3519,4.68657,8.3818,17.3244,5.7766,2.92751,0.4531,1.65322,0.2056,3.33272,0.5012
1343,2013-09-05,00:00:00.00,3.03522e-06,3.05752,7.4165,4.73298,8.19468,52.0502,27.9,2.16365,0.296,2.21455,0.15,4.54196,3.56,2.807,0.216,2.61262,4.75913,2.7,0.89291,0.076,6.85876,0.675,4.9138,1.55341,2.92796,0.208,1.22313,0.015,3.53547,0.3058,2.75573,0.6739,5.08044,13.2502,6.0598,7.92411,5.56564,7.51053,1.9652,9.95617,13.4222,15.3952,5.6917,1.03824,0.3002,117.009,10.5622,8.41614,0.9741,22.399,3.5113,2.27078,4.70042,6.238,1.3167,4.6731,0.371,6.26747,0.6088,15.1376,17.1034,1.27101,3.66328,2.4834,11.2922,3.9927,3.83604,3.0299,12.8795,5.2953,2.78766,0.4248,1.45841,0.1773,2.95743,0.4616
1344,2013-09-06,00:00:00.00,0.01088,2.55639,5.7199,4.63349,7.55691,44.0908,26.4,2.11528,0.286,1.99505,0.145,4.45687,3.47,2.41965,0.204,2.4186,4.60694,2.61,0.901662,0.069,6.811,0.685,4.93717,1.52334,2.86006,0.165,1.21009,0.01,3.48551,0.2628,2.66606,0.5607,4.29556,11.3818,5.8616,6.59841,4.54462,5.8102,1.4668,9.01218,9.3729,14.9321,5.0404,1.00162,0.2973,114.646,9.203,8.20246,0.875,21.7975,3.2848,2.19171,4.54333,6.03395,1.1667,4.48352,0.4389,5.90669,0.6088,13.5341,16.622,1.26415,3.58599,2.0303,10.3131,3.2564,3.44982,1.8717,8.52028,4.7006,2.81193,0.3964,1.61624,0.1591,2.88569,0.6938
